,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),최저기온(℃),최고기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,합계_하차,유동인구,미세먼지(PM10).max,미세먼지(PM10).mean,초미세먼지(PM2.5).max,초미세먼지(PM2.5).mean
1034,2020-06-27,K리그,2020 K리그1 서울vs인천,0,1,상암월드컵주경기장,0,24.1,20.4,29.6,66704,0,Y,마포구,디지털미디어시티,7088,7174,14262,45,26.2,30,17.9
1035,2020-07-03,순수예술공연,창극으로 보는 땀띠 콘서트 “땀띠와 꿈을!!”,30,2,K-아트홀,0.1,25.5,21.6,30.6,369,4.07,N,송파구,올림픽공원,4445,3642,8087,24,15.6,18,7.2
1036,2020-07-05,체육행사,#제20회 한화생명배 세계어린이 국수전,600,1,핸드볼경기장,0,23.8,19.9,27.6,6500,9.23,Y,송파구,올림픽공원,1813,1554,3367,38,32.4,32,25.9
1037,2020-07-08,문화예술행사,2020 여자친구 아시아투어 서울 콘서트,7000,5,핸드볼경기장,0,25.5,21.3,30.4,6500,21.54,N,송파구,올림픽공원,4402,3645,8047,53,36.9,41,25.2
1038,2020-07-11,대중공연,다린 콘서트 숲 : 첫 번째 이야기,419,2,K-아트홀,0,25.8,22.2,30.2,369,56.78,Y,송파구,올림픽공원,2725,2291,5016,13,9.8,7,3.7
1039,2020-07-13,문화예술행사,뮤지컬 <설민석의 한국사 대모험>,0,50,우리금융아트홀,47.6,18.7,17.7,21.7,1184,0,N,송파구,올림픽공원,3974,3384,7358,6,4.1,7,2.9
1040,2020-07-18,K리그,2020 K리그1 서울vs포항,0,1,상암월드컵주경기장,0,26.1,22.8,31,66704,0,Y,마포구,디지털미디어시티,6993,7137,14130,51,44.6,41,35.2
1041,2020-07-20,문화예술행사,2020 아이즈원 콘서트,24000,7,KSPO DOME(체조경기장),3.6,23.8,22.4,26.6,15000,22.86,N,송파구,올림픽공원,3963,3440,7403,30,18.8,22,11.5
1042,2020-07-24,공공행사,대통령경호처 경호공무원 공개경쟁채용 필기시험,0,2,핸드볼보조경기장,2.9,22.5,18.7,26.8,5003,0,N,송파구,올림픽공원,4442,3630,8072,8,5.9,5,2.4
1043,2020-07-24,공공행사,대통령경호처 경호공무원 공개경쟁채용 필기시험,750,2,핸드볼경기장,2.9,22.5,18.7,26.8,6500,5.77,N,송파구,올림픽공원,4442,3630,8072,8,5.9,5,2.4
1044,2020-07-29,K리그,2020  하나은행 FA컵 8강전 서울vs포항,0,1,상암월드컵주경기장,50.1,23.7,22.6,24.9,66704,0,N,마포구,디지털미디어시티,13777,15174,28951,23,15.2,16,9.5
1045,2020-07-29,순수예술공연,탈북예술가들과 공명이 함께 하는 “통일 음악이야기”,30,3,K-아트홀,50.1,23.7,22.6,24.9,369,2.71,N,송파구,올림픽공원,4205,3447,7652,28,15.4,20,8.5
1046,2020-07-29,문화예술행사,아이스크림왕국의 뽀로로와친구들,0,33,우리금융아트홀,50.1,23.7,22.6,24.9,1184,0,N,송파구,올림픽공원,4205,3447,7652,28,15.4,20,8.5
1047,2020-08-07,순수예술공연,2020 서울아트마켓,200,8,K-아트홀,0,24.3,22.6,26.1,369,6.78,N,송파구,올림픽공원,5303,4506,9809,36,25.8,28,17.3
1048,2020-08-07,K리그,2020 K리그1 서울vs강원,2312,1,상암월드컵주경기장,0,24.3,22.6,26.1,66704,3.47,N,마포구,디지털미디어시티,14734,15584,30318,34,25.7,28,18.4
1049,2020-08-15,K리그,2020 K리그1 서울vs상주,2678,1,상암월드컵주경기장,69,26.1,25,27,66704,4.01,Y,마포구,디지털미디어시티,5731,5708,11439,49,41.1,45,35.1
1050,2020-09-02,문화예술행사,엉덩이 탐정,0,26,우리금융아트홀,33.3,24.3,22.6,26.4,1184,0,N,송파구,올림픽공원,2931,2443,5374,14,8.3,8,4.4
1051,2020-09-05,K리그,2020 K리그1 서울vs부산,0,1,상암월드컵주경기장,0,23.3,19.2,27.3,66704,0,Y,마포구,디지털미디어시티,5235,5214,10449,37,31.8,26,22.3
1052,2020-09-07,문화예술행사,6.25전쟁 70주년 육군 창작뮤지컬 <귀환>,80,21,우리금융아트홀,61,19.2,17.5,20.6,1184,0.32,N,송파구,올림픽공원,2953,2555,5508,15,6,5,2.6
1053,2020-09-12,대중공연,2020 Stray Kids 컴백 쇼케이스 (가제),150,4,올림픽홀,5.7,20.2,18.1,23.2,3000,1.25,Y,송파구,올림픽공원,1854,1666,3520,11,8.1,10,5.1
1054,2020-09-13,K리그,2020 K리그1 서울vs수원,0,1,상암월드컵주경기장,0,21.5,16.7,26.6,66704,0,Y,마포구,디지털미디어시티,3819,4003,7822,12,7.8,8,3.1
1055,2020-09-20,K리그,2020 K리그1 서울vs대구,0,1,상암월드컵주경기장,0,19.7,15.6,24.9,66704,0,Y,마포구,디지털미디어시티,4273,4473,8746,28,18.9,16,9.8
1056,2020-09-22,문화예술행사,뮤지컬 허풍선이 극장의 비밀,1169,27,뮤즈라이브,0,20.2,15.5,25.6,237,18.27,N,송파구,올림픽공원,4177,3541,7718,16,13.2,12,6.6
1057,2020-09-25,체육행사,#제18회 전국 학생 세팍타크로대회,600,3,핸드볼경기장,0,20.1,16.6,25.4,6500,3.08,N,송파구,올림픽공원,4247,3516,7763,18,15,8,4.7
1058,2020-09-28,문화예술행사,BTS MAP OF THE SOUL ON:E,500,15,KSPO DOME(체조경기장),0,20.7,15.7,26.5,15000,0.22,N,송파구,올림픽공원,4170,3618,7788,42,28.8,24,15.7
1059,2020-10-04,K리그,2020 K리그1 파이널 서울vs부산,0,1,상암월드컵주경기장,0,16.6,10.6,21.8,66704,0,Y,마포구,디지털미디어시티,4068,4271,8339,31,21.2,13,10.2
1060,2020-10-06,문화예술행사,아스트로(ASTRO) World Tour Concert,10500,6,핸드볼경기장,0,14.2,9.3,19.7,6500,26.92,N,송파구,올림픽공원,4275,3670,7945,33,24.7,17,10.7
1061,2020-10-09,대중공연,NOOB CON - SF9,100,3,올림픽홀,0,17.2,12.4,23.3,3000,1.11,N,송파구,올림픽공원,2979,2902,5881,19,15.9,11,8.8
1062,2020-10-20,대중공연,NELL’S SEASON 2020 ‘LET THE HOPE SHINE IN’,2919,7,올림픽홀,0,15.2,9.9,21.7,3000,13.9,N,송파구,올림픽공원,4443,3821,8264,68,48.5,46,27.6
1063,2020-10-24,K리그,2020 K리그1 파이널 서울vs강원,2621,1,상암월드컵주경기장,0,8.7,3.2,14,66704,3.93,Y,마포구,디지털미디어시티,7185,7240,14425,34,24.9,14,8.7
1064,2020-10-27,대중공연,P1Harmony DEBUT ALBUM SHOWCASE (가제),163,3,올림픽홀,0,14,9,19.4,3000,1.81,N,송파구,올림픽공원,4661,4000,8661,112,85.4,67,54.8
1065,2020-10-27,문화예술행사,MBC <놀면 뭐하니?>팀 예능 촬영,100,4,KSPO DOME(체조경기장),0,14,9,19.4,15000,0.17,N,송파구,올림픽공원,4661,4000,8661,112,85.4,67,54.8
1066,2020-10-31,K리그,2020 K리그1 파이널 서울vs인천,5485,1,상암월드컵주경기장,0,13.6,8.5,18.2,66704,8.22,Y,마포구,디지털미디어시티,7570,7521,15091,37,28.3,23,14.2
1067,2020-11-02,문화예술행사,뮤지컬 삼국유사,50,6,우리금융아트홀,1.7,10.8,7.9,15.6,1184,0.7,N,송파구,올림픽공원,4368,3854,8222,41,30.6,14,10.5
1068,2020-11-02,체육행사,#2020 서울국제힙합에어로빅,800,7,핸드볼경기장,1.7,10.8,7.9,15.6,6500,1.76,N,송파구,올림픽공원,4368,3854,8222,41,30.6,14,10.5
1069,2020-11-04,대중공연,SUPER JUNIOR 15th Anniversary Special Event ？ HOME ？,300,5,올림픽홀,0,4.9,0.2,10.8,3000,2,N,송파구,올림픽공원,4411,3805,8216,39,29,16,10.7
1070,2020-11-09,문화예술행사,내일은 <미스터트롯> TOP6 콘서트 - 서울,20284,14,KSPO DOME(체조경기장),0,5.5,0.7,8.9,15000,9.66,N,송파구,올림픽공원,4344,3740,8084,32,27.2,11,8.9
1071,2020-11-10,대중공연,[ 2020 Theatre 이문세 ],3500,6,올림픽홀,0,7.7,3.5,12.9,3000,19.44,N,송파구,올림픽공원,4526,3837,8363,36,28.2,19,12.9
1072,2020-11-21,문화예술행사,C:ONTACT SERIES <기억극장: Halloween> 재공연,30,2,뮤즈라이브,0.2,6.5,-0.3,12.8,237,6.33,Y,송파구,올림픽공원,2561,2259,4820,31,23.8,21,15.8
1073,2020-11-25,체육행사,#2020 댄스스포츠 국가대표 선발전,140,1,핸드볼경기장,0,4.6,0,9.5,6500,2.15,N,송파구,올림픽공원,3971,3405,7376,49,38.6,30,24.5
1074,2020-11-28,문화예술행사,블랙핑크 VCR 영상 촬영,90,1,KSPO DOME(체조경기장),0,-0.1,-2.3,2.8,15000,0.6,Y,송파구,올림픽공원,2112,1839,3951,22,18.3,15,10.9
1075,2020-12-09,문화예술행사,블랙핑크 VCR 영상 촬영,40,1,KSPO DOME(체조경기장),0,1.5,-4.1,6.2,15000,0.27,N,송파구,올림픽공원,3462,2936,6398,45,37.3,32,25.6
1076,2021-01-17,대중공연,BHT - 공연 연습,50,1,올림픽홀,0,-5.5,-10.8,-1.3,3000,1.67,Y,송파구,올림픽공원,2586,2394,4980,20,17.5,14,11.4
1077,2021-01-18,문화예술행사,2021 세븐틴 단독콘서트,800,8,KSPO DOME(체조경기장),0.3,-3.8,-9.1,0.2,15000,0.67,N,송파구,올림픽공원,7994,7022,15016,60,35.4,40,18.3
1078,2021-02-08,문화예술행사,NCSOFT Universe 연합콘서트 (가제),1500,7,KSPO DOME(체조경기장),0,-3.1,-5.4,0.2,15000,1.43,N,송파구,올림픽공원,7602,6614,14216,30,21.4,21,11.3
1079,2021-03-07,K리그,2021 K리그1 서울 vs 수원FC,4489,1,상암월드컵주경기장,0,6.2,2.1,12.2,66704,6.73,Y,마포구,디지털미디어시티,9828,10454,20282,33,28.7,23,17.6
1080,2021-03-17,K리그,2021 K리그1 서울 vs 광주,3014,1,상암월드컵주경기장,0,8.8,1.8,17.5,66704,4.52,N,마포구,디지털미디어시티,28522,31278,59800,94,80.3,22,16.6
1081,2021-03-28,문화예술행사,2021 샤이니 콘서트,1000,7,KSPO DOME(체조경기장),9.2,9,7.7,13,15000,0.95,Y,송파구,올림픽공원,3352,2958,6310,34,22.4,23,16.2
1082,2021-03-30,문화예술행사,어린이뮤지컬 '꼬마버스 타요',3701,19,우리금융아트홀,0,10.8,4.1,18.2,1184,16.45,N,송파구,올림픽공원,8588,7700,16288,105,53.6,26,17
1083,2021-04-03,KBO,키움 vs 삼성,1665,1,고척 스카이돔,56.2,14.9,10.9,18,16813,9.9,Y,구로구,양천구청,7184,7582,14766,25,9.4,18,6.5
1084,2021-04-03,K리그,2021 K리그1 서울 vs 강원,3479,1,상암월드컵주경기장,56.2,14.9,10.9,18,66704,5.22,Y,마포구,디지털미디어시티,12018,12410,24428,45,16.2,15,8.1
1085,2021-04-04,KBO,키움 vs 삼성,1655,1,고척 스카이돔,0.6,11.9,9,15.8,16813,9.84,Y,구로구,양천구청,5984,6202,12186,30,16.2,12,5.5
1086,2021-04-06,KBO,키움 vs KIA,1614,1,고척 스카이돔,0,13.9,9.4,19.2,16813,9.6,N,구로구,양천구청,14124,14866,28990,72,58.5,43,32.9
1087,2021-04-07,KBO,키움 vs KIA,1628,1,고척 스카이돔,0,14.1,8.1,20.4,16813,9.68,N,구로구,양천구청,13950,14876,28826,72,47.8,38,23.8
1088,2021-04-08,KBO,키움 vs KIA,1660,1,고척 스카이돔,0,13,7.2,18,16813,9.87,N,구로구,양천구청,13954,14718,28672,45,32.2,19,11.7
1089,2021-04-10,K리그,2021 K리그1 서울 vs 포항,4372,1,상암월드컵주경기장,0,12.6,7.7,18.8,66704,6.55,Y,마포구,디지털미디어시티,14298,14456,28754,46,37.1,29,20.8
1090,2021-04-13,KBO,키움 vs LG,1479,1,고척 스카이돔,8,10.4,5.7,13.5,16813,8.8,N,구로구,양천구청,13904,14748,28652,26,22.5,13,10.5
1091,2021-04-14,기타축구,2021 하나은행 FA컵 서울 vs 이랜드FC,2013,1,상암월드컵주경기장,0,8.4,3.1,13.3,66704,3.02,N,마포구,디지털미디어시티,28714,31460,60174,32,26.7,19,13.2
1092,2021-04-14,KBO,키움 vs LG,1311,1,고척 스카이돔,0,8.4,3.1,13.3,16813,7.8,N,구로구,양천구청,13824,14808,28632,39,32.3,20,14.1
1093,2021-04-15,KBO,키움 vs LG,1354,1,고척 스카이돔,0,11.6,6.3,18.3,16813,8.05,N,구로구,양천구청,13768,14726,28494,68,54.7,32,23.6
1094,2021-04-17,K리그,2021 K리그1 서울 vs 대구,2960,1,상암월드컵주경기장,0,9.6,6,14.6,66704,4.44,Y,마포구,디지털미디어시티,13654,14070,27724,147,72,34,18.2
1095,2021-04-19,문화예술행사,내일은 미스터트롯 TOP6 전국투어 굿바이 콘서트 - 서울,25000,7,KSPO DOME(체조경기장),0,12.2,5.8,19.4,15000,23.81,N,송파구,올림픽공원,8884,7850,16734,56,52.2,27,21.9
1096,2021-04-20,대중공연,2021 세븐틴 일본앨범발매기념 콘서트 (가제),600,9,올림픽홀,0,14.8,8.1,22,3000,2.22,N,송파구,올림픽공원,8736,7692,16428,92,71.3,46,33.2
1097,2021-04-23,KBO,키움 vs SSG,1258,1,고척 스카이돔,0,19,17,21.7,16813,7.48,N,구로구,양천구청,14206,15174,29380,68,38.4,16,11.1
1098,2021-04-24,KBO,키움 vs SSG,1638,1,고척 스카이돔,0,18.3,15.3,22.2,16813,9.74,Y,구로구,양천구청,8920,8936,17856,40,29.5,26,13.3
1099,2021-04-25,KBO,키움 vs SSG,1640,1,고척 스카이돔,0,18.2,12.6,24,16813,9.75,Y,구로구,양천구청,6184,6368,12552,33,27.4,15,10.2
1100,2021-04-27,KBO,키움 vs 두산,1166,1,고척 스카이돔,1.7,15.4,12.5,20,16813,6.94,N,구로구,양천구청,14074,15014,29088,48,35.6,24,17.1
1101,2021-04-28,KBO,키움 vs 두산,1213,1,고척 스카이돔,4.7,14.5,11.2,18.2,16813,7.21,N,구로구,양천구청,14180,14910,29090,97,77.8,40,26.7
1102,2021-04-29,KBO,키움 vs 두산,1394,1,고척 스카이돔,3.9,14.6,10.9,20.1,16813,8.29,N,구로구,양천구청,13936,14666,28602,97,80.7,33,26.4
1103,2021-04-30,K리그,2021 K리그1 서울 vs 성남,2304,1,상암월드컵주경기장,26.3,11.3,8.6,14.6,66704,3.45,N,마포구,디지털미디어시티,28422,30718,59140,70,42.9,33,19.9
1104,2021-05-03,문화예술행사,안무연습대관,50,1,올림픽홀,0,14.1,8.4,20.3,3000,1.67,N,송파구,올림픽공원,8804,7922,16726,39,30.6,25,16.7
1105,2021-05-05,KBO,키움 vs KT,1674,1,고척 스카이돔,0.1,13.9,10.3,18.4,16813,9.96,N,구로구,양천구청,7236,7536,14772,89,75.9,21,16.1
1106,2021-05-06,KBO,키움 vs KT,957,1,고척 스카이돔,0,15.7,7.9,23.1,16813,5.69,N,구로구,양천구청,13946,14658,28604,104,77.8,35,21.8
1107,2021-05-14,KBO,키움 vs 한화,1563,1,고척 스카이돔,0,24.1,18,30.8,16813,9.3,N,구로구,양천구청,14638,15480,30118,87,62.7,52,28.6
1108,2021-05-15,KBO,키움 vs 한화,1674,1,고척 스카이돔,15,22.1,20.8,26.2,16813,9.96,Y,구로구,양천구청,9206,9550,18756,35,16.6,22,12.4
1109,2021-05-16,KBO,키움 vs 한화,1674,1,고척 스카이돔,66.9,18.4,14.8,20.8,16813,9.96,Y,구로구,양천구청,5330,5618,10948,5,3.5,5,2.2
1110,2021-05-19,문화예술행사,BTS 기자 간담회 (대외비),350,3,올림픽홀,0,19.9,12.4,26.6,3000,3.89,N,송파구,올림픽공원,6192,5880,12072,40,36.1,26,21.2
1111,2021-05-21,KBO,키움 vs NC,1009,1,고척 스카이돔,6.9,16,14.2,18.2,16813,6,N,구로구,양천구청,14416,15030,29446,24,17.8,10,7.4
1112,2021-05-22,KBO,키움 vs NC,1674,1,고척 스카이돔,0.2,18.6,13.8,23.8,16813,9.96,Y,구로구,양천구청,9842,9944,19786,40,27.8,18,11.2
1113,2021-05-23,KBO,키움 vs NC,1618,1,고척 스카이돔,0,19.5,14.3,25.1,16813,9.62,Y,구로구,양천구청,6294,6392,12686,48,35.8,22,18
1114,2021-05-26,대중공연,팬텀싱어 올스타전 갈라 콘체르토,17517,13,올림픽홀,0,18,11.5,23,3000,44.92,N,송파구,올림픽공원,9256,8286,17542,49,41.1,20,17.3
1115,2021-05-29,K리그,2021 K리그1 서울 vs 수원삼성,5164,1,상암월드컵주경기장,0.3,15.4,12.8,19.1,66704,7.74,Y,마포구,디지털미디어시티,14162,14526,28688,24,18.2,15,10.8
1116,2021-05-29,대중공연,SEVENTEEN 일본 싱글 발매기념 스페셜 온라인 팬미팅(가제),90,2,우리금융아트홀,0.3,15.4,12.8,19.1,1184,3.8,Y,송파구,올림픽공원,6122,5536,11658,30,22.4,15,11.1
1117,2021-06-01,KBO,키움 vs 롯데,1090,1,고척 스카이돔,3.2,20.2,15.9,23.9,16813,6.48,N,구로구,양천구청,13940,14680,28620,56,43,27,20.2
1118,2021-06-02,문화예술행사,FNC ENT 소속그룹 퍼포먼스 연습,60,1,KSPO DOME(체조경기장),0,23.2,16.6,29.7,15000,0.4,N,송파구,올림픽공원,8804,7834,16638,62,52.3,37,32.1
1119,2021-06-02,KBO,키움 vs 롯데,1048,1,고척 스카이돔,0,23.2,16.6,29.7,16813,6.23,N,구로구,양천구청,13934,14522,28456,64,54.6,31,22.6
1120,2021-06-03,KBO,키움 vs 롯데,1197,1,고척 스카이돔,18.1,19.1,14.6,22.7,16813,7.12,N,구로구,양천구청,13476,14566,28042,32,23.9,18,13.2
1121,2021-06-04,KBO,키움 vs 삼성,1585,1,고척 스카이돔,0,18.5,13.3,23.6,16813,9.43,N,구로구,양천구청,14366,14894,29260,45,40.2,19,13.2
1122,2021-06-05,KBO,키움 vs 삼성,1674,1,고척 스카이돔,0,20.8,17,25.7,16813,9.96,Y,구로구,양천구청,9012,9140,18152,83,63.9,38,29.2
1123,2021-06-06,KBO,키움 vs 삼성,1674,1,고척 스카이돔,0,23,18.4,28.2,16813,9.96,Y,구로구,양천구청,6208,6558,12766,64,46.6,25,20.8
1124,2021-06-07,문화예술행사,2021 나훈아 콘서트,12500,7,KSPO DOME(체조경기장),0,21.1,19.4,24,15000,11.9,N,송파구,올림픽공원,8378,7610,15988,47,39.8,24,19.9
1125,2021-06-11,문화예술행사,2021 임한별 <더 클래식> 서울,1718,10,우리금융아트홀,4.6,21.5,19.9,24.4,1184,14.51,N,송파구,올림픽공원,8582,7448,16030,25,21.5,19,14.9
1126,2021-06-15,KBO,키움 vs LG,1348,1,고척 스카이돔,1.9,22.5,21.5,25.3,16813,8.02,N,구로구,양천구청,13630,14700,28330,21,12.8,10,5.2
1127,2021-06-16,문화예술행사,(가제) 2021 자우림 앨범발매기념 단독콘서트,4653,5,올림픽홀,0,24.3,20.3,28.9,3000,31.02,N,송파구,올림픽공원,8800,7748,16548,14,10.6,9,5.4
1128,2021-06-16,KBO,키움 vs LG,1445,1,고척 스카이돔,0,24.3,20.3,28.9,16813,8.59,N,구로구,양천구청,13874,14562,28436,10,8.8,5,3.8
1129,2021-06-17,KBO,키움 vs LG,1739,1,고척 스카이돔,0,21.9,19.6,25,16813,10.34,N,구로구,양천구청,13982,14598,28580,27,16.2,22,7.2
1130,2021-06-25,KBO,키움 vs KIA,1981,1,고척 스카이돔,0,24.1,19.5,29.5,16813,11.78,N,구로구,양천구청,14632,15122,29754,41,30.8,16,10.8
1131,2021-06-25,문화예술행사,더 포레스텔라 2021,3702,4,올림픽홀,0,24.1,19.5,29.5,3000,30.85,N,송파구,올림픽공원,9206,7716,16922,41,33.2,30,22.2
1132,2021-06-25,문화예술행사,뷰티풀 민트 라이프 2021,240,6,KSPO DOME(체조경기장),0,24.1,19.5,29.5,15000,0.27,N,송파구,올림픽공원,9206,7716,16922,41,33.2,30,22.2
1133,2021-06-26,KBO,키움 vs KIA,3346,1,고척 스카이돔,4.5,22.8,19.9,26.7,16813,19.9,Y,구로구,양천구청,8902,8720,17622,20,17.8,6,4.9
1134,2021-06-26,일반행사,2021 제27회 드림콘서트,0,7,상암월드컵주경기장,4.5,22.8,19.9,26.7,66704,0,Y,마포구,디지털미디어시티,14196,14690,28886,27,21.8,21,14.8
1135,2021-06-27,KBO,키움 vs KIA,2696,1,고척 스카이돔,38.2,24.5,19.8,30.8,16813,16.04,Y,구로구,양천구청,6406,6710,13116,23,16.7,6,4.1
1136,2021-06-29,KBO,키움 vs 롯데,1639,1,고척 스카이돔,8,23.9,21.3,28.4,16813,9.75,N,구로구,양천구청,13990,14778,28768,42,27.2,21,11
1137,2021-06-29,문화예술행사,내일은 미스터트롯 TOP6 굿바이 콘서트 - 서울,23617,6,KSPO DOME(체조경기장),8,23.9,21.3,28.4,15000,26.24,N,송파구,올림픽공원,9262,7910,17172,44,34.9,33,24.5
1138,2021-06-30,문화예술행사,싱어게인 TOP10 전국투어 콘서트 - 서울앵콜,8479,6,올림픽홀,6,24.3,21,28.8,3000,47.11,N,송파구,올림픽공원,9040,7712,16752,48,37.4,34,26.2
1139,2021-06-30,KBO,키움 vs 롯데,2001,1,고척 스카이돔,6,24.3,21,28.8,16813,11.9,N,구로구,양천구청,14036,14698,28734,40,31,19,13.3
1140,2021-07-01,KBO,키움 vs 롯데,2049,1,고척 스카이돔,0,26.3,21.4,31,16813,12.19,N,구로구,양천구청,14226,15134,29360,47,35.5,24,15.5
1141,2021-07-06,KBO,키움 vs SSG,1549,1,고척 스카이돔,0,25.3,21,30.1,16813,9.21,N,구로구,양천구청,14278,15060,29338,58,47,42,33.6
1142,2021-07-07,KBO,키움 vs SSG,1328,1,고척 스카이돔,12.7,26.4,23.9,29.1,16813,7.9,N,구로구,양천구청,13706,14528,28234,27,18.2,33,15.5
1143,2021-07-07,체육행사,2020 제32회 도쿄하계올림픽대회 대한민국 선수단 결단식,180,2,올림픽홀,12.7,26.4,23.9,29.1,3000,3,N,송파구,올림픽공원,8568,7622,16190,25,19.2,15,11.2
1144,2021-07-08,KBO,키움 vs SSG,1436,1,고척 스카이돔,2.9,26,23.8,29.8,16813,8.54,N,구로구,양천구청,13278,14330,27608,21,13.2,19,9.1
1145,2021-07-14,K리그,2021 K리그1 서울 vs 인천,0,1,상암월드컵주경기장,0,29.7,26.1,33.5,66704,0,N,마포구,디지털미디어시티,24464,26622,51086,30,17.6,10,6.9
1146,2021-07-16,대중공연,박혜원 - HYNN 여름,605,2,우리금융아트홀,0,28.8,24.2,35.2,1184,25.55,N,송파구,올림픽공원,7400,6312,13712,25,20,18,11.3
1147,2021-07-16,국가대표,올림픽 축구대표팀 친선경기 대한민국 vs 프랑스,0,2,상암월드컵주경기장,0,28.8,24.2,35.2,66704,0,N,마포구,디지털미디어시티,23394,25324,48718,45,24.2,24,11.6
1148,2021-07-31,K리그,2021 K리그1 서울 vs 울산,0,1,상암월드컵주경기장,3,29.8,26.8,34.3,66704,0,Y,마포구,디지털미디어시티,10888,10684,21572,31,24.7,23,16.6
1149,2021-08-05,대중공연,라비던스 단독콘서트(안),2156,4,올림픽홀,0,29.4,25.6,33.7,3000,17.97,N,송파구,올림픽공원,7076,5942,13018,40,27.4,26,19.1
1150,2021-08-08,K리그,2021 K리그1 서울 vs 광주,0,1,상암월드컵주경기장,12.7,26.8,24.4,32.1,66704,0,Y,마포구,디지털미디어시티,7820,7980,15800,28,18,16,9.9
1151,2021-08-10,KBO,키움 vs KT,0,1,고척 스카이돔,0,27.7,24.3,32.2,16813,0,N,구로구,양천구청,12026,12956,24982,31,16.8,17,10.7
1152,2021-08-11,KBO,키움 vs KT,0,1,고척 스카이돔,0,27.4,24.1,31.6,16813,0,N,구로구,양천구청,11810,12516,24326,39,34,33,26.9
1153,2021-08-12,KBO,키움 vs KT,0,1,고척 스카이돔,0,26.8,24,31.7,16813,0,N,구로구,양천구청,11612,12608,24220,42,36.5,30,25.6
1154,2021-08-12,대중공연,라포엠(LA POEM) 첫 번째 단독 콘서트 - 서울,4671,4,올림픽홀,0,26.8,24,31.7,3000,38.92,N,송파구,올림픽공원,7410,6562,13972,43,39,34,27.2
1155,2021-08-13,KBO,키움 vs 두산,0,1,고척 스카이돔,0,26.6,23.4,30.1,16813,0,N,구로구,양천구청,11520,12320,23840,23,19.3,18,11.7
1156,2021-08-13,공공행사,국세청 채용면접,300,2,우리금융아트홀,0,26.6,23.4,30.1,1184,12.67,N,송파구,올림픽공원,7616,6684,14300,30,24.8,18,14.2
1157,2021-08-14,KBO,키움 vs 두산,0,1,고척 스카이돔,0,26.1,23.4,30.5,16813,0,Y,구로구,양천구청,7138,7226,14364,29,12,6,2.7
1158,2021-08-15,KBO,키움 vs 두산,0,1,고척 스카이돔,0,26.9,21.7,32.4,16813,0,Y,구로구,양천구청,4894,5172,10066,12,7.9,6,4.3
1159,2021-08-18,K리그,2021 K리그1 서울 vs 제주,0,1,상암월드컵주경기장,5.6,24.3,20.6,31,66704,0,N,마포구,디지털미디어시티,24810,27072,51882,16,11.3,15,4.9
1160,2021-08-20,문화예술행사,가수 이정권 콘서트,200,2,뮤즈라이브,0,26.6,22.6,30.7,237,42.19,N,송파구,올림픽공원,8110,7186,15296,26,21.7,15,11.3
1161,2021-08-22,K리그,2021 K리그1 서울 vs 포항,0,1,상암월드컵주경기장,0,24.4,22.4,27,66704,0,Y,마포구,디지털미디어시티,8774,9054,17828,34,28,24,19.6
1162,2021-08-22,대중공연,T1419 COMEBACK ONLINE SHOWCASE,151,2,올림픽홀,0,24.4,22.4,27,3000,2.52,Y,송파구,올림픽공원,3426,2980,6406,35,29.6,23,19.1
1163,2021-08-25,KBO,키움 vs 한화,0,1,고척 스카이돔,0.3,25,23.5,27.3,16813,0,N,구로구,양천구청,12344,13330,25674,16,11.8,8,6.5
1164,2021-08-25,K리그,2021 K리그1 서울 vs 울산,0,1,상암월드컵주경기장,0.3,25,23.5,27.3,66704,0,N,마포구,디지털미디어시티,25658,28138,53796,16,12.3,12,7.7
1165,2021-08-26,KBO,키움 vs 한화,0,1,고척 스카이돔,0.7,25.5,22.9,27.9,16813,0,N,구로구,양천구청,12478,13414,25892,58,49.3,35,26.1
1166,2021-08-27,KBO,키움 vs 한화,0,1,고척 스카이돔,0.9,22.4,20.4,25.5,16813,0,N,구로구,양천구청,12414,13364,25778,33,21.6,19,12
1167,2021-09-01,대중공연,[ 2021 Theatre 이문세 ],2951,12,우리금융아트홀,0.8,21.4,18.5,23.9,1184,20.77,N,송파구,올림픽공원,8062,7128,15190,9,6.8,2,1.2
1168,2021-09-02,KBO,키움 vs KT,0,1,고척 스카이돔,0,23.5,20.7,26.7,16813,0,N,구로구,양천구청,12654,13532,26186,23,17.9,13,8.8
1169,2021-09-02,국가대표,2022 카타르월드컵 최종예선 대한민국 vs 이라크,0,2,상암월드컵주경기장,0,23.5,20.7,26.7,66704,0,N,마포구,디지털미디어시티,25498,27930,53428,22,17.3,10,7.7
1170,2021-09-03,KBO,키움 vs KT,0,1,고척 스카이돔,0,24.3,20.6,29.2,16813,0,N,구로구,양천구청,12992,13884,26876,20,13.8,7,5.2
1171,2021-09-03,문화예술행사,더 포레스텔라 2021,3678,3,올림픽홀,0,24.3,20.6,29.2,3000,40.87,N,송파구,올림픽공원,8748,7650,16398,13,11.3,8,3.8
1172,2021-09-04,KBO,키움 vs SSG,0,1,고척 스카이돔,0,23.2,18.5,28.6,16813,0,Y,구로구,양천구청,8704,8826,17530,13,11,8,4.6
