,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),최저기온(℃),최고기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,합계_하차,유동인구,미세먼지(PM10).max,미세먼지(PM10).mean,초미세먼지(PM2.5).max,초미세먼지(PM2.5).mean
0,2015-02-17,기타축구,ACL(vs하노이T&T FC),6718,3,상암월드컵주경기장,0.5,1.9,0.5,4.1,66704,10.07,N,마포구,디지털미디어시티,15877,17407,33284,96,76.3,48,38.8
1,2015-03-01,체육행사,2015.3월 핸드볼팀훈련,476,20,핸드볼보조경기장,0,2.4,-0.2,5.9,5003,0.48,Y,송파구,올림픽공원,11657,12068,23725,291,160,72,48.7
2,2015-03-02,문화예술행사,EXO 2번째 단독콘서트,65757,15,KSPO DOME(체조경기장),0,3.9,-1.9,9.7,15000,29.23,N,송파구,올림픽공원,6176,6006,12182,114,84.2,47,35.7
3,2015-03-04,기타축구,ACL(vs가시마앤틀러스),5790,2,상암월드컵주경기장,0,-2.1,-4.6,1.4,66704,8.68,N,마포구,디지털미디어시티,18124,20374,38498,59,40.9,36,22.5
4,2015-03-06,문화예술행사,에드시런 첫 내한공연,3467,3,핸드볼경기장,0,2.9,-3.2,10.4,6500,17.78,N,송파구,올림픽공원,6650,6195,12845,49,37,35,25.3
5,2015-03-12,문화예술행사,2015 홍경민의 어쿠스틱 톡서트 5,818,4,뮤즈라이브,0,2.1,-3.5,6.7,237,86.29,N,송파구,올림픽공원,6482,6150,12632,51,33.2,21,13.1
6,2015-03-12,대중공연,쿨20주년기념콘서트 안녕들한가요 서울앵콜공연,1620,4,올림픽홀,0,2.1,-3.5,6.7,3000,13.5,N,송파구,올림픽공원,6482,6150,12632,51,33.2,21,13.1
7,2015-03-14,K리그,K리그 클래식(vs전북),32516,1,상암월드컵주경기장,0,4.3,-1.2,11.6,66704,48.75,Y,마포구,디지털미디어시티,12796,13040,25836,54,37.8,39,24.8
8,2015-03-14,문화예술행사,멜리아나 내한공연,919,1,우리금융아트홀,0,4.3,-1.2,11.6,1184,77.62,Y,송파구,올림픽공원,17703,18723,36426,52,37.2,24,18.4
9,2015-03-16,문화예술행사,2015 신화 17주년 기념 콘서트,22808,8,KSPO DOME(체조경기장),0,9.8,1.3,18.6,15000,19.01,N,송파구,올림픽공원,6545,6287,12832,192,124.2,79,51.2
10,2015-03-18,기타축구,ACL(vs웨스턴시드니),5645,2,상암월드컵주경기장,1.5,10.7,8.4,14.4,66704,8.46,N,마포구,디지털미디어시티,18222,20191,38413,72,61.5,41,32
11,2015-03-20,대중공연,임시완 팬미팅(가제: 미생),2230,3,올림픽홀,0,13.4,7.6,21.9,3000,24.78,N,송파구,올림픽공원,7040,6113,13153,136,105.2,72,38.1
12,2015-03-23,문화예술행사,2015 VIXX 콘서트,17467,8,KSPO DOME(체조경기장),0,4.6,0,10.1,15000,14.56,N,송파구,올림픽공원,6431,6085,12516,71,61.7,28,23.2
13,2015-03-26,체육행사,SK텔레콤 국제그랑프리펜싱대회,800,5,핸드볼경기장,0,7.9,1.6,14.8,6500,2.46,N,송파구,올림픽공원,6649,6181,12830,60,47.2,32,19.7
14,2015-03-29,대중공연,미쓰에이(miss A) 쇼케이스,350,2,K-아트홀,0,10.5,7,16.5,369,47.43,Y,송파구,올림픽공원,12845,13238,26083,131,95.6,40,33.4
15,2015-03-31,국가대표,친선경기(vs뉴질랜드),28574,3,상암월드컵주경기장,2.5,12.9,10,14.9,66704,42.84,N,마포구,디지털미디어시티,18394,20375,38769,129,108.5,62,51.2
16,2015-04-01,문화예술행사,그라미 서커스쇼,10971,40,K-아트홀,2.5,12.9,10,17.6,369,74.33,N,송파구,올림픽공원,6665,6236,12901,18,13.1,11,6.5
17,2015-04-01,체육행사,2015년 4월 핸드볼팀 훈련,321,13,핸드볼보조경기장,2.5,12.9,10,17.6,5003,0.49,N,송파구,올림픽공원,6665,6236,12901,18,13.1,11,6.5
18,2015-04-04,K리그,K리그 클래식-4R(vs제주),22155,1,상암월드컵주경기장,0,13.5,8.9,18.5,66704,33.21,Y,마포구,디지털미디어시티,11774,12135,23909,29,19.2,14,8.7
19,2015-04-05,대중공연,TOP FC 6,890,1,올림픽홀,0.5,10.5,10.1,12.2,3000,29.67,Y,송파구,올림픽공원,3766,3580,7346,17,13.2,11,7.7
20,2015-04-07,대중공연,핑크마티니 내한공연,1790,2,올림픽홀,0,8.4,5.5,12.2,3000,29.83,N,송파구,올림픽공원,7058,6587,13645,40,26.1,19,11.2
21,2015-04-10,대중공연,SGC콘서트,4730,3,올림픽홀,0,11.6,4.6,19.2,3000,52.56,N,송파구,올림픽공원,7459,6834,14293,66,52.9,33,23.4
22,2015-04-11,기타축구,시민개방 축구경기,50,1,상암월드컵주경기장,0,13.5,6.7,20.7,66704,0.07,Y,마포구,디지털미디어시티,13094,13346,26440,110,72.2,68,40.8
23,2015-04-12,공공행사,제25회송파구청장기배드민턴대회,1000,1,핸드볼보조경기장,0,14.9,9.1,20.4,5003,19.99,Y,송파구,올림픽공원,6146,6380,12526,49,39.6,23,17.5
24,2015-04-15,K리그,K리그 클래식-6R(vs대전),7186,1,상암월드컵주경기장,1,11.1,5.6,17,66704,10.77,N,마포구,디지털미디어시티,18663,20635,39298,120,71.2,65,38.1
25,2015-04-18,기타축구,시민개방 축구경기,350,1,상암월드컵주경기장,0,15.2,5.2,23.7,66704,0.52,Y,마포구,디지털미디어시티,12698,13415,26113,71,53.1,43,30.1
26,2015-04-19,대중공연,피아노가이즈 첫 내한공연,1996,3,올림픽홀,12,14.5,11.2,17.3,3000,22.18,Y,송파구,올림픽공원,5834,5672,11506,27,19.2,11,8.3
27,2015-04-19,문화예술행사,힐송워십내한공연,6883,1,KSPO DOME(체조경기장),12,14.5,11.2,17.3,15000,45.89,Y,송파구,올림픽공원,5834,5672,11506,27,19.2,11,8.3
28,2015-04-20,문화예술행사,2015 빅뱅 콘서트,27635,8,KSPO DOME(체조경기장),5.5,12.2,10.3,16.8,15000,23.03,N,송파구,올림픽공원,6950,6922,13872,42,18.2,17,8.2
29,2015-04-21,기타축구,ACL(vs광저우에버그란데),17157,2,상암월드컵주경기장,0,14,7.7,20.9,66704,25.72,N,마포구,디지털미디어시티,18754,20432,39186,69,52.4,36,27.4
30,2015-04-25,일반행사,토요일을 즐겨라,15246,6,상암월드컵주경기장,0,15.9,9.2,23,66704,22.86,Y,마포구,디지털미디어시티,13492,13124,26616,92,65.8,40,28.7
31,2015-04-25,체육행사,제12회 회장배 댄스스포츠 선수권대회,974,2,핸드볼경기장,0,15.9,9.2,23,6500,7.49,Y,송파구,올림픽공원,15472,16134,31606,81,56.7,43,29.3
32,2015-04-28,문화예술행사,청년평화페스티벌,11920,7,KSPO DOME(체조경기장),0,20.3,12.3,26.9,15000,11.35,N,송파구,올림픽공원,7558,6978,14536,69,44.3,32,23.3
33,2015-04-29,기타축구,FA컵(vs경주 한수원),1570,1,상암월드컵주경기장,3.5,17,15.8,18.4,66704,2.35,N,마포구,디지털미디어시티,18651,20155,38806,35,28.9,24,19.9
34,2015-05-01,대중공연,이준기 팬미팅,800,2,우리금융아트홀,0,21,15.9,27.2,1184,33.78,N,송파구,올림픽공원,7826,7782,15608,58,37.5,28,18.8
35,2015-05-01,체육행사,2015년 5월 핸드볼팀훈련,286,12,핸드볼보조경기장,0,21,15.9,27.2,5003,0.48,N,송파구,올림픽공원,7826,7782,15608,58,37.5,28,18.8
36,2015-05-02,K리그,K리그 클래식-9R(vs성남),18441,1,상암월드컵주경기장,0.5,20.7,15.8,26,66704,27.65,Y,마포구,디지털미디어시티,11345,11533,22878,55,42,35,28.8
37,2015-05-05,기타축구,시민개방 축구경기,60,1,상암월드컵주경기장,0,14.2,8.3,19.9,66704,0.09,N,마포구,디지털미디어시티,9182,9706,18888,52,39.2,19,14.5
38,2015-05-05,체육행사,제4회 일요신문배 전국어린이 바둑대회,1200,1,핸드볼경기장,0,14.2,8.3,19.9,6500,18.46,N,송파구,올림픽공원,9706,10500,20206,44,38.7,19,14.8
39,2015-05-06,체육행사,2015 서울세계시각장애인경기대회,370,12,핸드볼보조경기장,0,15.4,9.8,22,5003,0.62,N,송파구,올림픽공원,7104,6927,14031,55,48.2,28,20.3
40,2015-05-06,문화예술행사,러쉬 냄새나는 콘서트 4,7121,5,KSPO DOME(체조경기장),0,15.4,9.8,22,15000,9.49,N,송파구,올림픽공원,7104,6927,14031,55,48.2,28,20.3
41,2015-05-07,대중공연,오승근 효 콘서트 -내 나이가 어때서-,2170,2,올림픽홀,0,16.5,10.6,24,3000,36.17,N,송파구,올림픽공원,7206,6829,14035,81,45.3,31,19
42,2015-05-09,대중공연,남진 50주년 대공연  “감사합니다” - 서울,3760,2,올림픽홀,0,17.6,12.6,24,3000,62.67,Y,송파구,올림픽공원,9245,9272,18517,63,49.8,30,22.3
43,2015-05-09,일반행사,청춘페스티벌,17782,6,상암월드컵주경기장,0,17.6,12.6,24,66704,26.66,Y,마포구,디지털미디어시티,12518,12886,25404,55,50,34,28.8
44,2015-05-10,문화예술행사,샤이니 4번째 단독 콘서트,24369,9,KSPO DOME(체조경기장),0,19.1,13.5,25.9,15000,18.05,Y,송파구,올림픽공원,6292,6069,12361,53,41.8,26,19.8
45,2015-05-11,문화예술행사,인피니트 '김성규' 쇼케이스,320,1,뮤즈라이브,14,18.4,14.4,24.1,237,135.02,N,송파구,올림픽공원,7219,6837,14056,63,44.5,27,18.4
46,2015-05-14,대중공연,부활 30주년 콘서트,2680,3,올림픽홀,0,20.4,15.3,26.6,3000,29.78,N,송파구,올림픽공원,7674,7260,14934,77,68.5,33,27.7
47,2015-05-15,대중공연,2015 홍종현 서울팬미팅,220,2,K-아트홀,0,19.1,16.3,23.7,369,29.81,N,송파구,올림픽공원,16600,17784,34384,119,90.4,61,39.9
48,2015-05-16,K리그,K리그 클래식-11R(vs전남),17819,1,상암월드컵주경기장,0,18,11.6,25.2,66704,26.71,Y,마포구,디지털미디어시티,13065,13610,26675,70,54,43,31.2
49,2015-05-19,대중공연,정엽 소극장 콘서트,1832,7,K-아트홀,1,14.8,13,16.2,369,70.93,N,송파구,올림픽공원,7074,6829,13903,84,56.8,38,28.6
50,2015-05-19,문화예술행사,제9회 서울재즈페스티벌 2015,9000,8,KSPO DOME(체조경기장),1,14.8,13,16.2,15000,7.5,N,송파구,올림픽공원,7074,6829,13903,84,56.8,38,28.6
51,2015-05-19,문화예술행사,제9회 서울재즈페스티벌 2015,6500,8,핸드볼경기장,1,14.8,13,16.2,6500,12.5,N,송파구,올림픽공원,7074,6829,13903,84,56.8,38,28.6
52,2015-05-20,기타축구,ACL(vs감바 오사카),10607,2,상암월드컵주경기장,0,16.3,10.6,21.9,66704,15.9,N,마포구,디지털미디어시티,18614,20436,39050,40,30.6,20,14
53,2015-05-23,일반행사,2015 드림콘서트,43780,5,상암월드컵주경기장,0,20.6,13.6,28.3,66704,65.63,Y,마포구,디지털미디어시티,13131,12591,25722,40,33.6,23,19.8
54,2015-05-26,대중공연,버즈 소극장 콘서트,1391,6,K-아트홀,0,21.5,14.1,30.3,369,62.83,N,송파구,올림픽공원,7237,6973,14210,58,39.3,23,14
55,2015-05-27,대중공연,2015 펜타토닉스(Pentatonix) 내한공연,3480,2,올림픽홀,0,23.2,14.4,31.5,3000,58,N,송파구,올림픽공원,7754,7256,15010,44,34.6,19,15.2
56,2015-05-28,문화예술행사,박승화의 뮤직브런치,103,2,뮤즈라이브,0,24.3,16.7,32.2,237,21.73,N,송파구,올림픽공원,9272,8860,18132,71,47.9,28,19.5
57,2015-05-31,K리그,K리그 클래식(vs울산),18413,1,상암월드컵주경기장,0,22.1,15.3,30.4,66704,27.6,Y,마포구,디지털미디어시티,8844,8895,17739,59,42.2,39,27.1
58,2015-06-03,K리그,K리그 클래식(vs인천),5023,1,상암월드컵주경기장,0,23.3,17.1,29.4,66704,7.53,N,마포구,디지털미디어시티,17975,19633,37608,44,39.8,16,11.3
59,2015-06-04,대중공연,벅스TV - 어반자카파,299,1,K-아트홀,0,24.2,17.1,31.5,369,81.03,N,송파구,올림픽공원,6458,5966,12424,50,38.8,24,14.2
60,2015-06-04,문화예술행사,2015 뮤즈인시티 페스티벌,0,3,KSPO DOME(체조경기장),0,24.2,17.1,31.5,15000,0,N,송파구,올림픽공원,6458,5966,12424,50,38.8,24,14.2
61,2015-06-06,기타축구,시민개방 축구경기,40,1,상암월드컵주경기장,0,22.4,16.4,28.9,66704,0.06,Y,마포구,디지털미디어시티,9366,9532,18898,48,36.5,29,22.3
62,2015-06-08,문화예술행사,동방신기 앵콜 콘서트,20483,8,KSPO DOME(체조경기장),0,22.4,18.2,27.8,15000,17.07,N,송파구,올림픽공원,5815,5663,11478,53,44.5,25,20.8
63,2015-06-13,기타축구,한일국회의원 친선경기,150,1,상암월드컵주경기장,0.5,24.7,20.1,30.9,66704,0.22,Y,마포구,디지털미디어시티,10574,11130,21704,93,75.2,50,41.7
64,2015-06-17,K리그,K리그 클래식(vs부산),4267,1,상암월드컵주경기장,9.5,23.4,20.2,30.8,66704,6.4,N,마포구,디지털미디어시티,16714,18535,35249,69,49.6,49,36.6
65,2015-06-17,체육행사,6월 핸드볼팀 훈련,177,12,핸드볼보조경기장,9.5,23.4,20.2,30.8,5003,0.29,N,송파구,올림픽공원,5695,5382,11077,89,48,49,24.9
66,2015-06-18,공공행사,2015 세계 간호사 대회,4000,3,KSPO DOME(체조경기장),3,24.8,19.6,31.3,15000,8.89,N,송파구,올림픽공원,5679,5299,10978,29,19.9,15,10.5
67,2015-06-18,문화예술행사,쇼미더머니&언프리티 랩스타 힙합콘서트,0,2,핸드볼경기장,3,24.8,19.6,31.3,6500,0,N,송파구,올림픽공원,5679,5299,10978,29,19.9,15,10.5
68,2015-06-21,기타축구,서울컵2015 전기결승,350,1,상암월드컵주경기장,0,22.4,15.6,29.6,66704,0.52,Y,마포구,디지털미디어시티,7842,8361,16203,27,23.8,23,18.2
69,2015-06-21,공공행사,제27회 강동구청장기 생활체육 배드민턴대회,0,1,핸드볼경기장,0,22.4,15.6,29.6,6500,0,Y,송파구,올림픽공원,3213,3093,6306,28,19.4,13,9.9
70,2015-06-22,문화예술행사,조이올팍 브런치콘서트1,407,2,우리금융아트홀,0,24,19.4,29.1,1184,17.19,N,송파구,올림픽공원,5477,5155,10632,42,32.8,22,15
71,2015-06-22,문화예술행사,2015 2PM 스페셜 콘서트,11013,8,KSPO DOME(체조경기장),0,24,19.4,29.1,15000,9.18,N,송파구,올림픽공원,5477,5155,10632,42,32.8,22,15
72,2015-06-27,K리그,K리그 클래식(vs수원),39328,1,상암월드컵주경기장,0,25.2,19.2,31.1,66704,58.96,Y,마포구,디지털미디어시티,10991,10743,21734,18,13.2,14,10
73,2015-06-29,공공행사,민주평화통일자문회의 제17기 출범회의,10000,3,KSPO DOME(체조경기장),0,25.7,21.2,30.6,15000,22.22,N,송파구,올림픽공원,5577,5287,10864,33,25.5,19,12.1
74,2015-07-03,대중공연,2015 에일리1집발매기념 콘서트,2970,2,올림픽홀,0,23.3,19.2,28.3,3000,49.5,N,송파구,올림픽공원,5886,5186,11072,30,23.2,17,8.8
75,2015-07-03,대중공연,데이브레이크 'Summer Madness 2015',1525,3,우리금융아트홀,0,23.3,19.2,28.3,1184,42.93,N,송파구,올림픽공원,5886,5186,11072,30,23.2,17,8.8
76,2015-07-05,체육행사,제15회 한화생명배 세계어린이국수전 바둑대회 서울지역예선전,800,1,핸드볼경기장,0,24.2,20.1,29.6,6500,12.31,Y,송파구,올림픽공원,3629,3535,7164,40,29.5,21,15.1
77,2015-07-05,K리그,K리그 클래식(vs광주),11587,1,상암월드컵주경기장,0,24.2,20.1,29.6,66704,17.37,Y,마포구,디지털미디어시티,7514,7819,15333,41,30.5,35,23.1
78,2015-07-06,문화예술행사,슈퍼주니어 월드투어 슈퍼쇼6 앵콜,16277,8,KSPO DOME(체조경기장),0,25.3,20.2,32.5,15000,13.56,N,송파구,올림픽공원,5685,5313,10998,39,31,19,12.8
79,2015-07-08,대중공연,2015 김연우 콘서트 <戀雨 속 연우>,3375,5,우리금융아트홀,0.5,23.4,20.7,26.3,1184,57.01,N,송파구,올림픽공원,5904,5293,11197,12,7.1,5,2.9
80,2015-07-10,체육행사,제28회 한국사회인검도대회,1300,3,핸드볼경기장,0,29.2,23.6,34.3,6500,6.67,N,송파구,올림픽공원,6951,6281,13232,24,13.2,12,6
81,2015-07-11,K리그,K리그 클래식(vs포항),17913,1,상암월드컵주경기장,0,30.4,25.7,36,66704,26.85,Y,마포구,디지털미디어시티,10727,10977,21704,37,27.7,35,23.2
82,2015-07-12,대중공연,2015 투첼로스 내한공연,1390,1,올림픽홀,29,24.8,24,28,3000,46.33,Y,송파구,올림픽공원,9812,9927,19739,11,6.9,7,3.4
83,2015-07-13,대중공연,인피니트 신보 쇼케이스,2310,1,올림픽홀,10,23.1,21.4,24.9,3000,77,N,송파구,올림픽공원,7159,6990,14149,84,46.4,50,25.3
84,2015-07-15,대중공연,넌버벌퍼포먼스 탈(2015년도 국가대표 태권도 시범공연단 K-아트홀 정기공연),6428,47,K-아트홀,0,27.9,22.7,33.9,369,37.06,N,송파구,올림픽공원,6055,5543,11598,48,26.4,28,13.2
85,2015-07-16,대중공연,2015 정용화 앵콜콘서트One Fine day,4290,5,올림픽홀,0,24.7,20.6,28.9,3000,28.6,N,송파구,올림픽공원,5801,5345,11146,17,12.8,6,3.7
86,2015-07-17,체육행사,2015 오텍컵 보치아 월드오픈 챔피온십 코리아,2600,7,핸드볼경기장,0,23.6,18.4,28.6,6500,5.71,N,송파구,올림픽공원,6126,5425,11551,16,10.8,7,3.8
87,2015-07-19,기타축구,시민개방 축구경기,50,1,상암월드컵주경기장,5,25.1,21.3,29.8,66704,0.07,Y,마포구,디지털미디어시티,7422,7920,15342,25,22.9,21,18
88,2015-07-22,기타축구,FA컵(vs포항),6267,1,상암월드컵주경기장,1,27.7,25.3,31.7,66704,9.4,N,마포구,디지털미디어시티,17240,18818,36058,68,41.4,49,29.4
89,2015-07-24,대중공연,배우 지창욱 생일파티 & 팬미팅 행사,1088,2,우리금융아트홀,26.5,24.7,22.6,25.4,1184,45.95,N,송파구,올림픽공원,5227,4613,9840,48,17.8,21,8.5
90,2015-07-25,K리그,K리그 클래식(vs인천),10454,1,상암월드컵주경기장,80,25,24.4,26.4,66704,15.67,Y,마포구,디지털미디어시티,9439,9720,19159,32,24,21,16
91,2015-07-29,문화예술행사,팀 버튼 영화음악 콘서트,9093,5,KSPO DOME(체조경기장),4,26.7,24.8,28.8,15000,12.12,N,송파구,올림픽공원,5353,4883,10236,67,39.6,40,23.6
92,2015-07-30,대중공연,2015 TEEN TOP CONCERT IN SEOUL(틴탑 콘서트),4900,5,올림픽홀,0,28.6,25.5,33.1,3000,32.67,N,송파구,올림픽공원,5388,5028,10416,78,65.8,49,37.5
93,2015-08-03,문화예술행사,2015 인피니트 2번째 월드투어,21147,8,KSPO DOME(체조경기장),0,27.9,25.6,31.5,15000,17.62,N,송파구,올림픽공원,4917,4571,9488,31,22.6,17,11.4
94,2015-08-06,대중공연,2015 FTISLAND CONCERT WE WILL,4090,5,올림픽홀,0,29.3,24.5,34.4,3000,27.27,N,송파구,올림픽공원,5043,4858,9901,44,37.3,38,29.7
95,2015-08-10,문화예술행사,Audi Live 2015 퍼렐 윌리엄스(Pharrell Williams) 내한공연,9200,6,KSPO DOME(체조경기장),0,27,23.9,32,15000,10.22,N,송파구,올림픽공원,5108,4748,9856,29,29,20,17
96,2015-08-12,대중공연,이매진 드래곤스 내한공연 (Imagine Dragons Live In Korea),3480,3,올림픽홀,0,27.3,22.1,32.9,3000,38.67,N,송파구,올림픽공원,5392,5188,10580,,,37,28
97,2015-08-15,일반행사,815 국민대합창,55841,12,상암월드컵주경기장,0.1,27.1,23.1,30.8,66704,83.71,Y,마포구,디지털미디어시티,9703,9397,19100,91,78.9,72,59.3
98,2015-08-17,문화예술행사,2015 신화 17주년 콘서트 -GRAND FINALE-,18079,8,KSPO DOME(체조경기장),0,26.6,19.8,32.9,15000,15.07,N,송파구,올림픽공원,5669,5523,11192,26,22.2,22,17
99,2015-08-19,대중공연,슈퍼주니어 KRY 두번째 아시아 투어,5270,6,올림픽홀,0,26.8,24.2,29.7,3000,29.28,N,송파구,올림픽공원,6069,5452,11521,33,26.8,23,17.3
100,2015-08-22,K리그,K리그 클래식(vs대전),17986,1,상암월드컵주경기장,0,25.5,23.4,29.6,66704,26.96,Y,마포구,디지털미디어시티,10778,10976,21754,37,37,40,29.3
101,2015-08-23,대중공연,마마무 미니콘서트 <음오아예> (가제),2195,1,우리금융아트홀,0,26.3,20.9,31.7,1184,185.39,Y,송파구,올림픽공원,12680,13043,25723,46,35,35,26.1
102,2015-08-24,문화예술행사,2015 BEAST BEAUTIFUL SHOW(2015비스트 뷰티풀쇼),16643,8,KSPO DOME(체조경기장),0,26.3,23.3,30.3,15000,13.87,N,송파구,올림픽공원,5982,5688,11670,40,20.5,30,15.2
103,2015-08-25,체육행사,2015년 8월 핸드볼팀훈련,81,4,핸드볼보조경기장,5.5,21.7,19.2,24.5,5003,0.4,N,송파구,올림픽공원,5716,5308,11024,8,5.9,5,3
104,2015-08-28,대중공연,포맨 단독 콘서트,2890,3,올림픽홀,0.3,23.2,19,28.1,3000,32.11,N,송파구,올림픽공원,7341,6545,13886,39,31.1,23,19.5
105,2015-09-01,대중공연,태권타악 퍼포먼스 비가비,12129,60,K-아트홀,0,25.9,22.6,30.7,369,54.78,N,송파구,올림픽공원,9674,6361,16035,28,20.2,17,14
106,2015-09-01,체육행사,2015 9월 국내핸드볼팀 훈련,280,15,핸드볼보조경기장,0,25.9,22.6,30.7,5003,0.37,N,송파구,올림픽공원,9674,6361,16035,28,20.2,17,14
107,2015-09-01,문화예술행사,조이올팍 브런치콘서트2,708,2,우리금융아트홀,0,25.9,22.6,30.7,1184,29.9,N,송파구,올림픽공원,9674,6361,16035,28,20.2,17,14
108,2015-09-05,문화예술행사,마룬파이브 내한공연 (Maroon 5 Live in Korea),25054,6,KSPO DOME(체조경기장),5,21.9,19.4,23.6,15000,27.84,Y,송파구,올림픽공원,5752,5617,11369,23,20.1,17,13
109,2015-09-06,기타축구,시민개방 축구경기,50,1,상암월드컵주경기장,0,22.2,19.3,26.2,66704,0.07,Y,마포구,디지털미디어시티,8688,12138,20826,17,13.8,12,9.6
110,2015-09-08,문화예술행사,"레드벨벳 쇼케이스(Red Velvet, The First Album[The Red]  Preview)",110,1,뮤즈라이브,0,22.7,16.2,28.9,237,46.41,N,송파구,올림픽공원,6927,6594,13521,19,10.8,8,5.2
111,2015-09-09,K리그,K리그 클래식(vs포항),9566,1,상암월드컵주경기장,0,22.4,15.3,30.1,66704,14.34,N,마포구,디지털미디어시티,18214,19787,38001,20,17.2,13,11.3
112,2015-09-12,기타축구,서울시민리그(S-리그),240,1,상암월드컵주경기장,0,19.2,15.5,24,66704,0.36,Y,마포구,디지털미디어시티,11942,12379,24321,26,21,18,14.1
113,2015-09-15,대중공연,준호(from 2PM) 1ST SOLO CONCERT IN SEOUL,3487,7,올림픽홀,0,22.8,17.4,28.7,3000,16.6,N,송파구,올림픽공원,7627,7490,15117,30,19.9,12,8.9
114,2015-09-15,대중공연,넬 콘서트,2946,6,우리금융아트홀,0,22.8,17.4,28.7,1184,41.47,N,송파구,올림픽공원,7627,7490,15117,30,19.9,12,8.9
115,2015-09-16,대중공연,넬 콘서트,3700,5,우리금융아트홀,0,21.6,16,26.7,1184,62.5,N,송파구,올림픽공원,7653,7560,15213,29,13.7,9,4.5
116,2015-09-17,문화예술행사,아이엠낫 1집 발매 기념공연,268,3,뮤즈라이브,0,21.4,15.5,27.6,237,37.69,N,송파구,올림픽공원,7538,7098,14636,15,12.2,7,3.8
117,2015-09-19,일반행사,토토즐 앵콜공연,7577,5,상암월드컵주경기장,0,22.3,17,29,66704,11.36,Y,마포구,디지털미디어시티,11818,12106,23924,37,31.4,25,18.9
118,2015-09-23,K리그,K리그 클래식(vs성남),8792,1,상암월드컵주경기장,0,22,19,26.1,66704,13.18,N,마포구,디지털미디어시티,18407,20120,38527,37,32.4,25,22
119,2015-09-23,문화예술행사,Omnibus Tour(옴니버스 투어 공연),0,5,KSPO DOME(체조경기장),0,22,19,26.1,15000,0,N,송파구,올림픽공원,7069,6823,13892,53,38.9,29,20.5
120,2015-09-28,K리그,K리그 클래식(vs광주),17061,1,상암월드컵주경기장,0,21.4,15.5,28.3,66704,25.58,N,마포구,디지털미디어시티,6684,6659,13343,39,27.6,19,16.2
121,2015-09-28,문화예술행사,2015 Live 뮤즈(Muse) 내한공연,10934,4,KSPO DOME(체조경기장),0,21.4,15.5,28.3,15000,18.22,N,송파구,올림픽공원,4566,5433,9999,51,35.2,18,13.3
122,2015-10-01,문화예술행사,2015 WIN(아이콘) 콘서트,11742,4,KSPO DOME(체조경기장),35,16.3,10.7,19.7,15000,19.57,N,송파구,올림픽공원,5946,5382,11328,18,10.8,11,5
123,2015-10-01,체육행사,2015 10월 핸드볼팀 훈련,218,16,핸드볼보조경기장,35,16.3,10.7,19.7,5003,0.27,N,송파구,올림픽공원,5946,5382,11328,18,10.8,11,5
124,2015-10-02,대중공연,추석맞이 김영임의 효 대공연,1080,3,우리금융아트홀,0,16.5,8.6,21.5,1184,30.41,N,송파구,올림픽공원,7420,6944,14364,49,28.8,12,8.2
125,2015-10-03,일반행사,어반애슬런 2015,2330,2,상암월드컵주경기장,0,19.2,13.3,24.5,66704,3.49,Y,마포구,디지털미디어시티,11696,12017,23713,65,29.2,38,18.5
126,2015-10-03,일반행사,그라운드 예식,200,1,상암월드컵주경기장,0,19.2,13.3,24.5,66704,0.3,Y,마포구,디지털미디어시티,11696,12017,23713,65,29.2,38,18.5
127,2015-10-04,문화예술행사,2015 김동률 서울 앵콜 공연,30148,9,KSPO DOME(체조경기장),0,16.6,11.2,22.4,15000,22.33,Y,송파구,올림픽공원,4874,5182,10056,30,26.3,16,11.7
128,2015-10-04,K리그,K리그 클래식(vs전남),20192,1,상암월드컵주경기장,0,16.6,11.2,22.4,66704,30.27,Y,마포구,디지털미디어시티,8153,8400,16553,29,26,20,16.7
129,2015-10-06,대중공연,창작뮤지컬 매의 아들,8304,34,우리금융아트홀,0,18.7,12.1,26.3,1184,20.63,N,송파구,올림픽공원,6960,6474,13434,42,31.8,19,15
130,2015-10-07,문화예술행사,SG워너비 단독 콘서트,4900,5,올림픽홀,0,19.6,14.1,25.7,3000,32.67,N,송파구,올림픽공원,7244,7023,14267,77,56,40,27.2
131,2015-10-07,대중공연,2015 SG원너비 단독콘서트,4900,5,올림픽홀,0,19.6,14.1,25.7,3000,32.67,N,송파구,올림픽공원,7244,7023,14267,77,56,40,27.2
132,2015-10-09,일반행사,ONE-K 콘서트,42852,7,상암월드컵주경기장,0,16.2,12.8,20.5,66704,64.24,N,마포구,디지털미디어시티,10779,11036,21815,25,22.2,14,11.7
133,2015-10-12,문화예술행사,벅스TV vol.9 어쿠스틱 콜라보,220,1,뮤즈라이브,0,12.3,8.2,17.9,237,92.83,N,송파구,올림픽공원,7225,6872,14097,18,13.7,11,7
134,2015-10-13,문화예술행사,그랜드민트 페스티벌 5,4730,7,KSPO DOME(체조경기장),0,15,7.8,21.3,15000,4.5,N,송파구,올림픽공원,7666,7332,14998,34,28.7,20,14.2
135,2015-10-13,국가대표,친선경기(vs자메이카),18955,2,상암월드컵주경기장,0,15,7.8,21.3,66704,28.42,N,마포구,디지털미디어시티,18541,20177,38718,49,31.9,32,21.5
