,날짜,역명,합 계_승차,합 계_하차
419,2015-07-29,올림픽공원,5353.0,4883.0
420,2015-07-30,디지털미디어시티,16343.0,17898.0
421,2015-07-30,올림픽공원,5388.0,5028.0
422,2015-07-31,디지털미디어시티,16474.0,17551.0
423,2015-07-31,올림픽공원,6928.0,6713.0
424,2015-08-01,디지털미디어시티,9091.0,9200.0
425,2015-08-01,올림픽공원,6707.0,6459.0
426,2015-08-02,디지털미디어시티,6727.0,7056.0
427,2015-08-02,올림픽공원,4066.0,4169.0
428,2015-08-03,디지털미디어시티,14897.0,15988.0
429,2015-08-03,올림픽공원,4917.0,4571.0
430,2015-08-04,디지털미디어시티,15205.0,16707.0
431,2015-08-04,올림픽공원,5026.0,4699.0
432,2015-08-05,디지털미디어시티,15482.0,16737.0
433,2015-08-05,올림픽공원,5140.0,4804.0
434,2015-08-06,디지털미디어시티,15485.0,17183.0
435,2015-08-06,올림픽공원,5043.0,4858.0
436,2015-08-07,디지털미디어시티,16093.0,17127.0
437,2015-08-07,올림픽공원,5159.0,4861.0
438,2015-08-08,디지털미디어시티,9259.0,9482.0
439,2015-08-08,올림픽공원,13187.0,13467.0
440,2015-08-09,디지털미디어시티,7275.0,7534.0
441,2015-08-09,올림픽공원,11683.0,12181.0
442,2015-08-10,디지털미디어시티,15892.0,17475.0
443,2015-08-10,올림픽공원,5108.0,4748.0
444,2015-08-11,디지털미디어시티,16110.0,17905.0
445,2015-08-11,올림픽공원,5346.0,4991.0
446,2015-08-12,디지털미디어시티,16302.0,17876.0
447,2015-08-12,올림픽공원,5392.0,5188.0
448,2015-08-13,디지털미디어시티,16547.0,18001.0
449,2015-08-13,올림픽공원,7443.0,7232.0
450,2015-08-14,디지털미디어시티,11389.0,11460.0
451,2015-08-14,올림픽공원,7475.0,7601.0
452,2015-08-15,디지털미디어시티,9703.0,9397.0
453,2015-08-15,올림픽공원,4266.0,4277.0
454,2015-08-16,디지털미디어시티,7143.0,7702.0
455,2015-08-16,올림픽공원,2920.0,2894.0
456,2015-08-17,디지털미디어시티,16791.0,18425.0
457,2015-08-17,올림픽공원,5669.0,5523.0
458,2015-08-18,디지털미디어시티,16717.0,18566.0
459,2015-08-18,올림픽공원,5545.0,5076.0
460,2015-08-19,디지털미디어시티,17133.0,18794.0
461,2015-08-19,올림픽공원,6069.0,5452.0
462,2015-08-20,디지털미디어시티,16970.0,18872.0
463,2015-08-20,올림픽공원,5696.0,5166.0
464,2015-08-21,디지털미디어시티,17550.0,18877.0
465,2015-08-21,올림픽공원,6241.0,5581.0
466,2015-08-22,디지털미디어시티,10778.0,10976.0
467,2015-08-22,올림픽공원,12039.0,12604.0
468,2015-08-23,디지털미디어시티,8182.0,8030.0
469,2015-08-23,올림픽공원,12680.0,13043.0
470,2015-08-24,디지털미디어시티,17154.0,18513.0
471,2015-08-24,올림픽공원,5982.0,5688.0
472,2015-08-25,디지털미디어시티,16577.0,18748.0
473,2015-08-25,올림픽공원,5716.0,5308.0
474,2015-08-26,디지털미디어시티,17208.0,19121.0
475,2015-08-26,올림픽공원,6133.0,5778.0
476,2015-08-27,디지털미디어시티,17469.0,19202.0
477,2015-08-27,올림픽공원,6296.0,5860.0
478,2015-08-28,디지털미디어시티,18221.0,19613.0
479,2015-08-28,올림픽공원,7341.0,6545.0
480,2015-08-29,디지털미디어시티,11601.0,11871.0
481,2015-08-29,올림픽공원,12324.0,12796.0
482,2015-08-30,디지털미디어시티,7971.0,8398.0
483,2015-08-30,올림픽공원,9422.0,9740.0
484,2015-08-31,디지털미디어시티,17861.0,19185.0
485,2015-08-31,올림픽공원,6221.0,5946.0
486,2015-09-01,디지털미디어시티,17765.0,19553.0
487,2015-09-01,올림픽공원,9674.0,6361.0
488,2015-09-02,디지털미디어시티,17723.0,19517.0
489,2015-09-02,올림픽공원,6463.0,6073.0
490,2015-09-03,디지털미디어시티,17657.0,19279.0
491,2015-09-03,올림픽공원,6826.0,6250.0
492,2015-09-04,디지털미디어시티,18629.0,19978.0
493,2015-09-04,올림픽공원,6813.0,6345.0
494,2015-09-05,디지털미디어시티,11902.0,15088.0
495,2015-09-05,올림픽공원,5752.0,5617.0
496,2015-09-06,디지털미디어시티,8688.0,12138.0
497,2015-09-06,올림픽공원,4927.0,4989.0
498,2015-09-07,디지털미디어시티,18228.0,19808.0
499,2015-09-07,올림픽공원,13325.0,15320.0
500,2015-09-08,디지털미디어시티,18334.0,20364.0
501,2015-09-08,올림픽공원,6927.0,6594.0
502,2015-09-09,디지털미디어시티,18214.0,19787.0
503,2015-09-09,올림픽공원,13027.0,14874.0
504,2015-09-10,디지털미디어시티,18177.0,20207.0
505,2015-09-10,올림픽공원,7667.0,7336.0
506,2015-09-11,디지털미디어시티,18756.0,20429.0
507,2015-09-11,올림픽공원,8024.0,7541.0
508,2015-09-12,디지털미디어시티,11942.0,12379.0
509,2015-09-12,올림픽공원,10460.0,10889.0
510,2015-09-13,디지털미디어시티,8246.0,8819.0
511,2015-09-13,올림픽공원,11945.0,13909.0
512,2015-09-14,디지털미디어시티,18355.0,19431.0
513,2015-09-14,올림픽공원,7619.0,7523.0
514,2015-09-15,디지털미디어시티,18420.0,20030.0
