,날짜,지점_x,강수량(mm),지점_y,평균기온(℃),최저기온(℃),최고기온(℃),연번,경기(행사) 일시,구 분,경기(행사) 종류,경기(행사) 내용,주 최, 관람인원(명) ,수입금(원),사용일수(일)
222,2020-07-18,108,,108.0,26.1,22.8,31.0,223,2020-07-18,K리그,K리그1,2020 K리그1 서울vs포항,(주)GS스포츠,0.0,19461650.0,1
223,2020-07-29,108,50.1,108.0,23.7,22.6,24.9,224,2020-07-29,K리그,FA컵,2020  하나은행 FA컵 8강전 서울vs포항,(주)GS스포츠,0.0,6340250.0,1
224,2020-08-07,108,0.0,108.0,24.3,22.6,26.1,225,2020-08-07,K리그,K리그1,2020 K리그1 서울vs강원,(주)GS스포츠,2312.0,26673400.0,1
225,2020-08-15,108,69.0,108.0,26.1,25.0,27.0,226,2020-08-15,K리그,K리그1,2020 K리그1 서울vs상주,(주)GS스포츠,2678.0,26975750.0,1
226,2020-09-05,108,,108.0,23.3,19.2,27.3,227,2020-09-05,K리그,K리그1,2020 K리그1 서울vs부산,(주)GS스포츠,0.0,19098910.0,1
227,2020-09-13,108,,108.0,21.5,16.7,26.6,228,2020-09-13,K리그,K리그1,2020 K리그1 서울vs수원,(주)GS스포츠,0.0,19065370.0,1
228,2020-09-20,108,,108.0,19.7,15.6,24.9,229,2020-09-20,K리그,K리그1,2020 K리그1 서울vs대구,(주)GS스포츠,0.0,18390560.0,1
229,2020-10-04,108,0.0,108.0,16.6,10.6,21.8,230,2020-10-04,K리그,K리그1,2020 K리그1 파이널 서울vs부산,(주)GS스포츠,0.0,19122280.0,1
230,2020-10-24,108,,108.0,8.7,3.2,14.0,231,2020-10-24,K리그,K리그1,2020 K리그1 파이널 서울vs강원,(주)GS스포츠,2621.0,26138460.0,1
231,2020-10-31,108,,108.0,13.6,8.5,18.2,232,2020-10-31,K리그,K리그1,2020 K리그1 파이널 서울vs인천,(주)GS스포츠,5485.0,30852580.0,1
232,2021-03-07,108,,108.0,6.2,2.1,12.2,233,2021-03-07,K리그,K리그1,2021 K리그1 서울 vs 수원FC,(주)GS스포츠,4489.0,35617760.0,1
233,2021-03-17,108,,108.0,8.8,1.8,17.5,234,2021-03-17,K리그,K리그1,2021 K리그1 서울 vs 광주,(주)GS스포츠,3014.0,33046400.0,1
234,2021-04-03,108,56.2,108.0,14.9,10.9,18.0,235,2021-04-03,K리그,K리그1,2021 K리그1 서울 vs 강원,(주)GS스포츠,3479.0,33253920.0,1
235,2021-04-10,108,,108.0,12.6,7.7,18.8,236,2021-04-10,K리그,K리그1,2021 K리그1 서울 vs 포항,(주)GS스포츠,4372.0,34128930.0,1
236,2021-04-14,108,,108.0,8.4,3.1,13.3,237,2021-04-14,기타축구,FA컵,2021 하나은행 FA컵 서울 vs 이랜드FC,(주)GS스포츠,2013.0,9178010.0,1
237,2021-04-17,108,0.0,108.0,9.6,6.0,14.6,238,2021-04-17,K리그,K리그1,2021 K리그1 서울 vs 대구,(주)GS스포츠,2960.0,31100450.0,1
238,2021-04-30,108,26.3,108.0,11.3,8.6,14.6,239,2021-04-30,K리그,K리그1,2021 K리그1 서울 vs 성남,(주)GS스포츠,2304.0,30446370.0,1
239,2021-05-29,108,0.3,108.0,15.4,12.8,19.1,240,2021-05-29,K리그,K리그1,2021 K리그1 서울 vs 수원삼성,(주)GS스포츠,5164.0,36528610.0,1
240,2021-06-26,108,4.5,108.0,22.8,19.9,26.7,241,2021-06-26,일반행사,콘서트,2021 제27회 드림콘서트,(사)한국연예제작자협회,0.0,32981620.0,7
241,2021-07-14,108,,108.0,29.7,26.1,33.5,242,2021-07-14,K리그,K리그1,2021 K리그1 서울 vs 인천,(주)GS스포츠,0.0,22196490.0,1
242,2021-07-16,108,,108.0,28.8,24.2,35.2,243,2021-07-16,국가대표,올림픽 축구대표팀 출정식 경기,올림픽 축구대표팀 친선경기 대한민국 vs 프랑스,(사)대한축구협회,0.0,57266500.0,2
243,2021-07-31,108,3.0,108.0,29.8,26.8,34.3,244,2021-07-31,K리그,K리그1,2021 K리그1 서울 vs 울산,(주)GS스포츠,0.0,23137230.0,1
244,2021-08-08,108,12.7,108.0,26.8,24.4,32.1,245,2021-08-08,K리그,K리그1,2021 K리그1 서울 vs 광주,(주)GS스포츠,0.0,20416820.0,1
245,2021-08-18,108,5.6,108.0,24.3,20.6,31.0,246,2021-08-18,K리그,K리그1,2021 K리그1 서울 vs 제주,(주)GS스포츠,0.0,19884230.0,1
246,2021-08-22,108,0.0,108.0,24.4,22.4,27.0,247,2021-08-22,K리그,K리그1,2021 K리그1 서울 vs 포항,(주)GS스포츠,0.0,20160990.0,1
247,2021-08-25,108,0.3,108.0,25.0,23.5,27.3,248,2021-08-25,K리그,K리그1,2021 K리그1 서울 vs 울산,(주)GS스포츠,0.0,19662810.0,1
248,2021-09-02,108,,108.0,23.5,20.7,26.7,249,2021-09-02,국가대표,월드컵 최종예선 경기,2022 카타르월드컵 최종예선 대한민국 vs 이라크,(사)대한축구협회,0.0,50050850.0,2
249,2021-09-05,108,,108.0,23.1,19.4,27.3,250,2021-09-05,K리그,K리그1,2021 K리그1 서울 vs 전북,(주)GS스포츠,0.0,21743590.0,1
250,2021-09-19,108,,108.0,23.7,20.8,27.8,251,2021-09-19,K리그,K리그1,2021 K리그1 서울 vs 수원FC,(주)GS스포츠,0.0,18924910.0,1
251,2021-09-22,108,4.5,108.0,20.2,16.8,24.3,252,2021-09-22,K리그,K리그1,2021 K리그1 서울 vs 인천,(주)GS스포츠,0.0,19550510.0,1
252,2021-10-03,108,,108.0,22.3,17.1,28.8,253,2021-10-03,K리그,K리그1,2021 K리그1 서울 vs 대구,(주)GS스포츠,0.0,19576390.0,1
253,2022-03-19,108,14.6,108.0,3.4,0.9,6.1,254,2022-03-19,K리그,K리그1,2022 K리그1 서울 vs 제주,(주)GS스포츠,6481.0,39888620.0,1
254,2022-03-24,108,,108.0,8.2,3.9,12.4,255,2022-03-24,국가대표,월드컵 최종예선 경기,2022 카타르월드컵 최종예선 대한민국vs이란,(사)대한축구협회,61226.0,357502190.0,2
255,2022-04-06,108,,108.0,11.7,8.0,17.0,256,2022-04-06,K리그,K리그1,2022 K리그1 서울 vs 강원,(주)GS스포츠,3967.0,34814000.0,1
256,2022-04-10,108,,108.0,18.2,12.7,25.1,257,2022-04-10,K리그,K리그1,2022 K리그1 서울 vs 수원,(주)GS스포츠,14998.0,54794510.0,1
257,2022-05-08,108,2.0,108.0,15.3,11.7,18.2,258,2022-05-08,K리그,K리그1,2022 K리그1 서울 vs 수원FC,(주)GS스포츠,13197.0,51860220.0,1
258,2022-05-15,108,,108.0,16.2,10.5,22.4,259,2022-05-15,K리그,K리그1,2022 K리그1 서울 vs 포항,(주)GS스포츠,8892.0,46286880.0,1
259,2022-05-21,108,,108.0,20.1,16.1,26.0,260,2022-05-21,K리그,K리그1,2022 K리그1 서울 vs 성남,(주)GS스포츠,9560.0,46486030.0,1
260,2022-05-25,108,3.5,108.0,21.0,16.7,26.7,261,2022-05-25,K리그,FA컵,2022 하나은행 FA컵 4R(16강전) FC서울 VS 제주 ,(주)GS스포츠,2354.0,11192560.0,1
261,2022-05-28,108,,108.0,22.3,15.0,29.3,262,2022-05-28,K리그,K리그1,2022 K리그1 서울 vs 김천,(주)GS스포츠,8609.0,45253870.0,1
262,2022-06-02,108,,108.0,21.5,17.1,26.9,263,2022-06-02,국가대표,국가대표팀 친선경기,하나은행 초청 국가대표 친선경기 대한민국 vs 브라질,(사)대한축구협회,61633.0,597568450.0,2
263,2022-06-14,108,0.0,108.0,21.5,17.7,27.1,264,2022-06-14,국가대표,국가대표팀 친선경기,하나은행 초청 국가대표 친선경기 대한민국 vs 이집트,(사)대한축구협회,53769.0,485448330.0,2
264,2022-06-22,108,,108.0,25.9,21.9,31.0,265,2022-06-22,K리그,K리그1,2022 K리그1 서울 vs 울산,(주)GS스포츠,8918.0,45434260.0,1
265,2022-06-25,108,,108.0,26.0,21.5,30.5,266,2022-06-25,K리그,K리그1,2022 K리그1 서울 vs 인천,(주)GS스포츠,11158.0,58515200.0,1
266,2022-07-06,108,16.1,108.0,29.5,26.2,33.3,267,2022-07-06,K리그,K리그1,2022 K리그1 서울 vs 전북,(주)GS스포츠,8798.0,48260310.0,1
267,2022-07-13,108,114.5,108.0,25.0,24.0,27.1,268,2022-07-13,일반행사,2022 쿠팡플레이시리즈 친선경기 (팀K리그 vs.토트넘) ,2022 쿠팡플레이시리즈 친선경기 (팀K리그 vs.토트넘) ,"㈜쿠팡주식회사, 한국프로축구연맹",63234.0,1220458130.0,8
268,2022-07-16,108,34.0,108.0,24.8,23.2,28.2,269,2022-07-16,K리그,K리그1,2022 K리그1 서울 vs 대구,(주)GS스포츠,9085.0,47482980.0,1
269,2022-08-05,108,0.0,108.0,29.4,27.0,32.7,270,2022-08-05,K리그,K리그1,2022 K리그1 서울 vs 제주,(주)GS스포츠,7993.0,47340120.0,1
270,2022-08-21,108,,108.0,28.1,24.7,32.0,271,2022-08-21,K리그,K리그1,2022 K리그1 서울 vs 성남,(주)GS스포츠,8250.0,46099870.0,1
271,2022-09-04,108,33.8,108.0,22.3,19.8,24.0,272,2022-09-04,K리그,K리그1,2022 K리그1 서울 vs 수원,(주)GS스포츠,16931.0,59411260.0,1
272,2022-09-10,108,,108.0,23.6,19.0,28.4,273,2022-09-10,K리그,K리그1,2022 K리그1 서울 vs 수원FC,(주)GS스포츠,10674.0,49216460.0,1
273,2022-09-13,108,0.0,108.0,24.3,21.8,26.4,274,2022-09-13,K리그,K리그1,2022 K리그1 서울 vs 강원,(주)GS스포츠,5588.0,39179100.0,1
274,2022-09-27,108,,108.0,20.9,14.0,28.0,275,2022-09-27,국가대표,국가대표팀 친선경기,하나은행 초청 국가대표 친선경기 대한민국 vs 카메룬,(사)대한축구협회,54910.0,484131730.0,2
275,2022-10-01,108,,108.0,20.9,14.4,27.6,276,2022-10-01,K리그,K리그1,2022 K리그1 파이널 서울 vs 대구,(주)GS스포츠,8111.0,44094870.0,1
276,2022-10-12,108,,108.0,13.5,6.5,20.6,277,2022-10-12,K리그,K리그1,2022 K리그1 파이널 서울 vs 김천,(주)GS스포츠,4572.0,38164400.0,1
277,2022-10-16,108,,108.0,16.9,15.1,20.5,278,2022-10-16,K리그,K리그1,2022 K리그1 파이널 서울 vs 성남,(주)GS스포츠,7746.0,51441270.0,1
278,2022-10-17,108,,108.0,11.2,7.4,15.1,279,2022-10-17,K리그,FA컵,2022 하나은행 FA컵 결승전(1차전) FC서울 VS 전북,(주)GS스포츠,14705.0,37386490.0,1
279,2022-11-26,108,,108.0,6.7,1.0,12.9,280,2022-11-26,기타축구,제12회 한일 국회의원 축구대회,제12회 한일 국회의원 축구대회,국회사무처(국제국 아태과),120.0,3435160.0,1
