,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,미세먼지(PM10).mean,초미세먼지(PM2.5).mean
0,2015-02-17,기타축구,ACL(vs하노이T&T FC),6718,3,상암월드컵주경기장,0.5,1.9,15000,10.07,N,마포구,디지털미디어시티,6797,76.3,38.8
1,2015-03-01,체육행사,2015.3월 핸드볼팀훈련,476,2,핸드볼보조경기장,0.0,2.4,5003,0.48,Y,송파구,올림픽공원,11657,160.0,48.7
2,2015-03-02,문화예술행사,EXO 2번째 단독콘서트,15896,2,KSPO DOME(체조경기장),0.0,3.9,15000,29.23,N,송파구,올림픽공원,6176,84.2,35.7
3,2015-03-04,기타축구,ACL(vs가시마앤틀러스),5790,2,상암월드컵주경기장,0.0,-2.1,15000,8.68,N,마포구,디지털미디어시티,4953,40.9,22.5
4,2015-03-06,문화예술행사,에드시런 첫 내한공연,3467,3,핸드볼경기장,0.0,2.9,6500,17.78,N,송파구,올림픽공원,6650,37.0,25.3
5,2015-03-12,문화예술행사,2015 홍경민의 어쿠스틱 톡서트 5,818,4,뮤즈라이브,0.0,2.1,237,86.29,N,송파구,올림픽공원,6482,33.2,13.1
6,2015-03-12,대중공연,쿨20주년기념콘서트 안녕들한가요 서울앵콜공연,1620,4,올림픽홀,0.0,2.1,3000,13.5,N,송파구,올림픽공원,6482,33.2,13.1
7,2015-03-14,K리그,K리그 클래식(vs전북),1226,1,상암월드컵주경기장,0.0,4.3,1473,48.75,Y,마포구,디지털미디어시티,12796,37.8,24.8
8,2015-03-14,문화예술행사,멜리아나 내한공연,919,1,우리금융아트홀,0.0,4.3,1184,77.62,Y,송파구,올림픽공원,8522,37.2,18.4
9,2015-03-16,문화예술행사,2015 신화 17주년 기념 콘서트,2943,8,KSPO DOME(체조경기장),0.0,9.8,15000,19.01,N,송파구,올림픽공원,6545,124.2,51.2
10,2015-03-18,기타축구,ACL(vs웨스턴시드니),5645,2,상암월드컵주경기장,1.5,10.7,15000,8.46,N,마포구,디지털미디어시티,5532,61.5,32.0
11,2015-03-20,대중공연,임시완 팬미팅(가제: 미생),2230,3,올림픽홀,0.0,13.4,3000,24.78,N,송파구,올림픽공원,7040,105.2,38.1
12,2015-03-23,문화예술행사,2015 VIXX 콘서트,17467,8,KSPO DOME(체조경기장),0.0,4.6,15000,14.56,N,송파구,올림픽공원,6431,61.7,23.2
13,2015-03-26,체육행사,SK텔레콤 국제그랑프리펜싱대회,800,5,핸드볼경기장,0.0,7.9,6500,2.46,N,송파구,올림픽공원,6649,47.2,19.7
14,2015-03-29,대중공연,미쓰에이(miss A) 쇼케이스,350,2,K-아트홀,0.0,10.5,369,47.43,Y,송파구,올림픽공원,12845,95.6,33.4
15,2015-03-31,국가대표,친선경기(vs뉴질랜드),1990,3,상암월드컵주경기장,2.5,12.9,1473,42.84,N,마포구,디지털미디어시티,6974,108.5,51.2
16,2015-04-01,문화예술행사,그라미 서커스쇼,10971,5,K-아트홀,2.5,12.9,369,74.33,N,송파구,올림픽공원,6665,13.1,6.5
17,2015-04-01,체육행사,2015년 4월 핸드볼팀 훈련,321,13,핸드볼보조경기장,2.5,12.9,5003,0.49,N,송파구,올림픽공원,6665,13.1,6.5
18,2015-04-04,K리그,K리그 클래식-4R(vs제주),16547,1,상암월드컵주경기장,0.0,13.5,16813,33.21,Y,마포구,디지털미디어시티,11774,19.2,8.7
19,2015-04-05,대중공연,TOP FC 6,890,1,올림픽홀,0.5,10.5,3000,29.67,Y,송파구,올림픽공원,3766,13.2,7.7
20,2015-04-07,대중공연,핑크마티니 내한공연,1790,2,올림픽홀,0.0,8.4,3000,29.83,N,송파구,올림픽공원,7058,26.1,11.2
21,2015-04-10,대중공연,SGC콘서트,4730,3,올림픽홀,0.0,11.6,3000,52.56,N,송파구,올림픽공원,7459,52.9,23.4
22,2015-04-11,기타축구,시민개방 축구경기,50,1,상암월드컵주경기장,0.0,13.5,11287,0.07,Y,마포구,디지털미디어시티,13094,72.2,40.8
23,2015-04-12,공공행사,제25회송파구청장기배드민턴대회,1000,1,핸드볼보조경기장,0.0,14.9,5003,19.99,Y,송파구,올림픽공원,6146,39.6,17.5
24,2015-04-15,K리그,K리그 클래식-6R(vs대전),7186,1,상암월드컵주경기장,1.0,11.1,15000,10.77,N,마포구,디지털미디어시티,6573,71.2,38.1
25,2015-04-18,기타축구,시민개방 축구경기,350,1,상암월드컵주경기장,0.0,15.2,325,0.52,Y,마포구,디지털미디어시티,12698,53.1,30.1
26,2015-04-19,대중공연,피아노가이즈 첫 내한공연,1996,3,올림픽홀,12.0,14.5,3000,22.18,Y,송파구,올림픽공원,5834,19.2,8.3
27,2015-04-19,문화예술행사,힐송워십내한공연,6883,1,KSPO DOME(체조경기장),12.0,14.5,15000,45.89,Y,송파구,올림픽공원,5834,19.2,8.3
28,2015-04-20,문화예술행사,2015 빅뱅 콘서트,11626,8,KSPO DOME(체조경기장),5.5,12.2,15000,23.03,N,송파구,올림픽공원,6950,18.2,8.2
29,2015-04-21,기타축구,ACL(vs광저우에버그란데),17157,2,상암월드컵주경기장,0.0,14.0,15000,25.72,N,마포구,디지털미디어시티,7256,52.4,27.4
30,2015-04-25,일반행사,토요일을 즐겨라,15246,6,상암월드컵주경기장,0.0,15.9,11000,22.86,Y,마포구,디지털미디어시티,13492,65.8,28.7
31,2015-04-25,체육행사,제12회 회장배 댄스스포츠 선수권대회,974,2,핸드볼경기장,0.0,15.9,6500,7.49,Y,송파구,올림픽공원,8355,56.7,29.3
32,2015-04-28,문화예술행사,청년평화페스티벌,11920,7,KSPO DOME(체조경기장),0.0,20.3,15000,11.35,N,송파구,올림픽공원,7558,44.3,23.3
33,2015-04-29,기타축구,FA컵(vs경주 한수원),1570,1,상암월드컵주경기장,3.5,17.0,11604,2.35,N,마포구,디지털미디어시티,7482,28.9,19.9
34,2015-05-01,대중공연,이준기 팬미팅,800,2,우리금융아트홀,0.0,21.0,1184,33.78,N,송파구,올림픽공원,7826,37.5,18.8
35,2015-05-01,체육행사,2015년 5월 핸드볼팀훈련,286,12,핸드볼보조경기장,0.0,21.0,5003,0.48,N,송파구,올림픽공원,7826,37.5,18.8
36,2015-05-02,K리그,K리그 클래식-9R(vs성남),18441,1,상암월드컵주경기장,0.5,20.7,11000,27.65,Y,마포구,디지털미디어시티,11345,42.0,28.8
37,2015-05-05,기타축구,시민개방 축구경기,60,1,상암월드컵주경기장,0.0,14.2,5158,0.09,N,마포구,디지털미디어시티,9182,39.2,14.5
38,2015-05-05,체육행사,제4회 일요신문배 전국어린이 바둑대회,1200,1,핸드볼경기장,0.0,14.2,6500,18.46,N,송파구,올림픽공원,9706,38.7,14.8
39,2015-05-06,체육행사,2015 서울세계시각장애인경기대회,370,12,핸드볼보조경기장,0.0,15.4,5003,0.62,N,송파구,올림픽공원,7104,48.2,20.3
40,2015-05-06,문화예술행사,러쉬 냄새나는 콘서트 4,7121,5,KSPO DOME(체조경기장),0.0,15.4,15000,9.49,N,송파구,올림픽공원,7104,48.2,20.3
41,2015-05-07,대중공연,오승근 효 콘서트 -내 나이가 어때서-,2170,2,올림픽홀,0.0,16.5,3000,36.17,N,송파구,올림픽공원,7206,45.3,19.0
42,2015-05-09,대중공연,남진 50주년 대공연  “감사합니다” - 서울,3760,2,올림픽홀,0.0,17.6,3000,62.67,Y,송파구,올림픽공원,9245,49.8,22.3
43,2015-05-09,일반행사,청춘페스티벌,17782,6,상암월드컵주경기장,0.0,17.6,11000,26.66,Y,마포구,디지털미디어시티,12518,50.0,28.8
44,2015-05-10,문화예술행사,샤이니 4번째 단독 콘서트,7384,9,KSPO DOME(체조경기장),0.0,19.1,15000,18.05,Y,송파구,올림픽공원,6292,41.8,19.8
45,2015-05-11,문화예술행사,인피니트 '김성규' 쇼케이스,320,1,뮤즈라이브,14.0,18.4,237,51.07999999999999,N,송파구,올림픽공원,7219,44.5,18.4
46,2015-05-14,대중공연,부활 30주년 콘서트,2680,3,올림픽홀,0.0,20.4,3000,29.78,N,송파구,올림픽공원,7674,68.5,27.7
47,2015-05-15,대중공연,2015 홍종현 서울팬미팅,220,2,K-아트홀,0.0,19.1,369,29.81,N,송파구,올림픽공원,9067,90.4,39.9
48,2015-05-16,K리그,K리그 클래식-11R(vs전남),17819,1,상암월드컵주경기장,0.0,18.0,11000,26.71,Y,마포구,디지털미디어시티,13065,54.0,31.2
49,2015-05-19,대중공연,정엽 소극장 콘서트,1832,7,K-아트홀,1.0,14.8,369,70.93,N,송파구,올림픽공원,7074,56.8,28.6
50,2015-05-19,문화예술행사,제9회 서울재즈페스티벌 2015,9000,8,KSPO DOME(체조경기장),1.0,14.8,15000,7.5,N,송파구,올림픽공원,7074,56.8,28.6
51,2015-05-19,문화예술행사,제9회 서울재즈페스티벌 2015,6500,8,핸드볼경기장,1.0,14.8,6500,12.5,N,송파구,올림픽공원,7074,56.8,28.6
52,2015-05-20,기타축구,ACL(vs감바 오사카),10607,2,상암월드컵주경기장,0.0,16.3,15000,15.9,N,마포구,디지털미디어시티,5237,30.6,14.0
53,2015-05-23,일반행사,2015 드림콘서트,928,5,상암월드컵주경기장,0.0,20.6,1473,65.63,Y,마포구,디지털미디어시티,13131,33.6,19.8
54,2015-05-26,대중공연,버즈 소극장 콘서트,1391,6,K-아트홀,0.0,21.5,369,62.83,N,송파구,올림픽공원,7237,39.3,14.0
55,2015-05-27,대중공연,2015 펜타토닉스(Pentatonix) 내한공연,3480,2,올림픽홀,0.0,23.2,3000,58.0,N,송파구,올림픽공원,7754,34.6,15.2
56,2015-05-28,문화예술행사,박승화의 뮤직브런치,103,2,뮤즈라이브,0.0,24.3,237,21.73,N,송파구,올림픽공원,9272,47.9,19.5
57,2015-05-31,K리그,K리그 클래식(vs울산),18413,1,상암월드컵주경기장,0.0,22.1,15000,27.6,Y,마포구,디지털미디어시티,8844,42.2,27.1
58,2015-06-03,K리그,K리그 클래식(vs인천),5023,1,상암월드컵주경기장,0.0,23.3,15000,7.53,N,마포구,디지털미디어시티,6185,39.8,11.3
59,2015-06-04,대중공연,벅스TV - 어반자카파,299,1,K-아트홀,0.0,24.2,369,81.03,N,송파구,올림픽공원,6458,38.8,14.2
60,2015-06-04,문화예술행사,2015 뮤즈인시티 페스티벌,0,3,KSPO DOME(체조경기장),0.0,24.2,15000,0.0,N,송파구,올림픽공원,6458,38.8,14.2
61,2015-06-06,기타축구,시민개방 축구경기,40,1,상암월드컵주경기장,0.0,22.4,5158,0.06,Y,마포구,디지털미디어시티,9366,36.5,22.3
62,2015-06-08,문화예술행사,동방신기 앵콜 콘서트,7075,8,KSPO DOME(체조경기장),0.0,22.4,15000,17.07,N,송파구,올림픽공원,5815,44.5,20.8
63,2015-06-13,기타축구,한일국회의원 친선경기,150,1,상암월드컵주경기장,0.5,24.7,281,0.22,Y,마포구,디지털미디어시티,10574,75.2,41.7
64,2015-06-17,K리그,K리그 클래식(vs부산),4267,1,상암월드컵주경기장,9.5,23.4,15000,6.4,N,마포구,디지털미디어시티,4906,49.6,36.6
65,2015-06-17,체육행사,6월 핸드볼팀 훈련,177,12,핸드볼보조경기장,9.5,23.4,5003,0.29,N,송파구,올림픽공원,5695,48.0,24.9
66,2015-06-18,공공행사,2015 세계 간호사 대회,4000,3,KSPO DOME(체조경기장),3.0,24.8,15000,8.89,N,송파구,올림픽공원,5679,19.9,10.5
67,2015-06-18,문화예술행사,쇼미더머니&언프리티 랩스타 힙합콘서트,0,2,핸드볼경기장,3.0,24.8,6500,0.0,N,송파구,올림픽공원,5679,19.9,10.5
68,2015-06-21,기타축구,서울컵2015 전기결승,350,1,상암월드컵주경기장,0.0,22.4,2185,0.52,Y,마포구,디지털미디어시티,7842,23.8,18.2
69,2015-06-21,공공행사,제27회 강동구청장기 생활체육 배드민턴대회,0,1,핸드볼경기장,0.0,22.4,6500,0.0,Y,송파구,올림픽공원,3213,19.4,9.9
70,2015-06-22,문화예술행사,조이올팍 브런치콘서트1,407,2,우리금융아트홀,0.0,24.0,1184,17.19,N,송파구,올림픽공원,5477,32.8,15.0
71,2015-06-22,문화예술행사,2015 2PM 스페셜 콘서트,11013,8,KSPO DOME(체조경기장),0.0,24.0,15000,9.18,N,송파구,올림픽공원,5477,32.8,15.0
72,2015-06-27,K리그,K리그 클래식(vs수원),6814,1,상암월드컵주경기장,0.0,25.2,1158,58.96,Y,마포구,디지털미디어시티,10991,13.2,10.0
73,2015-06-29,공공행사,민주평화통일자문회의 제17기 출범회의,10000,3,KSPO DOME(체조경기장),0.0,25.7,15000,22.22,N,송파구,올림픽공원,5577,25.5,12.1
74,2015-07-03,대중공연,2015 에일리1집발매기념 콘서트,2970,2,올림픽홀,0.0,23.3,3000,49.5,N,송파구,올림픽공원,5886,23.2,8.8
75,2015-07-03,대중공연,데이브레이크 'Summer Madness 2015',1525,3,우리금융아트홀,0.0,23.3,1184,42.93,N,송파구,올림픽공원,5886,23.2,8.8
76,2015-07-05,체육행사,제15회 한화생명배 세계어린이국수전 바둑대회 서울지역예선전,800,1,핸드볼경기장,0.0,24.2,6500,12.31,Y,송파구,올림픽공원,3629,29.5,15.1
77,2015-07-05,K리그,K리그 클래식(vs광주),11587,1,상암월드컵주경기장,0.0,24.2,12166,17.37,Y,마포구,디지털미디어시티,7514,30.5,23.1
78,2015-07-06,문화예술행사,슈퍼주니어 월드투어 슈퍼쇼6 앵콜,16277,8,KSPO DOME(체조경기장),0.0,25.3,15000,13.56,N,송파구,올림픽공원,5685,31.0,12.8
79,2015-07-08,대중공연,2015 김연우 콘서트 <戀雨 속 연우>,3375,5,우리금융아트홀,0.5,23.4,1184,57.01,N,송파구,올림픽공원,5904,7.1,2.9
80,2015-07-10,체육행사,제28회 한국사회인검도대회,1300,3,핸드볼경기장,0.0,29.2,6500,6.67,N,송파구,올림픽공원,6951,13.2,6.0
81,2015-07-11,K리그,K리그 클래식(vs포항),17913,1,상암월드컵주경기장,0.0,30.4,11000,26.85,Y,마포구,디지털미디어시티,10727,27.7,23.2
82,2015-07-12,대중공연,2015 투첼로스 내한공연,1390,1,올림픽홀,29.0,24.8,3000,46.33,Y,송파구,올림픽공원,9812,6.9,3.4
83,2015-07-13,대중공연,인피니트 신보 쇼케이스,2310,1,올림픽홀,10.0,23.1,3000,77.0,N,송파구,올림픽공원,7159,46.4,25.3
84,2015-07-15,대중공연,넌버벌퍼포먼스 탈(2015년도 국가대표 태권도 시범공연단 K-아트홀 정기공연),6428,1,K-아트홀,0.0,27.9,369,37.06,N,송파구,올림픽공원,6055,26.4,13.2
85,2015-07-16,대중공연,2015 정용화 앵콜콘서트One Fine day,4290,5,올림픽홀,0.0,24.7,3000,28.6,N,송파구,올림픽공원,5801,12.8,3.7
86,2015-07-17,체육행사,2015 오텍컵 보치아 월드오픈 챔피온십 코리아,2600,7,핸드볼경기장,0.0,23.6,6500,5.71,N,송파구,올림픽공원,6126,10.8,3.8
87,2015-07-19,기타축구,시민개방 축구경기,50,1,상암월드컵주경기장,5.0,25.1,237,0.07,Y,마포구,디지털미디어시티,7422,22.9,18.0
88,2015-07-22,기타축구,FA컵(vs포항),6267,1,상암월드컵주경기장,1.0,27.7,15000,9.4,N,마포구,디지털미디어시티,7385,41.4,29.4
89,2015-07-24,대중공연,배우 지창욱 생일파티 & 팬미팅 행사,1088,2,우리금융아트홀,26.5,24.7,1184,45.95,N,송파구,올림픽공원,5227,17.8,8.5
90,2015-07-25,K리그,K리그 클래식(vs인천),10454,1,상암월드컵주경기장,80.0,25.0,15000,15.67,Y,마포구,디지털미디어시티,9439,24.0,16.0
91,2015-07-29,문화예술행사,팀 버튼 영화음악 콘서트,9093,5,KSPO DOME(체조경기장),4.0,26.7,15000,12.12,N,송파구,올림픽공원,5353,39.6,23.6
92,2015-07-30,대중공연,2015 TEEN TOP CONCERT IN SEOUL(틴탑 콘서트),4900,5,올림픽홀,0.0,28.6,3000,32.67,N,송파구,올림픽공원,5388,65.8,37.5
93,2015-08-03,문화예술행사,2015 인피니트 2번째 월드투어,7853,8,KSPO DOME(체조경기장),0.0,27.9,15000,17.62,N,송파구,올림픽공원,4917,22.6,11.4
94,2015-08-06,대중공연,2015 FTISLAND CONCERT WE WILL,4090,5,올림픽홀,0.0,29.3,3000,27.27,N,송파구,올림픽공원,5043,37.3,29.7
95,2015-08-10,문화예술행사,Audi Live 2015 퍼렐 윌리엄스(Pharrell Williams) 내한공연,9200,6,KSPO DOME(체조경기장),0.0,27.0,15000,10.22,N,송파구,올림픽공원,5108,29.0,17.0
96,2015-08-12,대중공연,이매진 드래곤스 내한공연 (Imagine Dragons Live In Korea),3480,3,올림픽홀,0.0,27.3,3000,38.67,N,송파구,올림픽공원,5392,24.666666666666668,28.0
97,2015-08-15,일반행사,815 국민대합창,741,12,상암월드컵주경기장,0.1,27.1,596,83.71,Y,마포구,디지털미디어시티,9703,78.9,59.3
98,2015-08-17,문화예술행사,2015 신화 17주년 콘서트 -GRAND FINALE-,18079,8,KSPO DOME(체조경기장),0.0,26.6,15000,15.07,N,송파구,올림픽공원,5669,22.2,17.0
99,2015-08-19,대중공연,슈퍼주니어 KRY 두번째 아시아 투어,5270,6,올림픽홀,0.0,26.8,3000,29.28,N,송파구,올림픽공원,6069,26.8,17.3
100,2015-08-22,K리그,K리그 클래식(vs대전),17986,1,상암월드컵주경기장,0.0,25.5,11000,26.96,Y,마포구,디지털미디어시티,10778,37.0,29.3
101,2015-08-23,대중공연,마마무 미니콘서트 <음오아예> (가제),2195,1,우리금융아트홀,0.0,26.3,1184,71.82,Y,송파구,올림픽공원,12680,35.0,26.1
102,2015-08-24,문화예술행사,2015 BEAST BEAUTIFUL SHOW(2015비스트 뷰티풀쇼),16643,8,KSPO DOME(체조경기장),0.0,26.3,15000,13.87,N,송파구,올림픽공원,5982,20.5,15.2
103,2015-08-25,체육행사,2015년 8월 핸드볼팀훈련,81,4,핸드볼보조경기장,5.5,21.7,5003,0.4,N,송파구,올림픽공원,5716,5.9,3.0
104,2015-08-28,대중공연,포맨 단독 콘서트,2890,3,올림픽홀,0.3,23.2,3000,32.11,N,송파구,올림픽공원,7341,31.1,19.5
105,2015-09-01,대중공연,태권타악 퍼포먼스 비가비,12129,2,K-아트홀,0.0,25.9,369,54.78,N,송파구,올림픽공원,9674,20.2,14.0
106,2015-09-01,체육행사,2015 9월 국내핸드볼팀 훈련,280,3,핸드볼보조경기장,0.0,25.9,5003,0.37,N,송파구,올림픽공원,9674,20.2,14.0
107,2015-09-01,문화예술행사,조이올팍 브런치콘서트2,708,2,우리금융아트홀,0.0,25.9,1184,29.9,N,송파구,올림픽공원,9674,20.2,14.0
108,2015-09-05,문화예술행사,마룬파이브 내한공연 (Maroon 5 Live in Korea),14834,6,KSPO DOME(체조경기장),5.0,21.9,15000,27.84,Y,송파구,올림픽공원,5752,20.1,13.0
109,2015-09-06,기타축구,시민개방 축구경기,50,1,상암월드컵주경기장,0.0,22.2,10683,0.07,Y,마포구,디지털미디어시티,8688,13.8,9.6
110,2015-09-08,문화예술행사,"레드벨벳 쇼케이스(Red Velvet, The First Album[The Red]  Preview)",110,1,뮤즈라이브,0.0,22.7,237,46.41,N,송파구,올림픽공원,6927,10.8,5.2
111,2015-09-09,K리그,K리그 클래식(vs포항),9566,1,상암월드컵주경기장,0.0,22.4,11000,14.34,N,마포구,디지털미디어시티,5561,17.2,11.3
112,2015-09-12,기타축구,서울시민리그(S-리그),240,1,상암월드컵주경기장,0.0,19.2,281,0.36,Y,마포구,디지털미디어시티,11942,21.0,14.1
113,2015-09-15,대중공연,준호(from 2PM) 1ST SOLO CONCERT IN SEOUL,3487,7,올림픽홀,0.0,22.8,3000,16.6,N,송파구,올림픽공원,7627,19.9,8.9
114,2015-09-15,대중공연,넬 콘서트,2946,6,우리금융아트홀,0.0,22.8,1184,41.47,N,송파구,올림픽공원,7627,19.9,8.9
115,2015-09-16,대중공연,넬 콘서트,3700,5,우리금융아트홀,0.0,21.6,1184,62.5,N,송파구,올림픽공원,7653,13.7,4.5
116,2015-09-17,문화예술행사,아이엠낫 1집 발매 기념공연,268,3,뮤즈라이브,0.0,21.4,237,37.69,N,송파구,올림픽공원,7538,12.2,3.8
117,2015-09-19,일반행사,토토즐 앵콜공연,7577,5,상암월드컵주경기장,0.0,22.3,6394,11.36,Y,마포구,디지털미디어시티,11818,31.4,18.9
118,2015-09-23,K리그,K리그 클래식(vs성남),8792,1,상암월드컵주경기장,0.0,22.0,15000,13.18,N,마포구,디지털미디어시티,8048,32.4,22.0
119,2015-09-23,문화예술행사,Omnibus Tour(옴니버스 투어 공연),0,5,KSPO DOME(체조경기장),0.0,22.0,15000,0.0,N,송파구,올림픽공원,7069,38.9,20.5
120,2015-09-28,K리그,K리그 클래식(vs광주),17061,1,상암월드컵주경기장,0.0,21.4,7561,25.58,N,마포구,디지털미디어시티,6684,27.6,16.2
121,2015-09-28,문화예술행사,2015 Live 뮤즈(Muse) 내한공연,10934,4,KSPO DOME(체조경기장),0.0,21.4,15000,18.22,N,송파구,올림픽공원,4566,35.2,13.3
122,2015-10-01,문화예술행사,2015 WIN(아이콘) 콘서트,11742,4,KSPO DOME(체조경기장),35.0,16.3,15000,19.57,N,송파구,올림픽공원,5946,10.8,5.0
123,2015-10-01,체육행사,2015 10월 핸드볼팀 훈련,218,5,핸드볼보조경기장,35.0,16.3,5003,0.27,N,송파구,올림픽공원,5946,10.8,5.0
124,2015-10-02,대중공연,추석맞이 김영임의 효 대공연,1080,3,우리금융아트홀,0.0,16.5,1184,30.41,N,송파구,올림픽공원,7420,28.8,8.2
125,2015-10-03,일반행사,어반애슬런 2015,2330,2,상암월드컵주경기장,0.0,19.2,7604,3.49,Y,마포구,디지털미디어시티,11696,29.2,18.5
126,2015-10-03,일반행사,그라운드 예식,200,1,상암월드컵주경기장,0.0,19.2,281,0.3,Y,마포구,디지털미디어시티,11696,29.2,18.5
127,2015-10-04,문화예술행사,2015 김동률 서울 앵콜 공연,13352,9,KSPO DOME(체조경기장),0.0,16.6,15000,22.33,Y,송파구,올림픽공원,4874,26.3,11.7
128,2015-10-04,K리그,K리그 클래식(vs전남),16135,1,상암월드컵주경기장,0.0,16.6,16813,30.27,Y,마포구,디지털미디어시티,8153,26.0,16.7
129,2015-10-06,대중공연,창작뮤지컬 매의 아들,8304,1,우리금융아트홀,0.0,18.7,1184,20.63,N,송파구,올림픽공원,6960,31.8,15.0
130,2015-10-07,문화예술행사,SG워너비 단독 콘서트,4900,5,올림픽홀,0.0,19.6,3000,32.67,N,송파구,올림픽공원,7244,56.0,27.2
131,2015-10-07,대중공연,2015 SG원너비 단독콘서트,4900,5,올림픽홀,0.0,19.6,3000,32.67,N,송파구,올림픽공원,7244,56.0,27.2
132,2015-10-09,일반행사,ONE-K 콘서트,928,7,상암월드컵주경기장,0.0,16.2,1473,64.24,N,마포구,디지털미디어시티,10779,22.2,11.7
133,2015-10-12,문화예술행사,벅스TV vol.9 어쿠스틱 콜라보,220,1,뮤즈라이브,0.0,12.3,237,44.70000000000001,N,송파구,올림픽공원,7225,13.7,7.0
134,2015-10-13,문화예술행사,그랜드민트 페스티벌 5,4730,7,KSPO DOME(체조경기장),0.0,15.0,15000,4.5,N,송파구,올림픽공원,7666,28.7,14.2
135,2015-10-13,국가대표,친선경기(vs자메이카),18955,2,상암월드컵주경기장,0.0,15.0,15000,28.42,N,마포구,디지털미디어시티,7325,31.9,21.5
136,2015-10-15,문화예술행사,그랜드민트 페스티벌 5,800,4,핸드볼경기장,0.0,17.9,6500,3.08,N,송파구,올림픽공원,6941,58.2,36.7
137,2015-10-16,일반행사,2015 기도대성회,1390,4,상암월드컵주경기장,0.0,17.5,4166,14.163333333333332,N,마포구,디지털미디어시티,7247,63.6,45.4
138,2015-10-20,문화예술행사,IBK기업은행과 함께하는 다섯 번째 참! 좋은 음악회,5180,3,올림픽홀,0.0,18.8,3000,57.56,N,송파구,올림픽공원,6435,93.2,59.4
139,2015-10-20,기타축구,중국유소년팀 초청 친선경기,60,1,상암월드컵주경기장,0.0,18.8,15000,0.09,N,마포구,디지털미디어시티,11551,89.8,61.6
140,2015-10-20,문화예술행사,2015 가을콘서트,4000,4,KSPO DOME(체조경기장),0.0,18.8,15000,6.67,N,송파구,올림픽공원,6435,93.2,59.4
141,2015-10-21,기타축구,중국유소년팀 초청 친선경기,60,1,상암월드컵주경기장,0.0,17.9,15000,0.09,N,마포구,디지털미디어시티,7991,124.1,81.8
142,2015-10-25,K리그,K리그 스플릿(vs전북),17964,1,상암월드컵주경기장,0.0,16.3,2079,36.37,Y,마포구,디지털미디어시티,8783,25.3,16.3
143,2015-10-28,문화예술행사,임재범30주년 전국투어콘서트,10424,5,KSPO DOME(체조경기장),0.0,9.9,15000,13.9,N,송파구,올림픽공원,7459,34.3,11.5
144,2015-10-31,기타축구,FA컵 결승전(vs인천),11812,1,상암월드컵주경기장,0.0,5.7,1158,40.17,Y,마포구,디지털미디어시티,12381,31.8,22.3
145,2015-11-01,체육행사,2015 11월 핸드볼팀훈련,571,1,핸드볼보조경기장,0.0,7.0,5003,0.67,Y,송파구,올림픽공원,4040,40.3,21.1
146,2015-11-02,대중공연,Fluid Infinity 디아블로 내한공연,4267,7,올림픽홀,0.0,10.8,3000,20.32,N,송파구,올림픽공원,6565,46.6,23.8
147,2015-11-07,K리그,K리그 스플릿(vs수원),14283,1,상암월드컵주경기장,24.5,10.5,11287,34.94,Y,마포구,디지털미디어시티,10908,10.6,7.2
148,2015-11-11,대중공연,2015 스윗소로우 10주년 기념 콘서트,5788,5,올림픽홀,0.0,11.6,3000,38.59,N,송파구,올림픽공원,7597,32.5,15.0
149,2015-11-12,문화예술행사,'솔리튜드' 이선행 재즈 퀸텟 콘서트,200,1,뮤즈라이브,0.0,14.5,237,84.39,N,송파구,올림픽공원,7393,15.4,7.3
150,2015-11-14,체육행사,제7회 KPDC 전국프로아마 선수권대회,400,2,핸드볼경기장,3.5,12.8,6500,3.08,Y,송파구,올림픽공원,8622,11.8,7.6
151,2015-11-14,문화예술행사,조장혁콘서트,5837,1,KSPO DOME(체조경기장),3.5,12.8,15000,38.91,Y,송파구,올림픽공원,8622,11.8,7.6
152,2015-11-16,문화예술행사,2015 소녀시대 월드투어,12525,8,KSPO DOME(체조경기장),5.5,12.2,15000,10.44,N,송파구,올림픽공원,6285,23.1,13.2
153,2015-11-17,문화예술행사,조이올팍 브런치콘서트3,720,2,우리금융아트홀,0.0,13.9,1184,30.41,N,송파구,올림픽공원,7098,22.2,11.8
154,2015-11-18,대중공연,2015 아이유 전국투어 콘서트,5920,5,올림픽홀,5.5,10.4,3000,39.47,N,송파구,올림픽공원,6500,5.0,3.4
155,2015-11-19,문화예술행사,뮤지컬 <백설공주를 사랑한 난장이>,15,1,K-아트홀,0.0,8.9,369,4.07,N,송파구,올림픽공원,6850,19.3,8.3
156,2015-11-20,문화예술행사,조이올팍 김경호 Rock 콘서트,903,2,우리금융아트홀,0.0,9.8,1184,38.13,N,송파구,올림픽공원,6903,36.8,22.1
157,2015-11-20,체육행사,제4회 대한펜싱협회장배 전국남.녀클럽 펜싱선구권대회,700,4,핸드볼경기장,0.0,9.8,6500,2.69,N,송파구,올림픽공원,6903,36.8,22.1
158,2015-11-20,대중공연,2015 하동균 콘서트,0,3,우리금융아트홀,0.0,9.8,1184,0.0,N,송파구,올림픽공원,6903,36.8,22.1
159,2015-11-21,기타축구,서울컵2015 후기결승,350,1,상암월드컵주경기장,0.0,9.2,325,0.52,Y,마포구,디지털미디어시티,11972,52.2,40.8
