,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,미세먼지(PM10).mean,초미세먼지(PM2.5).mean
349,2016-10-28,체육행사,2016 제4회 대한펜싱협회장배 전국남.녀 클럽.동호인펜싱선수권대회,800,4,핸드볼보조경기장,0.3,14.6,5003,4.0,N,송파구,올림픽공원,7286,40.8,16.4
350,2016-10-31,문화예술행사,가족뮤지컬-레이디버그,12249,3,우리금융아트홀,0.5,5.7,1184,36.95,N,송파구,올림픽공원,6268,26.5,13.0
351,2016-11-01,대중공연,평화재단<희망세상만들기> 강연,2315,1,올림픽홀,0.0,1.5,3000,77.17,N,송파구,올림픽공원,7283,25.6,11.4
352,2016-11-02,K리그,스플릿리그 (vs전남),5011,1,상암월드컵주경기장,0.1,4.1,15000,7.51,N,마포구,디지털미디어시티,5404,34.8,16.8
353,2016-11-06,대중공연,No Sleep Til...힙합공연,1860,1,올림픽홀,0.0,14.0,3000,62.0,Y,송파구,올림픽공원,5165,15.2,9.0
354,2016-11-08,체육행사,ATP 챔피언스 투어 2016,2534,7,핸드볼경기장,0.5,4.1,6500,5.57,N,송파구,올림픽공원,6527,67.9,51.5
355,2016-11-12,문화예술행사,2016 대일밴드 부치고 클래식 공연,190,1,뮤즈라이브,0.0,11.4,237,80.17,Y,송파구,올림픽공원,8234,76.8,30.6
356,2016-11-14,국가대표,월드컵예선 적응훈련(우주백),150,3,상암월드컵주경기장,1.5,13.2,8166,0.22,N,마포구,디지털미디어시티,4104,45.8,25.6
357,2016-11-14,대중공연,2016 이문세 The Best,11598,7,올림픽홀,1.5,13.2,3000,55.23,N,송파구,올림픽공원,6143,50.8,28.9
358,2016-11-15,국가대표,월드컵예선(vs우주백),1572,1,상암월드컵주경기장,0.0,5.2,1202,41.22,N,마포구,디지털미디어시티,7159,43.0,16.4
359,2016-11-19,문화예술행사,치과의사 밴드 연합 음악제,150,1,뮤즈라이브,0.0,13.0,237,63.29,Y,송파구,올림픽공원,7031,45.2,28.2
360,2016-11-20,기타축구,서울시 S리그 결승,50,1,상암월드컵주경기장,0.0,9.8,237,0.07,Y,마포구,디지털미디어시티,7975,42.3,17.9
361,2016-11-22,공공행사,굿모닝월드(기업) 시상식 행사,3000,3,핸드볼경기장,0.2,2.0,6500,15.38,N,송파구,올림픽공원,6501,33.3,13.2
362,2016-11-26,문화예술행사,2016 지역아동센터 특기적성지원사업 아티스트웨이 <아름다운 하모니 콘서트>,300,1,K-아트홀,2.8,0.9,369,81.3,Y,송파구,올림픽공원,6872,50.7,36.8
363,2016-11-27,대중공연,2016 퐌타스틱 4 콘서트,4100,2,올림픽홀,0.0,3.3,3000,68.33,Y,송파구,올림픽공원,3370,57.4,42.5
364,2016-11-30,대중공연,어반자카파 연말콘서트,5588,5,올림픽홀,1.0,6.0,3000,37.25,N,송파구,올림픽공원,6611,41.0,26.4
365,2016-11-30,문화예술행사,아이유콘서트,6959,5,핸드볼경기장,1.0,6.0,6500,21.41,N,송파구,올림픽공원,6611,41.0,26.4
366,2016-12-03,기타축구,FA컵 결승전 (vs수원),708,1,상암월드컵주경기장,0.0,4.5,552,52.53,Y,마포구,디지털미디어시티,12451,53.8,32.2
367,2016-12-07,대중공연,2016 SG워너비 연말콘서트,4046,5,올림픽홀,0.0,1.7,3000,26.97,N,송파구,올림픽공원,6356,65.6,32.3
368,2016-12-08,문화예술행사,2016 엠씨더맥스 겨울 콘서트,6103,5,핸드볼경기장,3.0,2.1,6500,18.78,N,송파구,올림픽공원,6406,69.0,41.9
369,2016-12-12,대중공연,CBS 창사62주년 기념 콘서트  <THANK YOU>,2935,2,올림픽홀,0.0,2.3,3000,48.92,N,송파구,올림픽공원,6560,48.5,27.9
370,2016-12-14,대중공연,2016 버즈 연말 콘서트,4644,5,올림픽홀,0.1,-1.4,3000,30.96,N,송파구,올림픽공원,6526,53.9,32.0
371,2016-12-16,문화예술행사,2016 휘성 전국투어 콘서트 온에어- 서울,5185,3,핸드볼경기장,0.0,-4.7,6500,26.59,N,송파구,올림픽공원,7363,28.9,14.2
372,2016-12-16,대중공연,무소속프로젝트2016 결선공연,190,2,K-아트홀,0.0,-4.7,369,25.75,N,송파구,올림픽공원,7363,28.9,14.2
373,2016-12-16,문화예술행사,Go Back Home,80,1,뮤즈라이브,0.0,-4.7,237,33.76,N,송파구,올림픽공원,7363,28.9,14.2
374,2016-12-17,문화예술행사,심바.始發,189,1,뮤즈라이브,0.0,2.7,237,79.75,Y,송파구,올림픽공원,6543,67.1,39.7
375,2016-12-20,문화예술행사,2016 박정현 콘서트,8313,7,핸드볼경기장,0.0,7.6,6500,18.27,N,송파구,올림픽공원,6201,57.0,38.1
376,2016-12-20,대중공연,2016 김연우 크리스마스 콘서트,8031,6,올림픽홀,0.0,7.6,3000,44.62,N,송파구,올림픽공원,6201,57.0,38.1
377,2016-12-21,문화예술행사,상일미디어고Rat A Tat 제5회 정기공연,50,1,뮤즈라이브,29.0,7.9,237,21.1,N,송파구,올림픽공원,6358,34.0,19.0
378,2016-12-23,대중공연,[옴므]의 크리스마스 콘서트,627,3,K-아트홀,0.1,-2.5,369,56.64,N,송파구,올림픽공원,8532,48.2,32.7
379,2016-12-27,대중공연,2016 김범수 연말 콘서트,5372,5,올림픽홀,0.5,-2.3,3000,35.81,N,송파구,올림픽공원,6057,31.3,17.5
380,2016-12-28,문화예술행사,2016 DJ DOC 콘서트,5547,5,핸드볼경기장,0.0,-3.7,6500,17.07,N,송파구,올림픽공원,5969,50.2,27.4
381,2016-12-29,대중공연,2016 장혜진 Octet 연말 콘서트,318,3,K-아트홀,0.3,-4.2,369,28.73,N,송파구,올림픽공원,5690,36.3,11.2
382,2016-12-29,문화예술행사,2016년 소울스타 연말 콘서트,340,3,뮤즈라이브,0.3,-4.2,237,47.82,N,송파구,올림픽공원,5690,36.3,11.2
383,2017-01-03,대중공연,APRIL 쇼케이스,510,2,K-아트홀,0.0,2.0,369,69.11,N,송파구,올림픽공원,6180,53.2,33.0
384,2017-01-15,대중공연,2017 몬스타엑스 팬미팅,318,1,K-아트홀,0.0,-6.6,369,86.18,Y,송파구,올림픽공원,2462,29.1,14.5
385,2017-01-18,문화예술행사,2017 비투비 서울 콘서트,9076,5,핸드볼경기장,0.0,-0.5,6500,27.93,N,송파구,올림픽공원,5616,112.7,76.2
386,2017-01-20,대중공연,제프 벡(Jeff Beck) 내한공연,1510,2,올림픽홀,4.0,-4.4,3000,25.17,N,송파구,올림픽공원,6478,53.0,33.2
387,2017-02-09,대중공연,AOMG 단독 콘서트,6245,4,올림픽홀,0.0,-5.3,3000,52.04,N,송파구,올림픽공원,5508,64.4,12.2
388,2017-02-13,문화예술행사,트와이스 콘서트,11924,6,핸드볼경기장,0.0,0.1,6500,30.57,N,송파구,올림픽공원,3999,51.4,25.6
389,2017-02-19,문화예술행사,굿뉴스코 페스티벌,5080,2,올림픽홀,1.0,2.3,3000,84.67,Y,송파구,올림픽공원,7427,49.3,29.6
390,2017-02-20,기타축구,ACL 적응훈련(상하이상강),50,1,상암월드컵주경기장,0.5,-1.5,7667,0.07,N,마포구,디지털미디어시티,5362,36.8,22.0
391,2017-02-21,문화예술행사,2PM 콘서트,9797,13,핸드볼경기장,0.0,-0.6,6500,11.59,N,송파구,올림픽공원,7542,56.6,38.8
392,2017-02-21,기타축구,ACL (vs 상하이상강),17764,1,상암월드컵주경기장,0.0,-0.6,15000,26.63,N,마포구,디지털미디어시티,6703,78.5,50.0
393,2017-02-22,대중공연,최은석의 취향저격 토크쇼-앵콜 콘서트,1059,1,우리금융아트홀,5.1,1.7,1184,58.91,N,송파구,올림픽공원,8005,30.5,22.2
394,2017-02-28,대중공연,2017 마마무 콘서트 무지컬 - 앵콜,9707,5,올림픽홀,0.0,5.6,3000,64.71,N,송파구,올림픽공원,6275,46.2,30.2
395,2017-03-01,체육행사,2017년 3월 팀훈련,330,2,핸드볼보조경기장,5.0,5.0,5003,0.41,N,송파구,올림픽공원,3496,53.8,48.8
396,2017-03-05,K리그,K리그 클래식(vs수원),11056,1,상암월드컵주경기장,0.5,5.2,596,51.54,Y,마포구,디지털미디어시티,7705,71.2,52.9
397,2017-03-09,문화예술행사,2017 AOA 콘서트,2305,4,올림픽홀,0.0,3.2,3000,19.21,N,송파구,올림픽공원,6474,50.7,23.0
398,2017-03-14,기타축구,ACL 적응훈련(시드니),50,1,상암월드컵주경기장,0.0,5.8,11667,0.07,N,마포구,디지털미디어시티,7811,46.6,32.8
399,2017-03-15,기타축구,ACL (vs 웨스턴시드니),4769,1,상암월드컵주경기장,0.0,6.3,12166,7.15,N,마포구,디지털미디어시티,5717,39.4,31.1
400,2017-03-17,대중공연,옥타곤FC 개막전,993,2,올림픽홀,0.0,7.7,3000,16.55,N,송파구,올림픽공원,6963,59.8,58.0
401,2017-03-19,K리그,K리그 클래식(vs광주),10892,1,상암월드컵주경기장,0.0,10.9,12166,16.33,Y,마포구,디지털미디어시티,7775,80.8,73.0
402,2017-03-19,문화예술행사,굿뉴스코 페스티벌 앵콜공연,2250,1,올림픽홀,0.0,10.9,3000,75.0,Y,송파구,올림픽공원,4923,84.2,58.9
403,2017-03-25,문화예술행사,윤딴딴 단독 콘서트 <딴칸방>,230,1,뮤즈라이브,0.0,8.1,237,63.64333333333334,Y,송파구,올림픽공원,4535,58.8,33.0
404,2017-03-27,국가대표,월드컵예선 적응훈련(시리아),100,1,상암월드컵주경기장,0.4,6.1,15000,0.15,N,마포구,디지털미디어시티,6580,70.2,65.1
405,2017-03-28,국가대표,월드컵예선(vs시리아),3669,1,상암월드컵주경기장,0.0,7.1,2079,41.86,N,마포구,디지털미디어시티,7598,81.2,72.1
406,2017-03-29,체육행사,2017 SK텔레콤 국제 그랑프리대회,800,5,핸드볼보조경기장,0.0,8.8,5003,3.2,N,송파구,올림픽공원,6685,65.6,38.7
407,2017-04-01,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,1.0,9.0,237,0.07,Y,마포구,디지털미디어시티,10889,31.1,27.6
408,2017-04-02,대중공연,여자친구 THE FIRST FAN MEETING [DEAR BUDDY],2337,1,올림픽홀,0.0,9.0,3000,77.9,Y,송파구,올림픽공원,7440,70.2,40.2
409,2017-04-05,체육행사,한국체육대학교총장배 전국태권도대회,1000,3,핸드볼경기장,37.5,12.0,6500,5.13,N,송파구,올림픽공원,6346,29.5,17.9
410,2017-04-08,K리그,K리그 클래식(vs제주),13175,1,상암월드컵주경기장,0.5,13.0,10123,19.75,Y,마포구,디지털미디어시티,11440,66.2,53.8
411,2017-04-09,체육행사,가. 국민과 함께하는 공정한 체육문화 만들기 결의대회,1180,1,우리금융아트홀,0.5,14.8,1184,72.04,Y,송파구,올림픽공원,4657,22.8,11.2
412,2017-04-09,체육행사,제27회 송파구청장기 배드민턴대회,1000,1,핸드볼경기장,0.5,14.8,6500,15.38,Y,송파구,올림픽공원,4657,22.8,11.2
413,2017-04-10,대중공연,캐리와장난감친구들 시즌2,11763,3,우리금융아트홀,0.0,16.5,1184,35.48,N,송파구,올림픽공원,6885,18.0,6.2
414,2017-04-11,대중공연,홀로그램 라이브 퍼포먼스 <킥스:시즌2>,19229,3,K-아트홀,0.0,15.3,369,37.49,N,송파구,올림픽공원,7502,84.8,23.9
415,2017-04-13,대중공연,이준기 콘서트,2111,2,올림픽홀,0.0,12.7,3000,35.18,N,송파구,올림픽공원,7140,83.6,27.7
416,2017-04-13,일반행사,국가금식회개의날,15248,6,상암월드컵주경기장,0.0,12.7,15000,22.86,N,마포구,디지털미디어시티,9109,71.2,39.8
417,2017-04-15,문화예술행사,FIRE ROCK FESTIVAL,50,1,뮤즈라이브,0.0,16.8,237,21.1,Y,송파구,올림픽공원,6800,73.8,28.7
418,2017-04-18,대중공연,"Hiphop PARYY - 딘, 크러시, 자이언티 / DJ. DOC, 코요테",3800,4,올림픽홀,7.5,11.7,3000,31.67,N,송파구,올림픽공원,6367,47.2,20.7
419,2017-04-19,기타축구,FA컵-32강전 (vs 안양),4277,1,상암월드컵주경기장,0.0,12.6,15000,6.41,N,마포구,디지털미디어시티,7790,66.1,20.1
420,2017-04-22,K리그,K리그 클래식(vs인천),14596,1,상암월드컵주경기장,0.0,14.8,10123,21.88,Y,마포구,디지털미디어시티,11169,48.2,23.6
421,2017-04-29,대중공연,2017 김현중 팬미팅,2216,1,올림픽홀,0.0,17.1,3000,73.87,Y,송파구,올림픽공원,6840,66.2,20.7
422,2017-04-29,기타축구,일반시민 축구경기,200,1,상암월드컵주경기장,0.0,17.1,281,0.3,Y,마포구,디지털미디어시티,10724,51.8,27.5
423,2017-04-30,체육행사,제29회 강동구청장기 생활체육 배드민턴대회,1000,1,핸드볼경기장,0.0,19.3,6500,15.38,Y,송파구,올림픽공원,4238,114.2,52.7
424,2017-05-03,K리그,K리그 클래식(vs전남),10048,1,상암월드컵주경기장,0.0,21.5,1517,39.37,N,마포구,디지털미디어시티,8983,71.9,38.6
425,2017-05-09,기타축구,ACL 적응훈련(우라와),50,1,상암월드컵주경기장,2.5,17.1,10683,0.07,N,마포구,디지털미디어시티,8624,99.0,36.7
426,2017-05-09,대중공연,소녀시대 태연 2번째 콘서트,7697,6,올림픽홀,2.5,17.1,3000,42.76,N,송파구,올림픽공원,3744,104.4,29.4
427,2017-05-10,기타축구,ACL (vs우라와 ),4933,1,상암월드컵주경기장,2.5,16.4,15000,7.4,N,마포구,디지털미디어시티,5470,45.4,23.6
428,2017-05-11,대중공연,뷰티풀 민트 라이프 (BML) 2017,10000,4,우리금융아트홀,0.0,19.3,1184,51.48666666666667,N,송파구,올림픽공원,7428,100.6,50.0
429,2017-05-14,일반행사,워킹페스티벌 after 콘서트,6682,4,상암월드컵주경기장,0.0,15.7,12208,10.02,Y,마포구,디지털미디어시티,7859,53.2,15.3
430,2017-05-17,기타축구,FA컵-16강전 (vs부산),2456,1,상암월드컵주경기장,0.0,18.6,15000,3.68,N,마포구,디지털미디어시티,7837,40.5,22.1
431,2017-05-20,K리그,K리그 클래식(vs강원),14560,1,상암월드컵주경기장,0.0,20.9,10123,21.83,Y,마포구,디지털미디어시티,11384,32.6,21.4
432,2017-05-22,대중공연,세븐틴 쇼케이스,3636,2,올림픽홀,0.0,21.8,3000,60.6,N,송파구,올림픽공원,6987,57.2,28.4
433,2017-05-24,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,18260,5,올림픽홀,0.1,21.8,3000,72.04,N,송파구,올림픽공원,7151,27.5,12.9
434,2017-05-24,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,17964,6,핸드볼경기장,0.1,21.8,6500,68.06,N,송파구,올림픽공원,7151,27.5,12.9
435,2017-05-25,대중공연,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,8600,4,우리금융아트홀,0.0,19.2,1184,67.83,N,송파구,올림픽공원,9551,54.3,11.9
436,2017-05-26,대중공연,CLC 미니  콘서트,120,2,뮤즈라이브,0.0,17.7,237,25.32,N,송파구,올림픽공원,7708,34.9,8.3
437,2017-05-27,K리그,K리그 클래식(vs울산),16359,1,상암월드컵주경기장,0.0,19.5,15000,24.52,Y,마포구,디지털미디어시티,6841,30.1,18.7
438,2017-05-29,공공행사,4th CMS Brunch Seminar,2400,2,핸드볼경기장,0.0,22.9,6500,18.46,N,송파구,올림픽공원,7067,95.8,38.2
439,2017-05-29,대중공연,혁오 단독공연 (예정),3311,7,올림픽홀,0.0,22.9,3000,15.77,N,송파구,올림픽공원,7067,95.8,38.2
440,2017-05-31,문화예술행사,2017 CNBLUE 콘서트,6195,5,핸드볼경기장,0.0,23.3,6500,19.06,N,송파구,올림픽공원,6919,47.4,21.9
441,2017-06-02,대중공연,국민사랑콘서트,800,2,우리금융아트홀,0.0,20.5,1184,33.78,N,송파구,올림픽공원,7844,39.1,7.9
442,2017-06-03,일반행사,2017 드림콘서트,928,9,상암월드컵주경기장,0.0,20.5,1473,71.22,Y,마포구,디지털미디어시티,11463,32.5,16.2
443,2017-06-08,대중공연,2017 거미 앨범발매 기념 콘서트 (가제),3280,4,올림픽홀,0.0,20.1,3000,27.33,N,송파구,올림픽공원,6772,50.2,30.2
444,2017-06-09,체육행사,제5회 피셔 잠스트-배드민턴코리아 슈퍼토너먼트,850,3,핸드볼경기장,0.1,21.2,6500,4.36,N,송파구,올림픽공원,6755,72.8,35.9
445,2017-06-10,대중공연,맨투맨탐정단 공개방송,1000,2,우리금융아트홀,4.5,21.5,1184,42.23,Y,송파구,올림픽공원,5569,41.5,12.2
446,2017-06-10,일반행사,지드래곤 2017 콘서트,662,9,상암월드컵주경기장,4.5,21.5,1158,53.13,Y,마포구,디지털미디어시티,11339,28.8,10.2
447,2017-06-13,대중공연,(가제)BTS 이벤트,1050,1,우리금융아트홀,0.0,21.5,1184,88.68,N,송파구,올림픽공원,8480,46.3,16.8
448,2017-06-15,대중공연,2017 몬스타엑스콘서트,4587,4,올림픽홀,0.0,23.1,3000,38.22,N,송파구,올림픽공원,6560,66.8,26.2
449,2017-06-16,문화예술행사,Dok2 & The Quiett - Hiphop Conceret,1813,2,핸드볼경기장,0.0,25.5,6500,13.95,N,송파구,올림픽공원,6835,92.5,31.3
450,2017-06-16,대중공연,2017 버즈 소풍가자 콘서트,1050,2,우리금융아트홀,0.0,25.5,1184,44.34,N,송파구,올림픽공원,6835,92.5,31.3
451,2017-06-21,K리그,K리그 클래식(vs대구),6384,1,상암월드컵주경기장,0.0,25.4,15000,9.57,N,마포구,디지털미디어시티,5669,47.2,32.9
452,2017-06-22,대중공연,2017 황치열 1st 단독 콘서트,4635,4,올림픽홀,0.0,25.3,3000,38.62,N,송파구,올림픽공원,6173,45.6,22.7
453,2017-06-24,체육행사,2017 문화체육관광부장관배 전국학생바둑대회,820,2,핸드볼경기장,3.5,24.5,6500,6.31,Y,송파구,올림픽공원,7381,54.8,23.2
454,2017-06-25,K리그,K리그 클래식(vs상주),9757,1,상암월드컵주경기장,1.5,23.8,12166,14.63,Y,마포구,디지털미디어시티,7156,32.8,26.5
455,2017-06-28,대중공연,프로듀스101 시즌2 콘서트,6550,2,올림픽홀,0.0,26.0,3000,61.85333333333333,N,송파구,올림픽공원,5886,59.2,31.1
456,2017-07-02,K리그,K리그 클래식(vs전북),17571,1,상암월드컵주경기장,92.0,24.3,15000,26.34,Y,마포구,디지털미디어시티,6222,30.0,23.7
457,2017-07-05,대중공연,2017 국카스텐 Squall 콘서트,5927,6,올림픽홀,0.0,27.4,3000,32.93,N,송파구,올림픽공원,8167,39.5,28.0
458,2017-07-08,일반행사,SM타운 콘서트,7663,7,상암월드컵주경기장,4.5,26.0,2394,48.93,Y,마포구,디지털미디어시티,9783,33.1,24.0
459,2017-07-10,대중공연,뮤지컬 시크릿 쥬쥬 Finding Harmony Stone,17224,5,우리금융아트홀,144.5,24.0,1184,34.64,N,송파구,올림픽공원,5532,13.1,7.4
460,2017-07-11,대중공연,아스트로 첫 단독콘서트 (가제),4132,6,올림픽홀,1.0,26.0,3000,22.96,N,송파구,올림픽공원,5906,48.9,35.0
461,2017-07-12,K리그,K리그 클래식(vs포항),8833,1,상암월드컵주경기장,0.0,27.1,15000,13.24,N,마포구,디지털미디어시티,5521,40.1,31.4
462,2017-07-13,문화예술행사,2017 젝스키스 팬미팅 [YELLOWKIES DAY],7088,3,핸드볼경기장,0.0,27.6,6500,36.35,N,송파구,올림픽공원,5931,58.0,39.7
463,2017-07-17,일반행사,프린지 페스티벌,6000,6,상암월드컵주경기장,7.5,26.8,15000,8.99,N,마포구,디지털미디어시티,5422,22.4,17.6
464,2017-07-20,대중공연,2017 지창욱 CONCERT,4850,3,올림픽홀,0.0,29.9,3000,53.89,N,송파구,올림픽공원,5555,52.1,38.0
465,2017-07-22,문화예술행사,테이크 콘서트,264,2,뮤즈라이브,0.5,29.3,237,55.7,Y,송파구,올림픽공원,6082,49.1,41.6
466,2017-07-23,K리그,K리그 클래식(vs전북),3782,1,상암월드컵주경기장,133.5,27.0,3000,35.85,Y,마포구,디지털미디어시티,5905,53.1,38.2
467,2017-07-26,대중공연,러블리즈 콘서트,4430,5,올림픽홀,0.0,28.7,3000,29.53,N,송파구,올림픽공원,5469,18.8,11.2
468,2017-07-29,문화예술행사,어! 라이브 콘서트 [A! Live Concert],112,1,뮤즈라이브,0.0,27.2,237,47.26,Y,송파구,올림픽공원,5090,11.2,5.5
469,2017-08-02,K리그,K리그 클래식(vs강원),11361,1,상암월드컵주경기장,0.0,30.0,15000,17.03,N,마포구,디지털미디어시티,7385,37.7,29.4
470,2017-08-04,대중공연,소녀시대 10주년 팬미팅,2653,1,올림픽홀,0.0,30.3,3000,88.43,N,송파구,올림픽공원,5095,31.8,23.1
471,2017-08-10,대중공연,소년24 파이널 콘서트,1554,3,올림픽홀,5.5,24.8,3000,17.27,N,송파구,올림픽공원,5220,24.666666666666668,16.833333333333332
472,2017-08-14,대중공연,2017 레드벨벳 첫번째 콘서트,10011,5,올림픽홀,1.5,24.6,3000,66.74,N,송파구,올림픽공원,5099,7.6,4.0
473,2017-08-19,K리그,K리그 클래식(vs울산),18087,1,상암월드컵주경기장,0.0,26.1,11000,27.12,Y,마포구,디지털미디어시티,9876,24.3,17.8
474,2017-08-19,체육행사,제6회 전국민참여 독도사랑 전국배드민턴대회,1300,2,핸드볼경기장,0.0,26.1,6500,10.0,Y,송파구,올림픽공원,7071,20.4,12.7
475,2017-08-21,대중공연,샤이니 태민 첫 솔로 콘서트,10445,5,올림픽홀,5.0,25.8,3000,69.63,N,송파구,올림픽공원,5517,12.6,7.4
476,2017-08-25,문화예술행사,에너지 나눔 콘서트,4406,3,핸드볼경기장,0.0,25.3,6500,22.59,N,송파구,올림픽공원,8988,19.1,10.6
477,2017-08-29,국가대표,월드컵예선 적응훈련,200,2,상암월드컵주경기장,0.0,19.5,7667,0.3,N,마포구,디지털미디어시티,7439,17.2,9.5
478,2017-08-31,대중공연,2017 터보 여름 콘서트,1674,4,우리금융아트홀,0.0,22.2,1184,35.35,N,송파구,올림픽공원,6240,37.8,20.8
479,2017-08-31,대중공연,2017 박원 단독 콘서트,1978,2,올림픽홀,0.0,22.2,3000,32.97,N,송파구,올림픽공원,6240,37.8,20.8
480,2017-08-31,국가대표,월드컵예선(vs이란),8983,1,상암월드컵주경기장,0.0,22.2,6078,20.30333333333333,N,마포구,디지털미디어시티,6808,34.5,24.2
481,2017-09-01,체육행사,2017년 9월 핸드볼팀 훈련,110,3,핸드볼보조경기장,0.0,23.3,5003,0.07,N,송파구,올림픽공원,7003,20.2,10.1
482,2017-09-01,대중공연,B1A4 일본팬미팅,180,1,K-아트홀,0.0,23.3,369,48.78,N,송파구,올림픽공원,7003,20.2,10.1
483,2017-09-06,문화예술행사,EXO 음반 이벤트,2650,1,올림픽홀,2.0,20.6,3000,88.33,N,송파구,올림픽공원,8102,27.1,16.2
484,2017-09-07,대중공연,2017 구구단 1st 팬미팅,940,3,우리금융아트홀,0.0,22.4,1184,26.46,N,송파구,올림픽공원,6344,41.3,28.8
485,2017-09-08,대중공연,2017 이종석 PRIVATE STAGE CONCERT(가제),2070,3,올림픽홀,0.0,24.3,3000,23.0,N,송파구,올림픽공원,6806,36.8,22.8
486,2017-09-09,K리그,K리그 클래식(vs제주),17161,1,상암월드컵주경기장,0.0,23.8,11000,25.73,Y,마포구,디지털미디어시티,10377,59.2,45.8
487,2017-09-09,체육행사,제27회 송파구 배드민턴협회장기 배드민턴대회,700,1,핸드볼경기장,0.0,23.8,6500,10.77,Y,송파구,올림픽공원,6908,59.0,38.5
488,2017-09-12,대중공연,이승환의 다른 사람 (가제),1864,5,K-아트홀,0.0,22.1,369,72.04,N,송파구,올림픽공원,6723,29.1,14.2
489,2017-09-15,대중공연,2017 Dream Theater(드림시어터) 내한공연,2810,1,올림픽홀,0.0,22.6,3000,72.04,N,송파구,올림픽공원,9571,13.5,5.1
490,2017-09-15,공공행사,송파경찰서 한마음 한울타리 어울림 체육대회,150,1,벨로드롬,0.0,22.6,6000,2.5,N,송파구,올림픽공원,9571,13.5,5.1
491,2017-09-21,대중공연,2017 쇼미더머니6 콘서트,6938,3,올림픽홀,0.0,20.3,3000,77.09,N,송파구,올림픽공원,7385,30.1,15.6
492,2017-09-22,문화예술행사,벅스TV vol.33 - 슈가볼,195,1,뮤즈라이브,0.0,20.6,237,82.28,N,송파구,올림픽공원,8687,31.3,20.1
493,2017-09-23,문화예술행사,"소리 모아, 마음 모아",161,1,뮤즈라이브,0.0,21.8,237,67.93,Y,송파구,올림픽공원,12704,71.8,28.0
494,2017-09-23,K리그,K리그 클래식(vs포항),16621,1,상암월드컵주경기장,0.0,21.8,11000,24.92,Y,마포구,디지털미디어시티,10936,58.2,27.2
495,2017-09-25,대중공연,서태지25 앵콜콘서트,5700,6,올림픽홀,0.0,23.4,3000,31.67,N,송파구,올림픽공원,6923,44.6,24.6
496,2017-09-27,공공행사,2017스포츠산업JOBFAIR,7600,2,핸드볼경기장,0.5,22.7,6500,58.46,N,송파구,올림픽공원,6914,36.5,18.8
497,2017-10-01,체육행사,핸드볼보조경기장 2017년 10월 팀훈련,70,3,핸드볼보조경기장,4.0,18.2,5003,0.05,Y,송파구,올림픽공원,2875,24.6,14.3
498,2017-10-04,대중공연,nepathya live concert,1200,1,올림픽홀,0.0,16.7,3000,40.0,N,송파구,올림픽공원,4177,15.3,6.6
499,2017-10-11,대중공연,2017 Zion.T CONCERT(가제),2757,4,올림픽홀,20.0,15.5,3000,22.98,N,송파구,올림픽공원,6399,9.2,5.5
500,2017-10-16,문화예술행사,제7회 전국학교예술교육페스티벌,14980,4,올림픽홀,0.0,16.6,3000,55.16,N,송파구,올림픽공원,6615,32.1,16.9
501,2017-10-16,문화예술행사,제7회 전국학교예술교육페스티벌,1500,4,우리금융아트홀,0.0,16.6,1184,31.67,N,송파구,올림픽공원,6615,32.1,16.9
502,2017-10-16,문화예술행사,제7회 전국학교예술교육페스티벌,800,4,뮤즈라이브,0.0,16.6,237,84.39,N,송파구,올림픽공원,6615,32.1,16.9
503,2017-10-16,문화예술행사,그랜드 민트 페스티벌 2017 (Grand Mint Festival 2017),14893,8,핸드볼경기장,0.0,16.6,6500,28.64,N,송파구,올림픽공원,6615,32.1,16.9
504,2017-10-20,문화예술행사,재즈피아니스트 안라라의 재즈 in 가을,50,1,뮤즈라이브,0.0,17.0,237,21.1,N,송파구,올림픽공원,7260,26.8,13.2
505,2017-10-20,대중공연,팬텀싱어 콘서트(가제),1627,2,올림픽홀,0.0,17.0,3000,27.12,N,송파구,올림픽공원,7260,26.8,13.2
506,2017-10-21,K리그,K-스플릿라운드(vs수원),12593,1,상암월드컵주경기장,0.0,17.6,2394,40.86,Y,마포구,디지털미디어시티,11755,33.1,24.0
507,2017-10-21,문화예술행사,박학기 콘서트 '계절학기',180,1,뮤즈라이브,0.0,17.6,237,75.95,Y,송파구,올림픽공원,13441,35.7,16.8
508,2017-10-22,대중공연,원재즈나잇,250,1,K-아트홀,0.0,16.3,369,67.75,Y,송파구,올림픽공원,11589,16.5,6.6
509,2017-10-22,대중공연,MXM 첫번째 팬미팅,2497,2,올림픽홀,0.0,16.3,3000,41.62,Y,송파구,올림픽공원,11589,16.5,6.6
510,2017-10-25,체육행사,KT&G복지재단 제14회 어르신 탁구대회,2269,2,핸드볼경기장,0.0,14.4,6500,17.45,N,송파구,올림픽공원,7431,39.4,21.1
511,2017-10-26,대중공연,2017 폴킴 LIVE TOUR,1390,4,K-아트홀,0.0,14.5,369,67.83,N,송파구,올림픽공원,7013,49.2,24.7
