,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),최저기온(℃),최고기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,합계_하차,유동인구
308,2016-08-17,문화예술행사,준케이(2PM) &LIVE 3회,167,1,뮤즈라이브,0.0,29.9,25.1,34.7,237,70.46,N,송파구,올림픽공원,5696,5364,11060
309,2016-08-20,일반행사,빅뱅 10주년 기념 콘서트,64816,6,상암월드컵주경기장,0.0,30.1,26.5,34.9,66704,97.17,Y,마포구,디지털미디어시티,11406,11398,22804
310,2016-08-23,기타축구,ACL 적응훈련(산둥루넝),50,1,상암월드컵주경기장,8.0,28.3,26.0,33.0,66704,0.07,N,마포구,디지털미디어시티,16742,18871,35613
311,2016-08-24,기타축구,ACL-8강(vs산둥루넝),16044,1,상암월드컵주경기장,0.0,29.1,26.4,32.9,66704,24.05,N,마포구,디지털미디어시티,16942,19050,35992
312,2016-08-28,문화예술행사,샤이니 콘서트 - 샤이니월드 5,28679,9,KSPO DOME(체조경기장),1.5,21.0,18.3,24.5,15000,21.24,Y,송파구,올림픽공원,3338,3274,6612
313,2016-08-28,K리그,K리그 클래식(vs전북),24508,1,상암월드컵주경기장,1.5,21.0,18.3,24.5,66704,36.74,Y,마포구,디지털미디어시티,7895,8366,16261
314,2016-08-31,국가대표,월드컵예선 적응훈련(중국),50,1,상암월드컵주경기장,17.5,17.7,16.1,19.2,66704,0.07,N,마포구,디지털미디어시티,17095,18783,35878
315,2016-09-01,국가대표,월드컵예선(vs중국),46534,2,상암월드컵주경기장,0.0,23.2,15.8,28.6,66704,69.76,N,마포구,디지털미디어시티,18371,20049,38420
316,2016-09-03,K리그,K리그 클래식(vs울산),13843,1,상암월드컵주경기장,0.5,23.9,20.4,28.6,66704,20.75,Y,마포구,디지털미디어시티,11534,13273,24807
317,2016-09-03,문화예술행사,바이툴밴드 제5회 정기공연,120,1,뮤즈라이브,0.5,23.9,20.4,28.6,237,50.63,Y,송파구,올림픽공원,13495,14556,28051
318,2016-09-05,문화예술행사,젝스키스 2016 콘서트(가제),20457,8,KSPO DOME(체조경기장),0.0,26.4,23.0,31.1,15000,17.05,N,송파구,올림픽공원,6448,6207,12655
319,2016-09-10,일반행사,프린지 축제(크리미널 런),60,1,상암월드컵주경기장,0.0,24.4,20.0,29.1,66704,0.09,Y,마포구,디지털미디어시티,10629,10882,21511
320,2016-09-10,체육행사,송파구연합회장기 생활체육배드민턴대회,700,1,핸드볼경기장,0.0,24.4,20.0,29.1,6500,10.77,Y,송파구,올림픽공원,12858,13591,26449
321,2016-09-11,문화예술행사,팝페라테너 임형주의 첫번째 소극장 콘서트 'Only Voice & Autumn Night',193,1,뮤즈라이브,0.0,24.5,22.1,28.2,237,81.43,Y,송파구,올림픽공원,9434,10152,19586
322,2016-09-11,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0.0,24.5,22.1,28.2,66704,0.07,Y,마포구,디지털미디어시티,7483,7724,15207
323,2016-09-18,K리그,K리그 클래식(vs제주),15516,1,상암월드컵주경기장,0.0,23.5,20.2,28.3,66704,23.26,Y,마포구,디지털미디어시티,7298,7415,14713
324,2016-09-18,문화예술행사,"2016 한성백제 창작뮤지컬 ""기억의전달자""",5534,37,우리금융아트홀,0.0,23.5,20.2,28.3,1184,12.63,Y,송파구,올림픽공원,4830,5285,10115
325,2016-09-20,대중공연,2016 안테나뮤직 레이블 콘서트,7379,6,올림픽홀,0.0,20.6,15.4,26.8,3000,40.99,N,송파구,올림픽공원,12917,14216,27133
326,2016-09-22,문화예술행사,Angels Giving Hope 2016 콘서트,366,2,KSPO DOME(체조경기장),0.0,21.9,17.5,27.2,15000,1.22,N,송파구,올림픽공원,7312,7243,14555
327,2016-09-23,일반행사,전국금융노조 축제 한마당,53332,3,상암월드컵주경기장,0.0,21.4,16.4,27.9,66704,79.95,N,마포구,디지털미디어시티,18952,20227,39179
328,2016-09-24,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0.0,22.3,16.5,28.9,66704,0.07,Y,마포구,디지털미디어시티,11841,12007,23848
329,2016-09-25,일반행사,프린지 축제(즉흥으로놀자),500,2,상암월드컵주경기장,0.0,23.0,18.6,29.7,66704,0.75,Y,마포구,디지털미디어시티,8209,8666,16875
330,2016-09-29,문화예술행사,큐바니즘 1st 콘서트 'Hola',243,3,뮤즈라이브,0.0,20.4,18.2,24.8,237,34.18,N,송파구,올림픽공원,7036,6792,13828
331,2016-10-02,대중공연,김우빈 팬미팅,1410,2,올림픽홀,18.5,19.0,16.7,22.4,3000,23.5,Y,송파구,올림픽공원,2870,2721,5591
332,2016-10-03,일반행사,어반 애슬런 2016,1600,2,상암월드컵주경기장,6.5,22.7,19.6,27.9,66704,2.4,N,마포구,디지털미디어시티,8403,8731,17134
333,2016-10-03,문화예술행사,'With You' [아이노스 밴드 가스펠 콘서트],145,1,뮤즈라이브,6.5,22.7,19.6,27.9,237,61.18,N,송파구,올림픽공원,6512,7474,13986
334,2016-10-06,대중공연,2016 이승환의 빠데이 (가제),2617,3,올림픽홀,0.0,18.0,13.6,23.5,3000,29.08,N,송파구,올림픽공원,6940,6766,13706
335,2016-10-07,체육행사,난치병 환아 돕기 이종격투기 자선 대회,1500,3,핸드볼경기장,2.0,19.7,16.5,24.8,6500,7.69,N,송파구,올림픽공원,8333,8196,16529
336,2016-10-08,일반행사,청춘 아레나,9449,5,상암월드컵주경기장,6.0,16.8,10.3,21.8,66704,14.17,Y,마포구,디지털미디어시티,12920,16381,29301
337,2016-10-10,체육행사,제13회 KT&G복지재단 전국 어르신 탁구대회,2000,2,핸드볼경기장,0.0,14.0,7.4,21.4,6500,15.38,N,송파구,올림픽공원,7134,6857,13991
338,2016-10-15,기타축구,2016 서울컵 남자부 결승,50,1,상암월드컵주경기장,0.0,19.1,12.4,27.1,66704,0.07,Y,마포구,디지털미디어시티,12937,13153,26090
339,2016-10-15,K리그,스플릿리그 (vs울산),10482,1,상암월드컵주경기장,0.0,19.1,12.4,27.1,66704,15.71,Y,마포구,디지털미디어시티,12937,13153,26090
340,2016-10-17,문화예술행사,그랜드 민트 페스티벌 2016,11000,8,핸드볼경기장,0.0,17.5,14.5,21.7,6500,21.15,N,송파구,올림픽공원,6850,6639,13489
341,2016-10-17,대중공연,코린 베일리 래 (Corinne Bailey Rae)내한공연,1190,2,올림픽홀,0.0,17.5,14.5,21.7,3000,19.83,N,송파구,올림픽공원,6850,6639,13489
342,2016-10-18,기타축구,ACL 적응훈련(전북),50,1,상암월드컵주경기장,0.0,17.0,11.2,24.0,66704,0.07,N,마포구,디지털미디어시티,18110,20244,38354
343,2016-10-19,기타축구,ACL 4강전 (vs전북),14677,1,상암월드컵주경기장,0.0,18.0,14.0,24.3,66704,22.0,N,마포구,디지털미디어시티,18253,20071,38324
344,2016-10-22,기타축구,2016 서울컵 여자부 결승,50,1,상암월드컵주경기장,0.0,18.3,14.5,22.8,66704,0.07,Y,마포구,디지털미디어시티,12171,12634,24805
345,2016-10-22,K리그,스플릿리그 (vs상주),11565,1,상암월드컵주경기장,0.0,18.3,14.5,22.8,66704,17.34,Y,마포구,디지털미디어시티,12171,12634,24805
346,2016-10-22,문화예술행사,더라이트 비전 가스펠 콘서트,120,1,뮤즈라이브,0.0,18.3,14.5,22.8,237,50.63,Y,송파구,올림픽공원,11366,12740,24106
347,2016-10-26,기타축구,FA컵 4강전 (vs부천),5843,1,상암월드컵주경기장,0.0,13.3,10.5,16.3,66704,8.76,N,마포구,디지털미디어시티,18265,20150,38415
348,2016-10-27,대중공연,모질 브라스 내한공연 Mnozil Brass in Seoul,1810,1,올림픽홀,0.0,14.6,8.6,20.9,3000,60.33,N,송파구,올림픽공원,7587,7174,14761
349,2016-10-28,체육행사,2016 제4회 대한펜싱협회장배 전국남.녀 클럽.동호인펜싱선수권대회,800,4,핸드볼보조경기장,0.3,14.6,10.2,18.4,5003,4.0,N,송파구,올림픽공원,7286,6590,13876
350,2016-10-31,문화예술행사,가족뮤지컬-레이디버그,12249,28,우리금융아트홀,0.5,5.7,0.7,8.2,1184,36.95,N,송파구,올림픽공원,6268,6025,12293
351,2016-11-01,대중공연,평화재단<희망세상만들기> 강연,2315,1,올림픽홀,0.0,1.5,-2.4,6.6,3000,77.17,N,송파구,올림픽공원,7283,6872,14155
352,2016-11-02,K리그,스플릿리그 (vs전남),5011,1,상암월드컵주경기장,0.1,4.1,-2.7,10.5,66704,7.51,N,마포구,디지털미디어시티,17724,19771,37495
353,2016-11-06,대중공연,No Sleep Til...힙합공연,1860,1,올림픽홀,0.0,14.0,11.9,18.3,3000,62.0,Y,송파구,올림픽공원,5165,5492,10657
354,2016-11-08,체육행사,ATP 챔피언스 투어 2016,2534,7,핸드볼경기장,0.5,4.1,0.4,8.4,6500,5.57,N,송파구,올림픽공원,6527,6196,12723
355,2016-11-12,문화예술행사,2016 대일밴드 부치고 클래식 공연,190,1,뮤즈라이브,0.0,11.4,5.1,16.7,237,80.17,Y,송파구,올림픽공원,8234,8165,16399
356,2016-11-14,대중공연,2016 이문세 The Best,11598,7,올림픽홀,1.5,13.2,10.2,15.8,3000,55.23,N,송파구,올림픽공원,6143,5911,12054
357,2016-11-14,국가대표,월드컵예선 적응훈련(우주백),150,3,상암월드컵주경기장,1.5,13.2,10.2,15.8,66704,0.22,N,마포구,디지털미디어시티,17482,19439,36921
358,2016-11-15,국가대표,월드컵예선(vs우주백),27496,1,상암월드컵주경기장,0.0,5.2,2.5,10.2,66704,41.22,N,마포구,디지털미디어시티,18456,20632,39088
359,2016-11-19,문화예술행사,치과의사 밴드 연합 음악제,150,1,뮤즈라이브,0.0,13.0,9.9,18.6,237,63.29,Y,송파구,올림픽공원,7031,6730,13761
360,2016-11-20,기타축구,서울시 S리그 결승,50,1,상암월드컵주경기장,0.0,9.8,6.4,15.3,66704,0.07,Y,마포구,디지털미디어시티,7975,8315,16290
361,2016-11-22,공공행사,굿모닝월드(기업) 시상식 행사,3000,3,핸드볼경기장,0.2,2.0,-2.1,8.4,6500,15.38,N,송파구,올림픽공원,6501,6084,12585
362,2016-11-26,문화예술행사,2016 지역아동센터 특기적성지원사업 아티스트웨이 <아름다운 하모니 콘서트>,300,1,K-아트홀,2.8,0.9,-0.7,2.7,369,81.3,Y,송파구,올림픽공원,6872,5718,12590
363,2016-11-27,대중공연,2016 퐌타스틱 4 콘서트,4100,2,올림픽홀,0.0,3.3,0.5,6.6,3000,68.33,Y,송파구,올림픽공원,3370,3197,6567
364,2016-11-30,문화예술행사,아이유콘서트,6959,5,핸드볼경기장,1.0,6.0,0.7,9.8,6500,21.41,N,송파구,올림픽공원,6611,6313,12924
365,2016-11-30,대중공연,어반자카파 연말콘서트,5588,5,올림픽홀,1.0,6.0,0.7,9.8,3000,37.25,N,송파구,올림픽공원,6611,6313,12924
366,2016-12-03,기타축구,FA컵 결승전 (vs수원),35037,1,상암월드컵주경기장,0.0,4.5,-0.7,11.3,66704,52.53,Y,마포구,디지털미디어시티,12451,12549,25000
367,2016-12-07,대중공연,2016 SG워너비 연말콘서트,4046,5,올림픽홀,0.0,1.7,-2.7,7.5,3000,26.97,N,송파구,올림픽공원,6356,6161,12517
368,2016-12-08,문화예술행사,2016 엠씨더맥스 겨울 콘서트,6103,5,핸드볼경기장,3.0,2.1,-3.0,6.1,6500,18.78,N,송파구,올림픽공원,6406,6079,12485
369,2016-12-12,대중공연,CBS 창사62주년 기념 콘서트  <THANK YOU>,2935,2,올림픽홀,0.0,2.3,-3.0,6.3,3000,48.92,N,송파구,올림픽공원,6560,6319,12879
370,2016-12-14,대중공연,2016 버즈 연말 콘서트,4644,5,올림픽홀,0.1,-1.4,-2.3,-0.1,3000,30.96,N,송파구,올림픽공원,6526,6179,12705
371,2016-12-16,문화예술행사,2016 휘성 전국투어 콘서트 온에어- 서울,5185,3,핸드볼경기장,0.0,-4.7,-9.8,0.0,6500,26.59,N,송파구,올림픽공원,7363,6826,14189
372,2016-12-16,대중공연,무소속프로젝트2016 결선공연,190,2,K-아트홀,0.0,-4.7,-9.8,0.0,369,25.75,N,송파구,올림픽공원,7363,6826,14189
373,2016-12-16,문화예술행사,Go Back Home,80,1,뮤즈라이브,0.0,-4.7,-9.8,0.0,237,33.76,N,송파구,올림픽공원,7363,6826,14189
374,2016-12-17,문화예술행사,심바.始發,189,1,뮤즈라이브,0.0,2.7,-2.7,8.0,237,79.75,Y,송파구,올림픽공원,6543,6455,12998
375,2016-12-20,문화예술행사,2016 박정현 콘서트,8313,7,핸드볼경기장,0.0,7.6,4.4,13.6,6500,18.27,N,송파구,올림픽공원,6201,5795,11996
376,2016-12-20,대중공연,2016 김연우 크리스마스 콘서트,8031,6,올림픽홀,0.0,7.6,4.4,13.6,3000,44.62,N,송파구,올림픽공원,6201,5795,11996
377,2016-12-21,문화예술행사,상일미디어고Rat A Tat 제5회 정기공연,50,1,뮤즈라이브,29.0,7.9,4.1,12.6,237,21.1,N,송파구,올림픽공원,6358,5797,12155
378,2016-12-23,대중공연,[옴므]의 크리스마스 콘서트,627,3,K-아트홀,0.1,-2.5,-4.4,1.5,369,56.64,N,송파구,올림픽공원,8532,7998,16530
379,2016-12-27,대중공연,2016 김범수 연말 콘서트,5372,5,올림픽홀,0.5,-2.3,-6.3,1.3,3000,35.81,N,송파구,올림픽공원,6057,5500,11557
380,2016-12-28,문화예술행사,2016 DJ DOC 콘서트,5547,5,핸드볼경기장,0.0,-3.7,-8.4,2.6,6500,17.07,N,송파구,올림픽공원,5969,5403,11372
381,2016-12-29,대중공연,2016 장혜진 Octet 연말 콘서트,318,3,K-아트홀,0.3,-4.2,-7.2,-1.1,369,28.73,N,송파구,올림픽공원,5690,5243,10933
382,2016-12-29,문화예술행사,2016년 소울스타 연말 콘서트,340,3,뮤즈라이브,0.3,-4.2,-7.2,-1.1,237,47.82,N,송파구,올림픽공원,5690,5243,10933
383,2017-01-03,대중공연,APRIL 쇼케이스,510,2,K-아트홀,0.0,2.0,-2.3,7.7,369,69.11,N,송파구,올림픽공원,6180,6162,12342
384,2017-01-15,대중공연,2017 몬스타엑스 팬미팅,318,1,K-아트홀,0.0,-6.6,-11.5,-0.9,369,86.18,Y,송파구,올림픽공원,2462,2449,4911
385,2017-01-18,문화예술행사,2017 비투비 서울 콘서트,9076,5,핸드볼경기장,0.0,-0.5,-3.0,2.8,6500,27.93,N,송파구,올림픽공원,5616,5123,10739
386,2017-01-20,대중공연,제프 벡(Jeff Beck) 내한공연,1510,2,올림픽홀,4.0,-4.4,-7.8,-1.4,3000,25.17,N,송파구,올림픽공원,6478,5755,12233
387,2017-02-09,대중공연,AOMG 단독 콘서트,6245,4,올림픽홀,0.0,-5.3,-7.1,-2.1,3000,52.04,N,송파구,올림픽공원,5508,5293,10801
388,2017-02-13,문화예술행사,트와이스 콘서트,11924,6,핸드볼경기장,0.0,0.1,-5.4,6.1,6500,30.57,N,송파구,올림픽공원,3999,4007,8006
389,2017-02-19,문화예술행사,굿뉴스코 페스티벌,5080,2,올림픽홀,1.0,2.3,-3.4,5.7,3000,84.67,Y,송파구,올림픽공원,7427,6739,14166
390,2017-02-20,기타축구,ACL 적응훈련(상하이상강),50,1,상암월드컵주경기장,0.5,-1.5,-5.2,5.4,66704,0.07,N,마포구,디지털미디어시티,16435,18460,34895
391,2017-02-21,문화예술행사,2PM 콘서트,9797,13,핸드볼경기장,0.0,-0.6,-7.6,6.9,6500,11.59,N,송파구,올림픽공원,7542,6995,14537
392,2017-02-21,기타축구,ACL (vs 상하이상강),17764,1,상암월드컵주경기장,0.0,-0.6,-7.6,6.9,66704,26.63,N,마포구,디지털미디어시티,17202,19442,36644
393,2017-02-22,대중공연,최은석의 취향저격 토크쇼-앵콜 콘서트,1059,1,우리금융아트홀,5.1,1.7,-0.9,2.9,1184,89.44,N,송파구,올림픽공원,8005,8227,16232
394,2017-02-28,대중공연,2017 마마무 콘서트 무지컬 - 앵콜,9707,5,올림픽홀,0.0,5.6,-1.3,12.3,3000,64.71,N,송파구,올림픽공원,6275,6062,12337
395,2017-03-01,체육행사,2017년 3월 팀훈련,330,16,핸드볼보조경기장,5.0,5.0,2.0,11.4,5003,0.41,N,송파구,올림픽공원,3496,3389,6885
396,2017-03-05,K리그,K리그 클래식(vs수원),34376,1,상암월드컵주경기장,0.5,5.2,1.2,10.4,66704,51.54,Y,마포구,디지털미디어시티,7705,8207,15912
397,2017-03-09,문화예술행사,2017 AOA 콘서트,2305,4,올림픽홀,0.0,3.2,-2.7,10.7,3000,19.21,N,송파구,올림픽공원,6474,6133,12607
398,2017-03-14,기타축구,ACL 적응훈련(시드니),50,1,상암월드컵주경기장,0.0,5.8,1.0,10.9,66704,0.07,N,마포구,디지털미디어시티,17549,19745,37294
399,2017-03-15,기타축구,ACL (vs 웨스턴시드니),4769,1,상암월드컵주경기장,0.0,6.3,0.4,13.3,66704,7.15,N,마포구,디지털미디어시티,17718,19823,37541
400,2017-03-17,대중공연,옥타곤FC 개막전,993,2,올림픽홀,0.0,7.7,1.2,15.7,3000,16.55,N,송파구,올림픽공원,6963,6318,13281
401,2017-03-19,문화예술행사,굿뉴스코 페스티벌 앵콜공연,2250,1,올림픽홀,0.0,10.9,3.2,18.9,3000,75.0,Y,송파구,올림픽공원,4923,11949,16872
402,2017-03-19,K리그,K리그 클래식(vs광주),10892,1,상암월드컵주경기장,0.0,10.9,3.2,18.9,66704,16.33,Y,마포구,디지털미디어시티,7775,8304,16079
403,2017-03-25,문화예술행사,윤딴딴 단독 콘서트 <딴칸방>,230,1,뮤즈라이브,0.0,8.1,5.0,12.6,237,97.05,Y,송파구,올림픽공원,4535,4417,8952
404,2017-03-27,국가대표,월드컵예선 적응훈련(시리아),100,1,상암월드컵주경기장,0.4,6.1,4.4,10.9,66704,0.15,N,마포구,디지털미디어시티,17424,19233,36657
405,2017-03-28,국가대표,월드컵예선(vs시리아),27920,1,상암월드컵주경기장,0.0,7.1,2.5,12.7,66704,41.86,N,마포구,디지털미디어시티,17930,20018,37948
406,2017-03-29,체육행사,2017 SK텔레콤 국제 그랑프리대회,800,5,핸드볼보조경기장,0.0,8.8,4.7,14.4,5003,3.2,N,송파구,올림픽공원,6685,6282,12967
407,2017-04-01,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,1.0,9.0,4.8,15.1,66704,0.07,Y,마포구,디지털미디어시티,10889,12944,23833
408,2017-04-02,대중공연,여자친구 THE FIRST FAN MEETING [DEAR BUDDY],2337,1,올림픽홀,0.0,9.0,3.1,15.8,3000,77.9,Y,송파구,올림픽공원,7440,7459,14899
409,2017-04-05,체육행사,한국체육대학교총장배 전국태권도대회,1000,3,핸드볼경기장,37.5,12.0,10.8,14.2,6500,5.13,N,송파구,올림픽공원,6346,6013,12359
410,2017-04-08,K리그,K리그 클래식(vs제주),13175,1,상암월드컵주경기장,0.5,13.0,8.6,19.9,66704,19.75,Y,마포구,디지털미디어시티,11440,13134,24574
411,2017-04-09,체육행사,제27회 송파구청장기 배드민턴대회,1000,1,핸드볼경기장,0.5,14.8,10.6,20.5,6500,15.38,Y,송파구,올림픽공원,4657,5157,9814
412,2017-04-09,체육행사,가. 국민과 함께하는 공정한 체육문화 만들기 결의대회,1180,1,우리금융아트홀,0.5,14.8,10.6,20.5,1184,99.66,Y,송파구,올림픽공원,4657,5157,9814
413,2017-04-10,대중공연,캐리와장난감친구들 시즌2,11763,28,우리금융아트홀,0.0,16.5,10.1,23.3,1184,35.48,N,송파구,올림픽공원,6885,6909,13794
414,2017-04-11,대중공연,홀로그램 라이브 퍼포먼스 <킥스:시즌2>,19229,139,K-아트홀,0.0,15.3,11.5,20.2,369,37.49,N,송파구,올림픽공원,7502,7200,14702
415,2017-04-13,대중공연,이준기 콘서트,2111,2,올림픽홀,0.0,12.7,6.3,19.6,3000,35.18,N,송파구,올림픽공원,7140,6694,13834
416,2017-04-13,일반행사,국가금식회개의날,15248,6,상암월드컵주경기장,0.0,12.7,6.3,19.6,66704,22.86,N,마포구,디지털미디어시티,17450,19613,37063
417,2017-04-15,문화예술행사,FIRE ROCK FESTIVAL,50,1,뮤즈라이브,0.0,16.8,10.9,24.3,237,21.1,Y,송파구,올림픽공원,6800,7292,14092
418,2017-04-18,대중공연,"Hiphop PARYY - 딘, 크러시, 자이언티 / DJ. DOC, 코요테",3800,4,올림픽홀,7.5,11.7,9.4,17.4,3000,31.67,N,송파구,올림픽공원,6367,6160,12527
419,2017-04-19,기타축구,FA컵-32강전 (vs 안양),4277,1,상암월드컵주경기장,0.0,12.6,7.0,18.4,66704,6.41,N,마포구,디지털미디어시티,17595,19859,37454
420,2017-04-22,K리그,K리그 클래식(vs인천),14596,1,상암월드컵주경기장,0.0,14.8,8.5,22.5,66704,21.88,Y,마포구,디지털미디어시티,11169,11837,23006
421,2017-04-29,기타축구,일반시민 축구경기,200,1,상암월드컵주경기장,0.0,17.1,9.6,23.7,66704,0.3,Y,마포구,디지털미디어시티,10724,10901,21625
422,2017-04-29,대중공연,2017 김현중 팬미팅,2216,1,올림픽홀,0.0,17.1,9.6,23.7,3000,73.87,Y,송파구,올림픽공원,6840,6836,13676
423,2017-04-30,체육행사,제29회 강동구청장기 생활체육 배드민턴대회,1000,1,핸드볼경기장,0.0,19.3,13.7,27.8,6500,15.38,Y,송파구,올림픽공원,4238,4370,8608
424,2017-05-03,K리그,K리그 클래식(vs전남),26261,1,상암월드컵주경기장,0.0,21.5,14.5,30.2,66704,39.37,N,마포구,디지털미디어시티,8983,9307,18290
425,2017-05-09,기타축구,ACL 적응훈련(우라와),50,1,상암월드컵주경기장,2.5,17.1,15.3,22.6,66704,0.07,N,마포구,디지털미디어시티,8624,9257,17881
426,2017-05-09,대중공연,소녀시대 태연 2번째 콘서트,7697,6,올림픽홀,2.5,17.1,15.3,22.6,3000,42.76,N,송파구,올림픽공원,3744,3718,7462
427,2017-05-10,기타축구,ACL (vs우라와 ),4933,1,상암월드컵주경기장,2.5,16.4,14.2,20.8,66704,7.4,N,마포구,디지털미디어시티,17841,19609,37450
428,2017-05-11,대중공연,뷰티풀 민트 라이프 (BML) 2017,10000,4,우리금융아트홀,0.0,19.3,13.1,24.8,1184,211.15,N,송파구,올림픽공원,7428,7101,14529
429,2017-05-14,일반행사,워킹페스티벌 after 콘서트,6682,4,상암월드컵주경기장,0.0,15.7,11.0,20.7,66704,10.02,Y,마포구,디지털미디어시티,7859,8297,16156
430,2017-05-17,기타축구,FA컵-16강전 (vs부산),2456,1,상암월드컵주경기장,0.0,18.6,12.3,25.9,66704,3.68,N,마포구,디지털미디어시티,17509,19617,37126
431,2017-05-20,K리그,K리그 클래식(vs강원),14560,1,상암월드컵주경기장,0.0,20.9,15.4,27.3,66704,21.83,Y,마포구,디지털미디어시티,11384,15591,26975
432,2017-05-22,대중공연,세븐틴 쇼케이스,3636,2,올림픽홀,0.0,21.8,15.9,28.0,3000,60.6,N,송파구,올림픽공원,6987,6670,13657
433,2017-05-24,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,18260,5,올림픽홀,0.1,21.8,16.9,27.8,3000,121.73,N,송파구,올림픽공원,7151,6776,13927
434,2017-05-24,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,26545,6,핸드볼경기장,0.1,21.8,16.9,27.8,6500,68.06,N,송파구,올림픽공원,7151,6776,13927
435,2017-05-25,대중공연,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,8600,4,우리금융아트홀,0.0,19.2,14.4,24.4,1184,181.59,N,송파구,올림픽공원,9551,10005,19556
436,2017-05-26,대중공연,CLC 미니  콘서트,120,2,뮤즈라이브,0.0,17.7,12.4,23.2,237,25.32,N,송파구,올림픽공원,7708,7326,15034
437,2017-05-27,K리그,K리그 클래식(vs울산),16359,1,상암월드컵주경기장,0.0,19.5,13.7,26.4,66704,24.52,Y,마포구,디지털미디어시티,13961,13961,27922
438,2017-05-29,대중공연,혁오 단독공연 (예정),3311,7,올림픽홀,0.0,22.9,18.1,29.3,3000,15.77,N,송파구,올림픽공원,7067,6888,13955
439,2017-05-29,공공행사,4th CMS Brunch Seminar,2400,2,핸드볼경기장,0.0,22.9,18.1,29.3,6500,18.46,N,송파구,올림픽공원,7067,6888,13955
440,2017-05-31,문화예술행사,2017 CNBLUE 콘서트,6195,5,핸드볼경기장,0.0,23.3,17.7,29.6,6500,19.06,N,송파구,올림픽공원,6919,6668,13587
441,2017-06-02,대중공연,국민사랑콘서트,800,2,우리금융아트홀,0.0,20.5,15.5,25.6,1184,33.78,N,송파구,올림픽공원,7844,7199,15043
442,2017-06-03,일반행사,2017 드림콘서트,47508,9,상암월드컵주경기장,0.0,20.5,16.1,26.5,66704,71.22,Y,마포구,디지털미디어시티,11463,11490,22953
443,2017-06-08,대중공연,2017 거미 앨범발매 기념 콘서트 (가제),3280,4,올림픽홀,0.0,20.1,15.1,25.9,3000,27.33,N,송파구,올림픽공원,6772,6488,13260
444,2017-06-09,체육행사,제5회 피셔 잠스트-배드민턴코리아 슈퍼토너먼트,850,3,핸드볼경기장,0.1,21.2,17.9,25.7,6500,4.36,N,송파구,올림픽공원,6755,6485,13240
445,2017-06-10,일반행사,지드래곤 2017 콘서트,35443,9,상암월드컵주경기장,4.5,21.5,16.7,27.5,66704,53.13,Y,마포구,디지털미디어시티,11339,11710,23049
446,2017-06-10,대중공연,맨투맨탐정단 공개방송,1000,2,우리금융아트홀,4.5,21.5,16.7,27.5,1184,42.23,Y,송파구,올림픽공원,5569,5906,11475
447,2017-06-13,대중공연,(가제)BTS 이벤트,1050,1,우리금융아트홀,0.0,21.5,18.3,25.9,1184,88.68,N,송파구,올림픽공원,8480,8179,16659
448,2017-06-15,대중공연,2017 몬스타엑스콘서트,4587,4,올림픽홀,0.0,23.1,18.0,29.6,3000,38.22,N,송파구,올림픽공원,6560,6076,12636
449,2017-06-16,대중공연,2017 버즈 소풍가자 콘서트,1050,2,우리금융아트홀,0.0,25.5,20.0,32.7,1184,44.34,N,송파구,올림픽공원,6835,6419,13254
450,2017-06-16,문화예술행사,Dok2 & The Quiett - Hiphop Conceret,1813,2,핸드볼경기장,0.0,25.5,20.0,32.7,6500,13.95,N,송파구,올림픽공원,6835,6419,13254
451,2017-06-21,K리그,K리그 클래식(vs대구),6384,1,상암월드컵주경기장,0.0,25.4,21.7,31.6,66704,9.57,N,마포구,디지털미디어시티,16812,18918,35730
452,2017-06-22,대중공연,2017 황치열 1st 단독 콘서트,4635,4,올림픽홀,0.0,25.3,21.2,30.4,3000,38.62,N,송파구,올림픽공원,6173,5640,11813
453,2017-06-24,체육행사,2017 문화체육관광부장관배 전국학생바둑대회,820,2,핸드볼경기장,3.5,24.5,21.5,27.8,6500,6.31,Y,송파구,올림픽공원,7381,7136,14517
454,2017-06-25,K리그,K리그 클래식(vs상주),9757,1,상암월드컵주경기장,1.5,23.8,21.0,28.4,66704,14.63,Y,마포구,디지털미디어시티,7156,7761,14917
455,2017-06-28,대중공연,프로듀스101 시즌2 콘서트,6550,2,올림픽홀,0.0,26.0,22.5,30.5,3000,109.17,N,송파구,올림픽공원,5886,5413,11299
456,2017-07-02,K리그,K리그 클래식(vs전북),17571,1,상암월드컵주경기장,92.0,24.3,21.9,26.8,66704,26.34,Y,마포구,디지털미디어시티,6222,6724,12946
457,2017-07-05,대중공연,2017 국카스텐 Squall 콘서트,5927,6,올림픽홀,0.0,27.4,23.3,32.6,3000,32.93,N,송파구,올림픽공원,8167,7896,16063
458,2017-07-08,일반행사,SM타운 콘서트,32637,7,상암월드컵주경기장,4.5,26.0,24.6,27.6,66704,48.93,Y,마포구,디지털미디어시티,9783,9869,19652
