,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),최저기온(℃),최고기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,합계_하차,유동인구
669,2018-08-16,대중공연,노엘갤러거 하이플라잉버즈 내한공연,4280,1,올림픽홀,0.0,29.9,24.1,35.6,3000,142.67,N,송파구,올림픽공원,7884,7878,15762
670,2018-08-17,대중공연,이달의 소녀 데뷔콘서트,1710,3,올림픽홀,0.0,27.2,21.7,33.8,3000,19.0,N,송파구,올림픽공원,5626,5168,10794
671,2018-08-19,K리그,2018 K리그1 서울vs전북,20471,1,상암월드컵주경기장,0.0,28.2,23.0,34.4,66704,30.69,Y,마포구,디지털미디어시티,6480,6885,13365
672,2018-08-21,문화예술행사,몬스타엑스 월드투어 앵콜콘서트,6580,6,핸드볼경기장,5.0,26.6,23.4,31.0,6500,16.87,N,송파구,올림픽공원,5244,4833,10077
673,2018-08-22,K리그,2018 K리그1 서울vs포항,6995,1,상암월드컵주경기장,0.0,30.7,23.4,37.6,66704,10.49,N,마포구,디지털미디어시티,15719,17557,33276
674,2018-08-24,문화예술행사,2018 범주&레이나 콘서트 “남과 여”,1000,3,K-아트홀,7.5,24.4,23.2,26.3,369,90.33,N,송파구,올림픽공원,5001,4556,9557
675,2018-08-26,문화예술행사,소리바다 2018 k-뮤직어워즈&샤이니 6번째 콘서트,36408,8,KSPO DOME(체조경기장),2.0,23.2,20.3,29.0,15000,30.34,Y,송파구,올림픽공원,5355,5568,10923
676,2018-08-27,순수예술공연,상주단체공연 <골목길 햄릿>,1173,14,K-아트홀,19.5,22.7,20.2,24.9,369,22.71,N,송파구,올림픽공원,5493,5283,10776
677,2018-09-01,체육행사,2018년 9월 핸드볼 팀 훈련,370,21,핸드볼보조경기장,0.0,25.5,20.8,30.9,5003,0.35,Y,송파구,올림픽공원,10584,10359,20943
678,2018-09-01,체육행사,2018 문화체육관광부장관배 전국학생 바둑대회,1000,2,핸드볼경기장,0.0,25.5,20.8,30.9,6500,7.69,Y,송파구,올림픽공원,10584,10359,20943
679,2018-09-03,문화예술행사,서울올림픽30주년기념 열린음악회,10000,6,KSPO DOME(체조경기장),34.5,23.3,21.4,25.8,15000,11.11,N,송파구,올림픽공원,5952,5576,11528
680,2018-09-03,문화예술행사,서울올림픽30주년기념 열린음악회,10000,6,KSPO DOME(체조경기장),34.5,23.3,21.4,25.8,15000,11.11,N,송파구,올림픽공원,5952,5576,11528
681,2018-09-05,문화예술행사,2018 여자친구 단독콘서트,5672,6,핸드볼경기장,0.0,24.0,19.6,28.5,6500,14.54,N,송파구,올림픽공원,6520,6106,12626
682,2018-09-05,대중공연,엘리골딩 첫 내한공연,1250,2,올림픽홀,0.0,24.0,19.6,28.5,3000,20.83,N,송파구,올림픽공원,6520,6106,12626
683,2018-09-07,대중공연,MAYDAY의  첫 내한공연,2810,3,올림픽홀,0.5,22.0,19.1,25.5,3000,31.22,N,송파구,올림픽공원,6396,5837,12233
684,2018-09-08,문화예술행사,Play the Guitar,130,1,뮤즈라이브,0.0,21.7,15.9,27.7,237,54.85,Y,송파구,올림픽공원,12710,12634,25344
685,2018-09-10,문화예술행사,FEVER FESTIVAL 2018,3618,7,핸드볼경기장,0.0,22.9,18.6,28.4,6500,7.95,N,송파구,올림픽공원,6216,5965,12181
686,2018-09-14,대중공연,2018 스타팩 콘서트 - 성시경 콘서트,2564,3,올림픽홀,0.5,23.5,20.3,26.8,3000,28.49,N,송파구,올림픽공원,8513,8145,16658
687,2018-09-15,문화예술행사,"레트로펑키 첫 단독 콘서트 <1:AM, I’AM>",140,1,뮤즈라이브,0.2,23.3,21.0,26.0,237,59.07,Y,송파구,올림픽공원,9336,9669,19005
688,2018-09-16,K리그,2018 K리그1 서울vs대구,15602,1,상암월드컵주경기장,2.0,22.2,21.0,23.9,66704,23.39,Y,마포구,디지털미디어시티,7075,7329,14404
689,2018-09-19,문화예술행사,Sprit Fingers(가제),119,2,뮤즈라이브,0.2,22.1,18.9,26.6,237,25.11,N,송파구,올림픽공원,6988,6578,13566
690,2018-09-21,체육행사,2018 코리아오픈 배드민턴 대회,6120,10,핸드볼경기장,18.0,19.4,17.6,21.9,6500,9.42,N,송파구,올림픽공원,6941,6296,13237
691,2018-09-25,문화예술행사,싸이 X 비 콘서트,10201,6,KSPO DOME(체조경기장),0.0,17.8,10.8,24.3,15000,11.33,N,송파구,올림픽공원,3122,3372,6494
692,2018-09-26,K리그,2018 K리그1 서울vs인천,15092,1,상암월드컵주경기장,0.0,19.4,16.2,24.8,66704,22.63,N,마포구,디지털미디어시티,6504,6935,13439
693,2018-09-27,대중공연,2018 MXM 1st CONCERT,3372,5,올림픽홀,0.0,18.9,13.2,25.0,3000,22.48,N,송파구,올림픽공원,6414,6321,12735
694,2018-09-30,K리그,2018 K리그1 서울vs상주,12943,1,상암월드컵주경기장,0.0,17.6,14.0,21.6,66704,19.4,Y,마포구,디지털미디어시티,6786,7130,13916
695,2018-10-01,문화예술행사,SHINHWA 20years Anniversary Concert ‘HEART BEATS’  (가제),22345,7,KSPO DOME(체조경기장),0.0,15.4,13.0,19.7,15000,21.28,N,송파구,올림픽공원,6311,6285,12596
696,2018-10-02,문화예술행사,SLOW LIFE SLOW LIVE 2018(슬로우 라이프 슬로우 라이브 2018),1824,6,핸드볼경기장,0.0,15.9,10.3,22.0,6500,4.68,N,송파구,올림픽공원,6623,6316,12939
697,2018-10-02,문화예술행사,어린이 뮤지컬 '엄마 까투리' 시즌2,22988,34,우리금융아트홀,0.0,15.9,10.3,22.0,1184,57.1,N,송파구,올림픽공원,6623,6316,12939
698,2018-10-07,대중공연,막심므라비차와 막심 밴드 크로스오버 콘서트,1710,1,올림픽홀,0.0,16.4,12.3,21.1,3000,57.0,Y,송파구,올림픽공원,13900,14343,28243
699,2018-10-08,문화예술행사,2018 SECHSKIES CONCERT,12843,8,KSPO DOME(체조경기장),0.0,14.8,9.2,20.9,15000,10.7,N,송파구,올림픽공원,6508,6565,13073
700,2018-10-09,순수예술공연,국악단 소리개의 <길> (가제),553,3,K-아트홀,0.0,15.3,10.7,19.8,369,49.95,N,송파구,올림픽공원,4823,5222,10045
701,2018-10-11,대중공연,흉소프레소콘서트,1520,2,올림픽홀,0.0,9.7,6.1,13.9,3000,25.33,N,송파구,올림픽공원,6695,6492,13187
702,2018-10-12,국가대표,축구국가대표팀 친선경기 대한민국vs우루과이,64170,2,상암월드컵주경기장,0.0,10.9,5.2,17.4,66704,96.2,N,마포구,디지털미디어시티,20194,19674,39868
703,2018-10-13,대중공연,은희 컴백콘서트 with 이동원,529,1,올림픽홀,0.0,12.5,6.1,19.8,3000,17.63,Y,송파구,올림픽공원,9716,10410,20126
704,2018-10-14,문화예술행사,IBK 기업은행과 함께하는 여덟번째 참좋은 음악회,5956,5,올림픽홀,0.0,13.2,6.8,20.3,3000,39.71,Y,송파구,올림픽공원,8277,8817,17094
705,2018-10-15,문화예술행사,그랜드 민트 페스티벌 2018,13508,8,핸드볼경기장,0.0,15.2,10.9,21.0,6500,25.98,N,송파구,올림픽공원,6627,6201,12828
706,2018-10-16,문화예술행사,그랜드 민트 페스티벌 2018,8000,4,KSPO DOME(체조경기장),0.0,14.5,9.9,20.3,15000,13.33,N,송파구,올림픽공원,7880,7806,15686
707,2018-10-19,문화예술행사,Stray Kids UNVEIL,1742,3,올림픽홀,0.0,13.1,7.2,20.4,3000,19.36,N,송파구,올림픽공원,7072,6639,13711
708,2018-10-22,문화예술행사,2018 대한민국 대중문화예술상 시상식,2380,3,올림픽홀,0.0,14.0,8.8,20.6,3000,26.44,N,송파구,올림픽공원,6939,6841,13780
709,2018-10-24,문화예술행사,김희영 디딤-잊히고 싶지 않은 소리들,95,2,뮤즈라이브,0.0,12.5,7.6,18.7,237,20.04,N,송파구,올림픽공원,8777,8671,17448
710,2018-10-25,대중공연,2018 실연자 페스티벌 KMPF,1610,2,올림픽홀,0.0,13.8,7.0,21.2,3000,26.83,N,송파구,올림픽공원,7280,7083,14363
711,2018-10-25,공공행사,스포츠산업 잡페어 2018,6000,2,KSPO DOME(체조경기장),0.0,13.8,7.0,21.2,15000,20.0,N,송파구,올림픽공원,7280,7083,14363
712,2018-10-25,대중공연,박기영 데뷔 20주년 기념 콘서트,558,3,K-아트홀,0.0,13.8,7.0,21.2,369,50.41,N,송파구,올림픽공원,7280,7083,14363
713,2018-10-26,문화예술행사,하현우 솔로음반 음감회,73,1,뮤즈라이브,11.0,12.2,9.9,14.7,237,30.8,N,송파구,올림픽공원,8457,7868,16325
714,2018-10-26,체육행사,2018 제6회 대한펜싱협회장배 전국남녀 클럽 동호인 펜싱선수권대회,1400,4,핸드볼경기장,11.0,12.2,9.9,14.7,6500,5.38,N,송파구,올림픽공원,8457,7868,16325
715,2018-10-27,K리그,2018 K스플릿라운드 서울vs강원,7616,1,상암월드컵주경기장,0.0,8.7,6.2,11.6,66704,11.42,Y,마포구,디지털미디어시티,10468,10938,21406
716,2018-10-27,문화예술행사,프로듀스48 쇼케이스,3050,3,올림픽홀,0.0,8.7,6.2,11.6,3000,33.89,Y,송파구,올림픽공원,5478,5520,10998
717,2018-10-29,문화예술행사,대한태권도협회 시범단 신규 공연 쇼케이스,180,3,K-아트홀,0.0,7.2,3.4,11.7,369,16.26,N,송파구,올림픽공원,8805,8910,17715
718,2018-10-29,문화예술행사,2018 SEVENTEEN ENCORE CONCERT ‘IDEAL CUT’ IN SEOUL,22790,7,KSPO DOME(체조경기장),0.0,7.2,3.4,11.7,15000,21.7,N,송파구,올림픽공원,8805,8910,17715
719,2018-10-30,대중공연,카이고(Kygo) 내한 공연,3902,1,올림픽홀,0.0,6.1,0.7,11.6,3000,130.07,N,송파구,올림픽공원,8339,8379,16718
720,2018-10-31,문화예술행사,2018 크러쉬 단독 콘서트,6872,5,올림픽홀,0.0,7.4,3.0,12.6,3000,45.81,N,송파구,올림픽공원,6862,6661,13523
721,2018-11-03,문화예술행사,치과의사 밴드 연합 음악제,156,1,뮤즈라이브,0.0,11.2,5.0,19.1,237,65.82,Y,송파구,올림픽공원,16868,17541,34409
722,2018-11-05,문화예술행사,제6회 전국노래교실회원의날,1520,2,올림픽홀,0.0,11.9,6.6,18.3,3000,25.33,N,송파구,올림픽공원,6851,6776,13627
723,2018-11-05,문화예술행사,2018 BLACKPINK SHOW,17139,8,KSPO DOME(체조경기장),0.0,11.9,6.6,18.3,15000,14.28,N,송파구,올림픽공원,6851,6776,13627
724,2018-11-07,대중공연,가족뮤지컬 <레이디버그>,0,26,우리금융아트홀,2.0,12.8,10.3,15.7,1184,0.0,N,송파구,올림픽공원,6595,6292,12887
725,2018-11-07,문화예술행사,감정노동 힐링문화제,157,1,뮤즈라이브,2.0,12.8,10.3,15.7,237,66.24,N,송파구,올림픽공원,6595,6292,12887
726,2018-11-09,대중공연,2018 마인드유 콘서트,622,3,K-아트홀,1.0,12.1,9.5,15.4,369,56.19,N,송파구,올림픽공원,6896,6333,13229
727,2018-11-11,K리그,2018 K스플릿라운드 서울vs전남,8525,1,상암월드컵주경기장,0.0,8.1,5.4,10.9,66704,12.78,Y,마포구,디지털미디어시티,6952,7346,14298
728,2018-11-11,문화예술행사,"레이첼 야마가타 내한공연 'Songs, Stories, Solo' 서울 앵콜",233,1,뮤즈라이브,0.0,8.1,5.4,10.9,237,98.31,Y,송파구,올림픽공원,7594,7687,15281
729,2018-11-11,문화예술행사,제2회 한중국제영화제,680,2,올림픽홀,0.0,8.1,5.4,10.9,3000,11.33,Y,송파구,올림픽공원,7594,7687,15281
730,2018-11-13,문화예술행사,2018 아이유 데뷔 10주년 아시아 투어 콘서트 ‘IU+’ (가제),21183,7,KSPO DOME(체조경기장),0.0,8.8,4.1,15.4,15000,20.17,N,송파구,올림픽공원,6537,6453,12990
731,2018-11-14,문화예술행사,컴패션 15주년 기념 행사,4898,4,올림픽홀,0.0,9.8,4.8,16.6,3000,40.82,N,송파구,올림픽공원,7000,6707,13707
732,2018-11-15,대중공연,2018 플라이투더스카이 콘서트,1967,4,우리금융아트홀,0.0,9.7,4.7,16.2,1184,41.53,N,송파구,올림픽공원,6965,6499,13464
733,2018-11-17,순수예술공연,2018 지역아동센터 특기적성지원사업 아티스트웨이 <아름다운 하모니 콘서트>,364,1,K-아트홀,0.0,4.9,0.6,11.4,369,98.64,Y,송파구,올림픽공원,12211,13022,25233
734,2018-11-17,체육행사,제7회 전국민참여 독도사랑 전국배드민턴대회,800,2,핸드볼경기장,0.0,4.9,0.6,11.4,6500,6.15,Y,송파구,올림픽공원,12211,13022,25233
735,2018-11-19,대중공연,NEW 뮤지컬 시크릿쥬쥬 초연공연(가제 : 레인보우 사피의 탄생),12266,14,우리금융아트홀,0.0,6.5,3.3,11.3,1184,74.0,N,송파구,올림픽공원,6363,6182,12545
736,2018-11-20,문화예술행사,2018 하이라이트 10주년 기념 콘서트(가제),18534,7,KSPO DOME(체조경기장),0.2,6.5,0.0,12.7,15000,17.65,N,송파구,올림픽공원,7086,6881,13967
737,2018-11-23,대중공연,2018 최재훈 콘서트 [일년에 단 한번],703,2,K-아트홀,0.0,1.9,-3.1,7.6,369,95.26,N,송파구,올림픽공원,6853,6148,13001
738,2018-11-24,K리그,2018 K스플릿라운드 서울vs인천,10816,1,상암월드컵주경기장,10.9,2.6,0.3,3.8,66704,16.21,Y,마포구,디지털미디어시티,9843,10021,19864
739,2018-11-24,체육행사,제10회 KPDC 전국 댄스스포츠 선수권 대회,1500,2,핸드볼경기장,10.9,2.6,0.3,3.8,6500,11.54,Y,송파구,올림픽공원,11101,11068,22169
740,2018-11-26,문화예술행사,god 20주년 기념 콘서트,31760,8,KSPO DOME(체조경기장),0.0,6.3,1.6,13.6,15000,26.47,N,송파구,올림픽공원,6274,6077,12351
741,2018-11-29,문화예술행사,2018 박원 연말콘서트,3452,4,올림픽홀,0.0,3.5,0.6,6.7,3000,28.77,N,송파구,올림픽공원,6949,7041,13990
742,2018-11-30,문화예술행사,BRANDNEW YEAR 2018(브랜뉴이어 2018),3351,4,핸드볼경기장,0.0,2.7,-1.5,8.0,6500,12.89,N,송파구,올림픽공원,11779,12965,24744
743,2018-12-01,문화예술행사,스트리머 뮤직 콘서트,210,1,뮤즈라이브,0.0,5.5,0.8,12.4,237,88.61,Y,송파구,올림픽공원,5226,5930,11156
744,2018-12-01,체육행사,2018년 12월 핸드볼팀 훈련,180,31,핸드볼보조경기장,0.0,5.5,0.8,12.4,5003,0.12,Y,송파구,올림픽공원,5226,5930,11156
745,2018-12-03,문화예술행사,2018 김동률 콘서트,31525,7,KSPO DOME(체조경기장),9.5,11.5,9.3,13.5,15000,30.02,N,송파구,올림픽공원,5406,5118,10524
746,2018-12-03,순수예술공연,연극 <그을린사랑>,1435,14,K-아트홀,9.5,11.5,9.3,13.5,369,27.78,N,송파구,올림픽공원,5406,5118,10524
747,2018-12-04,대중공연,최현우 <THE BRAIN>,18604,28,우리금융아트홀,5.0,6.7,-0.3,11.8,1184,56.12,N,송파구,올림픽공원,5739,5167,10906
748,2018-12-05,문화예술행사,2018 어반자카파 연말콘서트,4778,6,핸드볼경기장,0.0,0.0,-4.3,3.4,6500,12.25,N,송파구,올림픽공원,5698,5172,10870
749,2018-12-06,문화예술행사,에일리 단독콘서트 2018,3450,4,올림픽홀,0.0,2.4,-1.0,6.8,3000,28.75,N,송파구,올림픽공원,5739,5213,10952
750,2018-12-09,K리그,2018 K리그 승강플레이오프 서울vs부산,9612,1,상암월드컵주경기장,0.0,-7.2,-11.8,-2.1,66704,14.41,Y,마포구,디지털미디어시티,6146,6433,12579
751,2018-12-10,문화예술행사,2018 조용필 & 위대한탄생 'Thanks To You 콘서트 서울 앵콜,18145,7,KSPO DOME(체조경기장),0.0,-2.5,-8.1,4.6,15000,17.28,N,송파구,올림픽공원,5403,4996,10399
752,2018-12-13,대중공연,2018 국카스텐 연말 전국 투어 [HAPPENING] - 서울,4070,4,올림픽홀,1.3,-2.2,-5.9,2.1,3000,33.92,N,송파구,올림픽공원,5653,5111,10764
753,2018-12-14,문화예술행사,셀럽티비 라이브데이 5회 공개방송,65,1,뮤즈라이브,0.0,-4.4,-7.8,0.6,237,27.43,N,송파구,올림픽공원,5314,4600,9914
754,2018-12-17,문화예술행사,PSY CONCERT 올나잇스탠드 2018,47571,9,KSPO DOME(체조경기장),0.3,1.6,-1.5,5.9,15000,35.24,N,송파구,올림픽공원,5031,4606,9637
755,2018-12-18,문화예술행사,2017 케이윌 전국투어콘서트 <THE K.WILL> 서울 공연,10980,8,올림픽홀,0.0,2.6,-2.8,7.4,3000,45.75,N,송파구,올림픽공원,5129,4609,9738
756,2018-12-18,문화예술행사,2018 박정현 콘서트 외 기획공연 대관 신청서,9159,8,핸드볼경기장,0.0,2.6,-2.8,7.4,6500,17.61,N,송파구,올림픽공원,5129,4609,9738
757,2018-12-20,대중공연,2018 태일 콘서트,839,4,K-아트홀,0.0,3.4,-1.1,10.4,369,56.84,N,송파구,올림픽공원,5902,4993,10895
758,2018-12-21,문화예술행사,윤주희 2집앨범 <Mother Nature> 발매 기념 쇼케이스,128,1,뮤즈라이브,0.0,5.6,0.4,9.8,237,54.01,N,송파구,올림픽공원,6046,6592,12638
759,2018-12-22,문화예술행사,박학기 콘서트 <계절학기>,284,1,뮤즈라이브,0.0,6.9,2.9,12.4,237,119.83,Y,송파구,올림픽공원,4876,5200,10076
760,2018-12-23,문화예술행사,소울스타 크리스마스 콘서트,406,3,뮤즈라이브,0.0,2.4,-3.4,7.5,237,57.1,Y,송파구,올림픽공원,4007,4335,8342
761,2018-12-26,문화예술행사,2018 대한민국 이문세,34846,6,KSPO DOME(체조경기장),0.0,-1.5,-7.1,3.0,15000,38.72,N,송파구,올림픽공원,5151,4743,9894
762,2018-12-26,문화예술행사,2018 김범수 연말 콘서트,9806,6,핸드볼경기장,0.0,-1.5,-7.1,3.0,6500,25.14,N,송파구,올림픽공원,5151,4743,9894
763,2018-12-26,문화예술행사,2018 <황치열> 콘서트 / 2018 <더원> 콘서트,5633,6,올림픽홀,0.0,-1.5,-7.1,3.0,3000,31.29,N,송파구,올림픽공원,5151,4743,9894
764,2018-12-27,문화예술행사,이진아 연말 공연(가제),657,4,뮤즈라이브,0.0,-10.1,-12.5,-6.5,237,69.3,N,송파구,올림픽공원,4923,4286,9209
765,2018-12-28,대중공연,2018 더로즈 콘서트,569,3,K-아트홀,0.0,-10.5,-14.4,-6.6,369,51.4,N,송파구,올림픽공원,4792,4248,9040
766,2019-01-01,대중공연,최현우 <THE BRAIN> [추가],18604,6,우리금융아트홀,0.0,-5.0,-8.2,-0.6,1184,261.88,N,송파구,올림픽공원,1735,1688,3423
767,2019-01-01,체육행사,2019년 1월 핸드볼팀 훈련,45,31,핸드볼보조경기장,0.0,-5.0,-8.2,-0.6,5003,0.03,N,송파구,올림픽공원,1735,1688,3423
768,2019-01-02,문화예술행사,"2019 iKON CONCERT (ENCORE), 2019 WINNER CONCERT (ENCORE) (가제)",19969,6,KSPO DOME(체조경기장),0.0,-4.9,-8.8,0.2,15000,22.19,N,송파구,올림픽공원,4488,4051,8539
769,2019-01-02,문화예술행사,2019 에이핑크 단독 콘서트,5169,6,핸드볼경기장,0.0,-4.9,-8.8,0.2,6500,13.25,N,송파구,올림픽공원,4488,4051,8539
770,2019-01-04,대중공연,2019 B1A4 팬미팅,1936,2,올림픽홀,0.0,-1.1,-6.2,4.1,3000,32.27,N,송파구,올림픽공원,4982,4405,9387
771,2019-01-09,문화예술행사,2019 god 20주년 콘서트,12098,6,KSPO DOME(체조경기장),0.0,-4.7,-9.4,1.3,15000,13.44,N,송파구,올림픽공원,4716,4177,8893
772,2019-01-09,체육행사,2018~2019 핸드볼코리아리그,1450,5,핸드볼경기장,0.0,-4.7,-9.4,1.3,6500,4.46,N,송파구,올림픽공원,4716,4177,8893
773,2019-01-10,문화예술행사,소란 콘서트,2847,4,올림픽홀,0.0,-0.6,-4.5,3.0,3000,23.72,N,송파구,올림픽공원,4873,4316,9189
774,2019-01-10,대중공연,2019 박상돈 단독콘서트,457,3,K-아트홀,0.0,-0.6,-4.5,3.0,369,41.28,N,송파구,올림픽공원,4873,4316,9189
775,2019-01-14,문화예술행사,10주년 기념 뮤지컬 '잭 더 리퍼',48840,78,우리금융아트홀,0.0,1.4,-2.4,5.3,1184,52.88,N,송파구,올림픽공원,4642,4096,8738
776,2019-01-19,대중공연,SHINSEGAE DUTY FREE 2019 Super Lucky Day with ASTRO ~New Beginning~,240,1,K-아트홀,0.0,3.6,0.0,8.5,369,65.04,Y,송파구,올림픽공원,4711,4813,9524
777,2019-01-20,대중공연,세븐틴 미니 6집 앨범 발매 쇼케이스,3398,3,올림픽홀,0.0,-1.4,-5.5,4.0,3000,37.76,Y,송파구,올림픽공원,2423,2179,4602
778,2019-01-21,문화예술행사,NCT127 첫 번째 콘서트,21621,8,KSPO DOME(체조경기장),0.0,-1.2,-6.7,4.2,15000,18.02,N,송파구,올림픽공원,5040,4893,9933
779,2019-01-25,대중공연,2019 THE BOYZ FAN CONCERT,4159,4,올림픽홀,0.0,-1.2,-3.8,2.6,3000,34.66,N,송파구,올림픽공원,5135,4417,9552
780,2019-01-26,대중공연,2019 한승기 콘서트,230,1,뮤즈라이브,0.0,-2.5,-6.5,2.4,237,97.05,Y,송파구,올림픽공원,5768,6067,11835
781,2019-01-27,대중공연,인생공격5,100,1,K-아트홀,0.0,-0.1,-6.6,5.1,369,27.1,Y,송파구,올림픽공원,4687,5256,9943
782,2019-01-30,대중공연,용준형 솔로 콘서트,5606,5,올림픽홀,0.0,1.8,-2.8,6.6,3000,37.37,N,송파구,올림픽공원,4663,4272,8935
783,2019-02-01,체육행사,2019년 2월 핸드볼팀 훈련,240,28,핸드볼보조경기장,0.3,-2.1,-7.4,2.8,5003,0.17,N,송파구,올림픽공원,6196,5989,12185
784,2019-02-02,체육행사,2019년도 서울특별시태권도협회 승품(단) 심사대회,2000,1,핸드볼경기장,0.0,1.4,-3.2,6.1,6500,30.77,Y,송파구,올림픽공원,2819,2897,5716
785,2019-02-06,문화예술행사,평창동계올림픽 성공개최 기념행사,1000,5,핸드볼경기장,0.0,5.1,0.1,9.3,6500,3.08,N,송파구,올림픽공원,1954,1819,3773
786,2019-02-06,문화예술행사,평창동계올림픽 성공개최 기념행사,3000,4,KSPO DOME(체조경기장),0.0,5.1,0.1,9.3,15000,5.0,N,송파구,올림픽공원,1954,1819,3773
787,2019-02-07,문화예술행사,온앤오프 앨범발매 기자대상 쇼케이스,70,1,K-아트홀,0.5,-2.1,-8.2,6.3,369,18.97,N,송파구,올림픽공원,4557,4122,8679
788,2019-02-09,대중공연,2019 여자친구 팬미팅,2500,2,올림픽홀,0.0,-5.4,-8.6,-1.9,3000,41.67,Y,송파구,올림픽공원,3508,3271,6779
789,2019-02-09,문화예술행사,NAEUN BIRTHDAY FANMEETING : The Naeun Day,206,1,뮤즈라이브,0.0,-5.4,-8.6,-1.9,237,86.92,Y,송파구,올림픽공원,3508,3271,6779
790,2019-02-11,문화예술행사,2019 승리 콘서트(ENCORE) (가제),5315,8,핸드볼경기장,0.0,-3.0,-7.5,2.0,6500,10.22,N,송파구,올림픽공원,4974,4378,9352
791,2019-02-14,문화예술행사,이달의소녀 두번째 콘서트,2101,4,올림픽홀,0.0,-0.5,-5.9,6.3,3000,17.51,N,송파구,올림픽공원,4893,4347,9240
792,2019-02-15,문화예술행사,앤씨아 앵콜 콘서트,235,3,뮤즈라이브,2.2,-0.8,-2.9,0.9,237,33.05,N,송파구,올림픽공원,5103,4508,9611
793,2019-02-18,문화예술행사,2019슈퍼스타 갈라콘서트,10028,7,KSPO DOME(체조경기장),0.0,0.9,-4.7,5.9,15000,9.55,N,송파구,올림픽공원,5014,4434,9448
794,2019-02-19,대중공연,SF9 COMEBACK SHOWCASE［NARCISSUS］,481,2,K-아트홀,4.6,1.4,0.2,3.0,369,65.18,N,송파구,올림픽공원,4930,4425,9355
795,2019-02-20,체육행사,2018∼2019 핸드볼코리아리그,900,5,핸드볼경기장,0.0,1.7,-0.1,4.5,6500,2.77,N,송파구,올림픽공원,5243,4953,10196
796,2019-02-21,대중공연,언더나인틴 파이널 콘서트&팬타콘 팬미팅,1905,4,올림픽홀,0.0,2.4,-2.6,9.0,3000,15.88,N,송파구,올림픽공원,4605,4545,9150
797,2019-02-22,문화예술행사,한음윈드오케스트라 기획공연  <친구>,256,1,K-아트홀,0.0,4.0,-1.6,10.8,369,69.38,N,송파구,올림픽공원,5134,4923,10057
798,2019-02-24,대중공연,2019 네이처 첫 팬미팅,267,1,K-아트홀,0.0,6.3,1.2,13.7,369,72.36,Y,송파구,올림픽공원,2810,2603,5413
799,2019-02-25,문화예술행사,슈퍼주니어 콘서트,14325,8,KSPO DOME(체조경기장),0.0,4.7,1.3,10.2,15000,11.94,N,송파구,올림픽공원,4929,4324,9253
800,2019-03-01,대중공연,ASTRO FANMEETING,5590,3,올림픽홀,0.0,6.6,1.2,13.0,3000,62.11,N,송파구,올림픽공원,3066,2735,5801
801,2019-03-01,문화예술행사,CHORONG BIRTHDAY FANMEETING : RONG TIME NO SEE !,209,1,뮤즈라이브,0.0,6.6,1.2,13.0,237,88.19,N,송파구,올림픽공원,3066,2735,5801
802,2019-03-01,체육행사,2019년 3월 핸드볼팀 훈련,225,31,핸드볼보조경기장,0.0,6.6,1.2,13.0,5003,0.15,N,송파구,올림픽공원,3066,2735,5801
803,2019-03-03,K리그,2019 K리그1 서울vs포항,15100,1,상암월드컵주경기장,0.0,9.4,2.5,16.1,66704,22.64,Y,마포구,디지털미디어시티,6511,6793,13304
804,2019-03-04,문화예술행사,동방신기 앵콜 콘서트,17610,8,KSPO DOME(체조경기장),0.0,9.9,5.0,16.3,15000,14.68,N,송파구,올림픽공원,5471,4944,10415
805,2019-03-06,문화예술행사,2019 하성운 팬미팅,6716,5,핸드볼경기장,0.0,8.4,5.7,12.4,6500,20.66,N,송파구,올림픽공원,5426,4928,10354
806,2019-03-07,문화예술행사,2019 KTA 태권도 품새 최강전,330,3,K-아트홀,0.0,7.0,3.1,12.7,369,29.81,N,송파구,올림픽공원,5617,4997,10614
807,2019-03-09,문화예술행사,배우 정소민 생일 팬미팅,174,1,뮤즈라이브,0.0,7.2,-0.4,14.9,237,73.42,Y,송파구,올림픽공원,6286,6091,12377
808,2019-03-11,문화예술행사,태민 2번째 콘서트,14241,8,핸드볼경기장,0.0,6.6,3.5,10.0,6500,27.39,N,송파구,올림픽공원,5538,5064,10602
809,2019-03-14,문화예술행사,LA필하모닉 오케스트라 - 존 윌리엄스 영화음악 콘서트,5867,5,KSPO DOME(체조경기장),0.0,5.0,-1.7,10.0,15000,7.82,N,송파구,올림픽공원,5552,5041,10593
810,2019-03-16,K리그,2019 K리그1 서울vs제주,17003,1,상암월드컵주경기장,0.0,4.3,0.2,9.2,66704,25.49,Y,마포구,디지털미디어시티,9194,9900,19094
811,2019-03-19,체육행사,제39회 서울특별시교육감기 겸 제48회 전국소년체육대회 및 제100회 전국체육대회 서울시대표 1차선발전,500,2,핸드볼경기장,0.0,10.0,3.4,16.7,6500,3.85,N,송파구,올림픽공원,5449,4821,10270
812,2019-03-20,문화예술행사,준호(2PM) SOLO CONCERT (가제),3629,6,올림픽홀,16.5,10.3,7.1,14.6,3000,20.16,N,송파구,올림픽공원,5314,4569,9883
813,2019-03-20,대중공연,2019모모랜드 쇼케이스,270,1,K-아트홀,16.5,10.3,7.1,14.6,369,73.17,N,송파구,올림픽공원,5314,4569,9883
