,날짜,역명,합 계_승차,합 계_하차
255,2015-03-05,종합운동장,14135.0,15168.0
256,2015-03-06,디지털미디어시티,19205.0,20652.0
257,2015-03-06,양천구청,8805.0,9438.0
258,2015-03-06,올림픽공원,6650.0,6195.0
259,2015-03-06,종합운동장,13842.0,14058.0
260,2015-03-07,디지털미디어시티,12257.0,12686.0
261,2015-03-07,양천구청,6263.0,6451.0
262,2015-03-07,올림픽공원,17143.0,17816.0
263,2015-03-07,종합운동장,15296.0,16279.0
264,2015-03-08,디지털미디어시티,8439.0,8818.0
265,2015-03-08,양천구청,4501.0,4703.0
266,2015-03-08,올림픽공원,16816.0,17395.0
267,2015-03-08,종합운동장,14251.0,14587.0
268,2015-03-09,디지털미디어시티,18416.0,20244.0
269,2015-03-09,양천구청,8687.0,9303.0
270,2015-03-09,올림픽공원,6482.0,6191.0
271,2015-03-09,종합운동장,13857.0,15419.0
272,2015-03-10,디지털미디어시티,18292.0,20303.0
273,2015-03-10,양천구청,8784.0,9392.0
274,2015-03-10,올림픽공원,6230.0,5806.0
275,2015-03-10,종합운동장,13288.0,15150.0
276,2015-03-11,디지털미디어시티,18451.0,20184.0
277,2015-03-11,양천구청,8751.0,9345.0
278,2015-03-11,올림픽공원,6372.0,6098.0
279,2015-03-11,종합운동장,21426.0,23056.0
280,2015-03-12,디지털미디어시티,18559.0,20523.0
281,2015-03-12,양천구청,8875.0,9308.0
282,2015-03-12,올림픽공원,6482.0,6150.0
283,2015-03-12,종합운동장,12922.0,13999.0
284,2015-03-13,디지털미디어시티,19346.0,20637.0
285,2015-03-13,양천구청,9011.0,9523.0
286,2015-03-13,올림픽공원,14942.0,17265.0
287,2015-03-13,종합운동장,13881.0,14017.0
288,2015-03-14,디지털미디어시티,12796.0,13040.0
289,2015-03-14,양천구청,6621.0,7039.0
290,2015-03-14,올림픽공원,17703.0,18723.0
291,2015-03-14,종합운동장,11211.0,11274.0
292,2015-03-15,디지털미디어시티,8778.0,9311.0
293,2015-03-15,양천구청,4466.0,4826.0
294,2015-03-15,올림픽공원,14961.0,15522.0
295,2015-03-15,종합운동장,23112.0,15803.0
296,2015-03-16,디지털미디어시티,19070.0,20406.0
297,2015-03-16,양천구청,8972.0,9431.0
298,2015-03-16,올림픽공원,6545.0,6287.0
299,2015-03-16,종합운동장,13130.0,14408.0
300,2015-03-17,디지털미디어시티,19046.0,20556.0
301,2015-03-17,양천구청,9205.0,9715.0
302,2015-03-17,올림픽공원,6494.0,6014.0
303,2015-03-17,종합운동장,14583.0,15822.0
304,2015-03-18,디지털미디어시티,18222.0,20191.0
305,2015-03-18,양천구청,8735.0,9258.0
306,2015-03-18,올림픽공원,6096.0,5735.0
307,2015-03-18,종합운동장,14021.0,15147.0
308,2015-03-19,디지털미디어시티,18919.0,20695.0
309,2015-03-19,양천구청,8976.0,9511.0
310,2015-03-19,올림픽공원,6361.0,5587.0
311,2015-03-19,종합운동장,15115.0,16049.0
312,2015-03-20,디지털미디어시티,19306.0,20634.0
313,2015-03-20,양천구청,9035.0,9367.0
314,2015-03-20,올림픽공원,7040.0,6113.0
315,2015-03-20,종합운동장,16010.0,16416.0
316,2015-03-21,디지털미디어시티,12787.0,13041.0
317,2015-03-21,양천구청,6505.0,5805.0
318,2015-03-21,올림픽공원,14407.0,15063.0
319,2015-03-21,종합운동장,18839.0,22656.0
320,2015-03-22,디지털미디어시티,8182.0,8720.0
321,2015-03-22,양천구청,3730.0,4511.0
322,2015-03-22,올림픽공원,12676.0,12982.0
323,2015-03-22,종합운동장,15166.0,17099.0
324,2015-03-23,디지털미디어시티,18624.0,19986.0
325,2015-03-23,양천구청,8791.0,9361.0
326,2015-03-23,올림픽공원,6431.0,6085.0
327,2015-03-23,종합운동장,12835.0,14254.0
328,2015-03-24,디지털미디어시티,18738.0,20754.0
329,2015-03-24,양천구청,9123.0,9624.0
330,2015-03-24,올림픽공원,6542.0,6077.0
331,2015-03-24,종합운동장,13153.0,14608.0
332,2015-03-25,디지털미디어시티,19019.0,21063.0
333,2015-03-25,양천구청,8936.0,9541.0
334,2015-03-25,올림픽공원,6846.0,6346.0
335,2015-03-25,종합운동장,13702.0,15014.0
336,2015-03-26,디지털미디어시티,18582.0,20526.0
337,2015-03-26,양천구청,8884.0,9383.0
338,2015-03-26,올림픽공원,6649.0,6181.0
339,2015-03-26,종합운동장,13852.0,14771.0
340,2015-03-27,디지털미디어시티,19031.0,19934.0
341,2015-03-27,양천구청,8925.0,9321.0
